"","E_Scblty","E_Assert","E_EnerLev","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","N_Anxty","N_Depr","N_EmoVol","O_IntCur","O_AesSens","O_CrtvImag","angry","E_Scbltylag","E_Assertlag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_IntCurlag","O_AesSenslag","O_CrtvImaglag","angrylag"
"E_Scblty",0,0,0.183,0,0,0,0,0,0,0,-0.4599,0,0,0,0,0,0.0848,0,0,0,0,0,0,0,0.3335,0,0,0,0,0,0,0
"E_Assert",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0876,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_EnerLev",0,0,0,0,0,0,0,0,0,0,0,0,-0.2816,-0.1864,0,0,0,0,0.0275,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Cmpn",0.1782,0,0.2075,0,0,0,0,0,0,0,0,0,0,0,-0.2284,0,0,0,0,0.2528,0,0,0,0,0,0,-0.3353,0,0,0,0,0
"A_Rspct",0,0,0,0,0,0,0,0,0.2639,0,0,0,0,0,0,0,0,0,0,0,0.0128,0,0,0,0,0,0,0,0,0,0,0
"A_Trust",0.2567,0,0,0,0.2176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.126,0,0,0,0,0,0,0,0,0,0
"C_Org",0,0,0,0,0,0.2116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1362,0,0,0,0,0,0,0,0,0
"C_Prdctv",0.1769,0.1986,0,0,0,0,0,0,0.1878,0,0,0,0,-0.1902,0,0.5179,0,0,-0.2706,0.7068,0,0,0,0.1635,0,0,0,0,0,0,0,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3034,0,0,0,0,0,0,0,0,0,0,0.0964,0,0,0,0,0,0,0
"N_Anxty",0,0,0,0,0,0,-0.3276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0763,0,0,0.3378,0,0,0
"N_Depr",0,0,0,0,0,0,0,0,0,0.2846,0,0,0,0,0,0,0,0,0,0,-0.2933,0,0,0,0,0,-0.0996,0.2808,0,0,0,0.2776
"N_EmoVol",0,0,0,0.3434,0,0,0,0,0,0,0.3632,0,0,-0.3444,0,0,-0.2833,0,0,0,0,0,0,0,0,0,0.3406,-0.3222,0,0,0,0
"O_IntCur",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0986,0,0,0
"O_AesSens",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1415,0,0
"O_CrtvImag",0,0,0,0,0,0,0,0,0,0,-0.2271,0,-0.2298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0834,0
"angry",0.0419,0,0,0,0.129,0,0,0,-0.1157,0,0,0.2068,0.0396,0,0,0,0.4713,0.141,-0.0605,-0.5872,0.2036,-0.1171,0,0,0,0,0.1429,0,-0.1914,0,0.0555,0.8673
