"","E_Scblty","E_Assert","E_EnerLev","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","N_Anxty","N_Depr","N_EmoVol","O_IntCur","O_AesSens","O_CrtvImag","angry","E_Scbltylag","E_Assertlag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_IntCurlag","O_AesSenslag","O_CrtvImaglag","angrylag"
"E_Scblty",0,0.1161,0,0,0,0,0,0,0,0,0.1393,0,0,0,0,0,0.1011,0,0,0,0.2016,0.1558,0.0752,0,0,0,0.1157,0,0,0.1006,0.155,0
"E_Assert",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0919,0.107,0,0,0,0.1502,0,0,0,0,0,0,0,0,0,0
"E_EnerLev",0.1525,0,0,0,0,0,0,0.1181,0,0,0,0.241,0.2135,0.1334,0.173,0,0,0,0.1635,0,0,0,0,0,0,0.1206,0,0,0,0.1569,0,0
"A_Cmpn",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0899,0.1153,0.1105,0.1237,0,0,0,0,0,0,0,0,0,0,0,0
"A_Rspct",0.0429,0,0.0639,0,0,0,0.0343,0,0,0.0533,0,0,0,0,0.0688,0,0,0.0637,0,0.0703,0.1017,0,0,0,0,0.0536,0,0,0.0638,0,0,0
"A_Trust",0,0,0,0,0,0,0,0,0,0,0,0.0736,0.0888,0,0,0,0,0,0,0,0,0.0882,0,0,0.0678,0.0583,0.0865,0.0786,0.0787,0,0,0
"C_Org",0,0,0,0,0,0,0,0,0,0,0,0,0,0.1654,0,0,0.1607,0,0,0.1889,0.2961,0,0.0996,0.1404,0,0,0,0,0,0,0,0.1211
"C_Prdctv",0.1106,0,0,0,0.2342,0,0,0,0.1082,0,0.1478,0,0,0.1124,0,0,0,0,0,0.1264,0.2319,0,0.076,0.1045,0,0.1126,0,0,0.1191,0.149,0,0
"C_Rspnbl",0,0,0,0,0,0,0.0726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1271,0,0,0,0,0,0,0
"N_Anxty",0,0,0,0,0.2184,0,0,0.091,0,0,0,0,0,0,0,0.0852,0,0,0,0,0,0.1796,0.0699,0,0,0.0966,0,0,0,0,0,0
"N_Depr",0.047,0.0411,0,0,0,0,0.0256,0,0.0292,0.046,0,0.0332,0.0394,0.0508,0.0559,0.0372,0,0,0.0375,0.0562,0.0826,0,0.0276,0.0359,0,0.0499,0.036,0.0425,0,0.0588,0.0462,0.0298
"N_EmoVol",0.1287,0,0.2901,0.2106,0.315,0,0,0,0,0,0,0,0.2477,0,0,0,0,0.2032,0,0,0,0,0,0.1772,0,0,0,0.1454,0,0,0,0
"O_IntCur",0,0,0,0,0.1524,0,0.0604,0.0667,0,0,0,0.1254,0,0,0.1067,0,0.0703,0.0888,0,0,0,0.103,0.0497,0.0661,0.0797,0.0849,0,0,0.0903,0,0.1033,0
"O_AesSens",0,0,0,0,0,0,0,0,0.1224,0,0.1821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1279,0,0.0971
"O_CrtvImag",0.0684,0,0,0,0,0,0.0459,0,0,0,0,0,0,0.076,0,0,0,0,0.0747,0.0956,0,0,0.0494,0,0.0702,0.0671,0,0,0.083,0,0.1022,0
"angry",0,0.1455,0,0,0,0.1968,0,0,0,0,0,0,0,0,0.1551,0,0,0.1527,0,0,0,0,0,0,0,0,0.2038,0,0,0,0,0.1132
