"","E_Scblty","E_Assert","E_EnerLev","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","N_Anxty","N_Depr","N_EmoVol","O_IntCur","O_AesSens","O_CrtvImag","angry","E_Scbltylag","E_Assertlag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_IntCurlag","O_AesSenslag","O_CrtvImaglag","angrylag"
"E_Scblty",0,0,0,0,0,0,0,0,0,0,0,0.0916,0,0,0,0,0.1178,0,0,0.1248,0,0,0.0873,0.0607,0,0,0.1249,0.0758,0,0,0,0.0703
"E_Assert",0.0886,0,0,0.1123,0.1123,0,0,0.0604,0.0853,0.1367,0,0.0751,0.0539,0,0,0,0,0.1001,0,0.1495,0,0.0607,0.0933,0,0,0.1315,0.1181,0,0.0605,0,0,0
"E_EnerLev",0,0.1137,0,0,0.1403,0,0,0,0,0,0,0,0,0.0633,0.1156,0,0,0,0.118,0,0.1461,0,0,0,0.1011,0,0,0,0.0665,0.0698,0,0
"A_Cmpn",0,0,0,0,0.0941,0,0,0,0,0,0.0912,0,0,0.0435,0.0739,0,0,0,0,0.1242,0,0,0,0,0,0,0.1009,0,0,0,0,0
"A_Rspct",0,0.314,0,0,0,0.4556,0,0,0,0,0,0,0,0.1352,0,0.4013,0,0,0.2946,0,0.3957,0,0,0,0,0,0,0,0,0,0,0
"A_Trust",5.9565,0,1.4755,1.1065,7.8667,0,0,0.9131,1.3228,0,5.5981,0,0,0,0.5112,0,5.2921,0,4.3176,4.5363,1.8403,1.6241,0.3478,0,0,3.0276,1.3268,1.2678,0,0.8006,0,3.1967
"C_Org",0,0,0,0,0.1691,0.1115,0,0,0,0.2438,0,0.105,0,0,0,0,0,0,0,0,0,0,0.1204,0.0952,0,0,0,0,0,0.0668,0,0
"C_Prdctv",0,0,0,0,0,0.1279,0,0,0,0.4372,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1456,0,0,0,0,0,0,0,0
"C_Rspnbl",0,0.1678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1319,0,0,0,0,0,0.1125,0.1639,0.1572,0.106,0,0,0,0
"N_Anxty",0.083,0,0,0,0,0,0.1053,0.1148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1445,0,0,0,0,0,0
"N_Depr",0,0,0,0,0.1902,0.0962,0,0,0,0,0,0,0,0,0,0,0,0,0.1035,0,0,0,0,0.0659,0,0.1676,0.1209,0,0.0651,0,0,0
"N_EmoVol",0,0,0,0,0.1742,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1209,0,0.1537,0,0,0,0,0,0,0.1139,0,0,0,0
"O_IntCur",0.187,0,0,0,0,0,0,0,0,0,0,0,0,0.1789,0,0,0,0,0,0,0,0,0,0.1378,0,0.2941,0.2287,0.2249,0.1375,0,0.23,0
"O_AesSens",0,0,0,0,0,0,0,0,0,0,0,0,0.3499,0,0,0,0,0,0.2803,0,0,0,0,0,0,0,0,0.2587,0,0.1598,0,0.1969
"O_CrtvImag",0.0954,0,0,0,0,0,0.0945,0,0,0,0,0,0,0.054,0,0,0,0,0,0,0.1436,0,0,0,0,0,0,0,0,0,0.1147,0
"angry",0,0.0921,0.0896,0,0.125,0,0.1098,0,0,0.1448,0.128,0,0,0,0,0,0,0,0,0,0,0,0.0916,0.0796,0,0,0,0,0,0.0596,0,0.0772
