"","E_Scblty","E_Assert","E_EnerLev","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","N_Anxty","N_Depr","N_EmoVol","O_IntCur","O_AesSens","O_CrtvImag","angry","E_Scbltylag","E_Assertlag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_IntCurlag","O_AesSenslag","O_CrtvImaglag","angrylag"
"E_Scblty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0432,0,0,0,0,0,0,0,0,0,0,0,0,0.2805,0.2433,0
"E_Assert",0.1804,0,0,0,0,0,0,0,0,0,0.3758,0,0.2265,-0.2575,0,0,0,-0.0104,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_EnerLev",0,0,0,0.3807,0,0,0,0,0,0,0,0,0.2245,0,0,0,0,0,-0.2701,0.3843,0,0,0,0,0,0,0,0,0.3298,0,0,-0.171
"A_Cmpn",0,0,0,0,-0.7262,0,0,0,0,0,1.0145,0,0,0,0,0,0,0,0,0.3515,0,0.3072,0,0,-0.4919,0.3162,0,0,0,0,0,0
"A_Rspct",0,-0.2921,0,0.6327,0,0,0,0,0,0,0,0,0,-0.2497,0,0,0,0,0,0,-0.0369,0.3263,0,0,0,0,0,0,0,0,0,0
"A_Trust",0,0,0.1876,0,0.408,0,0,0,0,0,0,0,0,0.18,0,0,0,0,0,0,0,-0.1409,0,0,0,0,0,0,0,0,0,0
"C_Org",0,-0.2996,0,0,0,-0.445,0,0,0,0,0.2325,0,0.3029,0,0,-0.5678,0,-0.3336,0,0,0,0,-0.1299,0,0,0,0,-0.2268,0,0,0,0
"C_Prdctv",0,0.2019,0,0,0.1913,0,0,0,0,0,0,0,0,0,0.2179,0,0,0,0,0,0,0,0,0.2862,0,0,0,0,0,0,0,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1893,0,0,0,0,0,0,0,0,-0.0695,0,0,0,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2835,-0.0609,0,0,0,0,-0.2906,0
"N_Depr",0,0,0,-0.6525,0,0,0,0,0,0.3437,0,0,-0.3559,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2855,0.2941,0,-0.319,0,0
"N_EmoVol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2119,0,0,0,0,0,0,0,0,0,0,0,0.2789,0,0,0,0
"O_IntCur",0,0,0,0,0,0.1617,0,0,0,0,0,0.2385,0,0.2963,0,0,0.2014,0,0,0,0,0,0,-0.1974,0,0,0,0,0.3739,-0.2238,0,0
"O_AesSens",0,0,0,0,0,0,0,0,0,0,0.3564,0,0,0,0,0,0,0,0,-0.3262,-0.2026,0.296,0,0,0,0,0,-0.2397,0,0.1165,0,0
"O_CrtvImag",0,0,0,0,0,0,0,0,0,0,0,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2757,0
"angry",0,0,0,0,0,0,0.4162,0,0,0.3183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2424,0,0,0,0,0,0.0921
