"","E_Scblty","E_Assert","E_EnerLev","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","N_Anxty","N_Depr","N_EmoVol","O_IntCur","O_AesSens","O_CrtvImag","angry","E_Scbltylag","E_Assertlag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_IntCurlag","O_AesSenslag","O_CrtvImaglag","angrylag"
"E_Scblty",0,0,0,0.074,0,0,0,0,0,0,0,0,0,0,0,0,0.117,0,0,0,0,0,0,0,0,0,0.1076,0,0.0887,0,0,0
"E_Assert",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1142,0.0879,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_EnerLev",0,0,0,0,0,0,0,0,0,0,0,0,0.1114,0,0,0,0,0,0.1151,0,0,0,0,0.0933,0,0,0,0,0,0,0,0
"A_Cmpn",0,0,0,0,0,0,0,0,0,0,0,0,1.0143,0,0,0,0,0.4817,0.3704,0.2973,0,0,0,0,0,0,0,0.3606,0,0,0,0
"A_Rspct",0,0,0,0,0,0.093,0,0,0,0,0,0,0,0,0,0,0,0.091,0,0,0.108,0,0,0,0,0,0,0,0,0,0,0
"A_Trust",0,0,0,0,0,0,0,0,0,0,0,0,0,0.1104,0,0.1145,0,0,0,0,0,0.1142,0,0,0,0,0.1048,0,0,0,0,0
"C_Org",0,0,0,0,0,0,0,0.0671,0,0,0,0,0,0,0,0.1104,0,0,0,0,0,0,0.1169,0,0,0,0,0,0,0,0,0
"C_Prdctv",0,0,0,0,0,0,0,0,0,0.2243,0,0,0,0,0,0,0,0.1666,0,0,0,0,0,0.1099,0,0,0,0,0,0,0,0
"C_Rspnbl",0,0,0,0,0.1485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1215,0.2034,0,0,0,0,0,0
"N_Anxty",0,0,0.052,0,0,0,0,0,0,0,0,0.0531,0,0,0,0,0,0.0676,0,0,0,0.0695,0.0764,0,0.0658,0.1232,0,0,0,0,0,0
"N_Depr",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0754,0,0,0,0,0,0,0,0.0958,0,0,0,0,0.1353
"N_EmoVol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1396,0,0,0,0,0,0,0,0,0,0,0.111,0,0.1613,0,0
"O_IntCur",0,0,0,0.2155,0,0,0,0,0,0,0,0,0,0,0,0,0.1911,0,0,0,0,0,0.1821,0.1315,0,0,0,0,0.1331,0,0,0
"O_AesSens",0,0,0.0719,0,0,0,0,0,0.077,0,0,0,0.0734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1233,0,0
"O_CrtvImag",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0629,0,0,0,0,0,0,0,0,0,0,0.1434,0
"angry",0,0,0,0,0.0986,0,0,0,0,0,0,0,0,0.091,0,0,0,0,0,0,0,0,0,0,0,0.1277,0,0,0,0,0.1293,0.0908
