"","E_Scblty","E_Assert","E_EnerLev","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","N_Anxty","N_Depr","N_EmoVol","O_IntCur","O_AesSens","O_CrtvImag","angry","E_Scbltylag","E_Assertlag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_IntCurlag","O_AesSenslag","O_CrtvImaglag","angrylag"
"E_Scblty",0,0,0,0,0,0,-0.311,0,0.1951,-0.3415,-0.6042,0,0.7863,0,0,-0.3211,-0.3325,0,0,0.2747,0,0,0,-0.3046,0,0,0,0,0,0,0.3519,0.252
"E_Assert",0,0,0,0.0853,0,0,0,0,0,-0.1962,0,0,0,0,0,0,0,-0.1899,0,0,0,0,0,0,0,-0.3598,0,0,0,0,0,-0.3497
"E_EnerLev",0,0,0,0.4713,1.5345,0,0,0,0.2425,0,0,0,0,0,0.3839,0,0,-0.3405,-0.7465,0,0,0,0,0,0.2475,0,0,0,-0.3529,0,0,0
"A_Cmpn",0,0.31,0.2743,0,0,0,0,0,0,0,0,-0.7931,0.2767,0.5544,0,0,0,0,0,0.5922,0,0,0,0,0,0,0,0,0,0,-0.266,0
"A_Rspct",0,0,-1.8103,0,0,0,0.7234,0,0,0,0,0,2.5341,-0.8821,0,0,0,0,0,0,0.356,0,0,0,-0.7933,0,-0.6949,0,0,-0.5877,0,0
"A_Trust",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1615,0,0,-0.266,0,-0.0228,0,0,0,0,-0.1534,0.3604,0,0,0,0.3929
"C_Org",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2285,-0.3276,-0.0861,0,0,0,0,-0.2613,0,0,0,0
"C_Prdctv",0,-0.2326,0,-0.4252,0,0,0,0,0.369,0,0,0,0.1738,0,-0.2188,0,0,0,0.2573,0,0.27,0,-0.4338,-0.4071,-0.2218,0,0,0,0,0,-0.3167,0
"C_Rspnbl",0,0.2837,0,0,0.6247,0,0,-0.3167,0,0,0.3029,0,0,0.2916,0,0,0,0,0,0,0,-0.1979,0,0,0.1697,0,0,0,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2899,0,0,0,-0.1707,0,0,0,0,0.0177,0,-0.2362,0,0,0,0.4281
"N_Depr",0.2421,-0.2305,-0.5468,0,0,0,0,0,-0.3561,-0.2556,0,-0.2677,0,-0.1718,0,0,0,-0.5591,0,0.3077,0,0.3646,0,0,0,-0.7213,-0.3454,-0.3333,0.3002,0,0.3913,0
"N_EmoVol",0,0,0,0.674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6182,0,0,0,0.269,0,0,0,0,-0.0646,0,0,0,0
"O_IntCur",-0.8624,0,-1.8009,0,0,0,0,0,0,0,0.29,0,0,-0.5857,1.1687,0,0,0,-1.097,0,0,0,0,0,0.5051,0,0,0,-0.096,-1.173,0,0.3251
"O_AesSens",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.208,0,-0.2247,0,0,0,0,0,-0.0393,0,0
"O_CrtvImag",0,0.2839,0,0,0,-0.3189,0,0,0,0.1471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3005,-0.1252,0
"angry",0,0,0,0.3061,0.1344,0,0,0.3061,0,-0.2602,0,0,0,0,-0.1742,0,-0.3014,-0.1361,-0.1513,0,0,-0.1292,0.2957,0,-0.1918,0,0,-0.064,-0.2464,0.3266,0.3651,0.4492
