"","E_Scblty","E_Assert","E_EnerLev","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","N_Anxty","N_Depr","N_EmoVol","O_IntCur","O_AesSens","O_CrtvImag","angry","E_Scbltylag","E_Assertlag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_IntCurlag","O_AesSenslag","O_CrtvImaglag","angrylag"
"E_Scblty",0,0,0,0,0,0,0.1033,0,0.1862,0.2099,0,0,0,0,0,0,0.1367,0,0,0,0.1971,0,0,0,0,0,0,0.1313,0,0,0,0
"E_Assert",0,0,0,0,0,0,0.0897,0,0,0.0813,0.2466,0.1902,0.147,0,0,0.0999,0,0.1139,0,0,0.1875,0,0,0.1258,0,0,0,0.1325,0,0.1866,0.0953,0.1299
"E_EnerLev",0,0.1534,0,0.1369,0,0,0.1572,0,0,0,0,0,0,0,0,0,0,0,0.114,0,0,0,0,0,0,0.1481,0.4074,0,0.1772,0,0.1798,0
"A_Cmpn",0,0,0,0,0.1474,0,0,0,0,0,0,0,0.1134,0,0.0996,0,0,0,0,0.1002,0,0.1532,0.1014,0,0.1467,0,0.267,0.1078,0,0,0,0
"A_Rspct",0,0.2073,0,0,0,0,0,0.1544,0.3312,0,0.3962,0.1656,0.3135,0,0,0,0,0,0.0752,0,0.3019,0,0,0,0,0,0,0,0.1189,0,0,0
"A_Trust",0,0,0.0613,0.0692,0.1055,0,0,0,0,0,0.2134,0,0,0,0.0753,0,0.0888,0.0937,0,0,0.1316,0.1114,0,0.0776,0.1077,0.066,0.2109,0.0837,0.0909,0,0,0
"C_Org",0,0,0,0,0,0.1882,0,0,0.2822,0,0.5735,0,0,0,0,0,0.1379,0,0.0988,0,0.1967,0,0.1138,0.1362,0,0,0.3197,0,0.14,0,0.1397,0.1591
"C_Prdctv",0,1.1337,0,0,0.7867,0,0,0,0,0,0,1.2708,0,0,0,0,0,0,0,0,0,0,0,0.5982,0.585,0,1.7312,0.824,0,0,0.5604,0
"C_Rspnbl",0,0,0,0,0.313,0,0,0.1535,0,0,0.5259,0,0,0,0.1815,0,0,0,0,0,0,0,0.107,0,0.1604,0,0.2761,0,0,0,0,0
"N_Anxty",0.4906,0,0,0,0.7122,0,0,0.2876,0,0,0,0,0.7871,0,0,0,0,0,0,0,0.6901,0,0,0,0,0.2962,0,0,0,0,0.3058,0
"N_Depr",0,0.0603,0,0.0388,0.0836,0.0643,0.0484,0.0508,0.08,0.0431,0,0.0603,0,0.0756,0,0.0448,0.0456,0.0643,0,0,0,0.0654,0,0,0,0,0.1326,0.0604,0.0521,0,0.0489,0
"N_EmoVol",0,0,0,0,0,0,0,0.6136,0.4463,0,0,0,0,0.3145,0,0,0.1964,0,0,0.2213,0,0,0,0.1999,0.2755,0,0,0.2289,0,0,0,0
"O_IntCur",0.0132,0,0.0071,0,0.039,0,0.0154,0,0,0.0461,0.0393,0.0204,0,0.0331,0.0076,0.0302,0.0336,0.0136,0,0.021,0.0202,0.0208,0,0.0232,0.0147,0.0294,0.0358,0.0217,0.0106,0.0287,0.0325,0
"O_AesSens",0.1455,0,0.1035,0,0,0,0,0,0.359,0.1761,0.735,0,0.2092,0,0,0.1681,0.1446,0,0,0.1795,0.2986,0.2622,0,0.1647,0,0,0.4334,0,0,0.1892,0,0.2016
"O_CrtvImag",0.1027,0,0,0,0,0,0,0,0,0,0.3835,0,0,0.1442,0,0.1191,0.112,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1006,0.1227
"angry",0,0,0,0,0,0,0,0.0975,0,0,0,0,0,0,0,0,0,0.1042,0,0,0,0,0,0,0,0,0,0,0.1046,0,0,0.1328
