"","E_Scblty","E_Assert","E_EnerLev","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","N_Anxty","N_Depr","N_EmoVol","O_IntCur","O_AesSens","O_CrtvImag","AnxSWk","angry","E_Scbltylag","E_Assertlag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_IntCurlag","O_AesSenslag","O_CrtvImaglag","AnxSWklag","angrylag"
"E_Scblty",0,0,0,0,0.2516,0,0,0,0,0,0,0,0,0,0,0,0,-0.106,0,0,0.1623,0,0,0,0.1434,0,0,0,0,0.3371,0,0,0,0.3759
"E_Assert",0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2953,0,0,0,-0.1318,-0.0907,0,0,0,0,-0.1898,0.4303,0.2717,0,0.195,0.4066,0.3676,0.161,0,0,0
"E_EnerLev",0,0,0,0,0,0,0,-0.3776,0,0.5372,1.5182,0,0,0,0,0,0,0,0,-0.6785,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Cmpn",0,0,0,0,0,0.2336,0.4082,-0.2289,0,0,-0.1862,0,0,0,0,0,0,0,0,0,-0.0875,0.3733,0,0,0,0,0,0,0,0,0,0,0,0
"A_Rspct",0,0,0,0,0,0,0,0,0,-0.3062,0,0,0,0,0,0,0,-0.3224,0,0,0,-0.3075,0,0.3483,-0.2761,0,-0.3036,0,0,0,0,0,0,0
"A_Trust",0,0,0,0,0,0,0,0,0,0,-0.1756,0,0,0,0,0,0,-0.3882,0.2146,0,0,0,-0.0374,0,0,0,0,-0.249,0.3026,0,0,-0.227,0,0
"C_Org",0,0,0.923,0,0,-0.4541,0,0,0,0,0,0,0,0,0,-0.3888,0.996,0,0,0,0,0,0,0.7632,-0.2693,0,0,0,0,0,0,0,0,0
"C_Prdctv",0,0,0,0,0,0,0,0,-0.1082,0,0,0,0,0,0,0,-0.3135,0,0.2563,0,0.1636,0.3813,0,-0.3588,-0.0422,0.3246,-0.1551,0,0,-0.436,0,-0.3548,0,0
"C_Rspnbl",0,0,0,0.2219,0,0,0,0,0,0,0,0,0,-0.2116,0,0,0,0,0,0,0,0,0,0,0,0.0458,0,0,0,0,0,0,0,0
"N_Anxty",0,-0.2056,0.1986,0,0,0,0,0,0,0,0.3617,0,0,0,0,0.4144,0,-0.2499,0,0,0,-0.4775,0,0,0.3697,0,0.1219,0,0,0,-0.1874,0.2852,0,0
"N_Depr",0.5004,0,-0.9769,0,0,-0.1848,0,0,0,0,0,0,0,0.301,0,0,0.7431,0,0,0,0,0,0.7899,0,0,0,0,0.2409,0,0,0,-0.4218,0,-0.4321
"N_EmoVol",0,0,0,0,-0.5587,0,0.6332,-0.3283,0,0,0,0,0,-0.1622,0,0,0.4515,-0.3509,-0.3825,0,0.4901,0.2512,0,0,0,-0.4786,0,0,0.1936,0,-0.3464,-0.3951,0,0
"O_IntCur",0,0,0,0,0,0,-0.1838,0,0,0,0,0,0,-0.2102,0.7774,0,0,0,0,0,-0.2384,0,0,0.7205,0,0,0,0,0.4772,0.2988,0.5801,0,0,0
"O_AesSens",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2166,0,0,0.1125,0,0,0
"O_CrtvImag",0,0,0,0,0,0,0,0,0,0,0,0,-0.774,0,0,0,0,-0.2829,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1362,0,0
"angry",0,0,0,0,0,0,-0.9305,0,0,0,0.7037,-0.7712,0,0,0,-0.4531,0,0,0,0,0,0,-0.6698,0,0.39,0,0,-0.3415,0,0,0,0,0.3595,0.3844
"AnxSWk",0,0,0,0.4588,0,0,0,0,0,0,0.2695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2506,0
