"","E_Scblty","E_Assert","E_EnerLev","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","N_Anxty","N_Depr","N_EmoVol","O_IntCur","O_AesSens","O_CrtvImag","AnxSWk","angry","E_Scbltylag","E_Assertlag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_IntCurlag","O_AesSenslag","O_CrtvImaglag","AnxSWklag","angrylag"
"E_Scblty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5824,0.2124,0.1091,0,0,0,0,0,0,0,0,0,0,-0.5479,0,0,0.2972,0,0
"E_Assert",-0.2151,0,0.222,-0.6205,0,-0.2237,0,0,0,0,0,0,0,0,0.462,-0.3792,-0.4455,0,0.4355,0,-0.427,0,-0.2223,0,0,0,0,0,-0.3927,0.5941,0,0,0,0
"E_EnerLev",0.1996,0,0,0,0,0,0,0,0,0,-0.2151,0,0,0,0,0,0,0,0,0.2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Cmpn",0,0,0,0,0,0,0,0,0,0,-0.029,0,0,0,0,0,0,0,0.1892,0,-0.0817,0,0,0.2653,0,0,0,0,-0.3968,0.4189,0,0,0,0
"A_Rspct",0,0,0,0,0,0,0,0,0,0,0,0,-0.3538,0,0,0,0,0,0,0,0,0.1844,0,0,0,0,0,0,0,0.1295,0,-0.5423,0,-0.317
"A_Trust",0,0,0,0,0,0,0,0,0,0,-0.1669,0,0,0,0,0,0,0,0,0,0,0,0.3098,0,0,0,0,0,0,0,0,0,0,0
"C_Org",0,0,-0.3224,0.2072,0,-0.2188,0,0,0,0,0.4037,0,0,0,0,0,0,0,0.4543,0,0.1928,0,0.2296,-0.3531,0,0,0,0,0,0,0,0,0,-0.2908
"C_Prdctv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2981,0,0,0.1963,0,0,0,0,0.0291,0,0,0,0,0,-0.4644,0,0,0
"C_Rspnbl",0,0,0,0.4127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3538,0,0,0,0,-0.1879,0,0,0,0,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,0,0,0.3382,-0.3138,0,0,0.2004,0,0,0,0,-0.2037,0,0,0,0,0,0.2117,0,0,0,0,0,0,-0.2206
"N_Depr",0,0,0,-0.3172,0.1261,0,0,0,0,0,0,-0.1694,0,0,0,0,0,0,0,0.6805,-0.3394,-0.147,-0.2613,0.4756,0,0,-0.4159,0.0763,0,0,0.1458,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,0,0,0,0.4088,0,0,0,0,-0.1739,0,0,0,0,0,0,0,0,0,0,0,0,-0.175,0,0,0,0,0
"O_IntCur",0,0,0,0.2434,0,0.1727,0,0,0,0,0.2727,0.2758,0,0.1246,0.2331,0,0,0,0,0,0,0,0,0,0,0,0,-0.6192,0.4299,-0.0178,0,0,0.3634,0
"O_AesSens",0,0,0,0,0,0,0,0,0,0,0,-0.1835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0396,0,0,0
"O_CrtvImag",0,0,0,0.2708,0,0,-0.2071,0,0,0,0,0,0,0,0,0,0,0.1911,-0.3001,0,0,0.4821,0,0,0.2793,0,0,0,0,0,0,-0.1067,0,0
"angry",0.1875,0.1792,0,0.2538,0,0,-0.2107,-0.0542,-0.036,0,0,-0.0482,0,-0.0344,0,0,0,-0.3949,0.1886,0.1606,-0.1769,0.2694,0,0.0468,-0.0086,0,-0.2661,-0.0058,0.1482,0,-0.2584,0.0837,0,0.7186
"AnxSWk",-0.4649,0,0,-0.4309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3855,0,0,0,0,0,0,0,0,0,0,0,0.4289,0,0.8184,0
