"","E_Scblty","E_Assert","E_EnerLev","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","N_Anxty","N_Depr","N_EmoVol","O_IntCur","O_AesSens","O_CrtvImag","AnxSWk","angry","E_Scbltylag","E_Assertlag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_IntCurlag","O_AesSenslag","O_CrtvImaglag","AnxSWklag","angrylag"
"E_Scblty",0,0,0,0.633,0.1969,0,0.2874,0,0,0.2356,0,0,0,0,0,0,0,0.0727,0,0,0,0,0,0,0,0,0.334,0,0,0,0,0,0,0
"E_Assert",0,0,0,0,0.1908,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_EnerLev",0,0,0,0,0,0,-0.2418,0,0,0,0,0,0,0,0,0,0,0,0,-0.1928,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Cmpn",-0.5435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0225,-0.2785,0,0,0,0,0,0,0.2438,0,0,0,0,0
"A_Rspct",0,0,0.217,0,0,0,0,0,0,0,0,-0.1914,0,0,0,0,0,0,0,0,0,-0.1282,0,0,0,0,0,0,0,0,0,0,0,0
"A_Trust",0,0,0,0,0,0,0,0,0,-0.4087,0,0,0,0,0,0.7448,0,0,0,0,0,0,-0.1582,0,0,0,0,0,0,0,0,0,0,0
"C_Org",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1487,0.2049,0,0,0,0,0,0,0,0,0
"C_Prdctv",0.3396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.066,0,0,0,0,0,0,0,0,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0924,0,0,0.1986,0,0,0,0,0
"N_Anxty",0,0,-0.2813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0597,0,0,0,0,0,0,0
"N_Depr",0,0,0,0,0,0,0,0,0,0.242,0,0.2912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0999,0,0,0,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0114,0,0,0.2597,0,0
"O_IntCur",0.1945,0,0,0,0,0,0,0,0,-0.2314,0,0,0,0,0,0.2936,0,0,0,0,0,0,-0.2454,0,0,0,0,0,0,0.13,0,0,-0.2613,0
"O_AesSens",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1471,0,0,0
"O_CrtvImag",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0484,0,0
"angry",0,0,0,0,-0.4206,-0.238,0,0,0,0,0.2506,0,0,0,-0.2379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3e-04
"AnxSWk",0,0,0,0,0,-0.6781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4453,0.4819
