"","E_Scblty","E_Assert","E_EnerLev","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","N_Anxty","N_Depr","N_EmoVol","O_IntCur","O_AesSens","O_CrtvImag","AnxSWk","angry","E_Scbltylag","E_Assertlag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_IntCurlag","O_AesSenslag","O_CrtvImaglag","AnxSWklag","angrylag"
"E_Scblty",0,0.1221,0.082,0,0.1356,0,0.0729,0.0757,0.1069,0,0.0621,0.0531,0.0903,0,0,0.1131,0.0542,0.0458,0.0996,0,0,0.1411,0,0,0,0,0.0591,0.0694,0,0.0754,0,0.1022,0.1159,0.0549
"E_Assert",0.0409,0,0,0.0556,0.1381,0,0,0,0,0,0,0.0515,0,0,0,0,0,0.0469,0.0973,0.0794,0.054,0,0.0956,0.0794,0,0,0,0,0,0,0,0,0,0
"E_EnerLev",0.115,0,0,0,0,0.1508,0,0.1252,0,0,0,0,0,0,0.1595,0,0,0,0,0.1313,0,0,0,0,0,0,0,0,0,0,0,0.2096,0,0
"A_Cmpn",0,0,0,0,0.2294,0,0,0.1709,0,0.1365,0,0,0,0,0,0,0,0,0,0,0.1047,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Rspct",0,0.1995,0,0,0,0,0.1052,0,0,0,0,0,0.0975,0,0.1135,0,0,0,0,0,0,0.1381,0,0,0,0,0,0,0,0,0,0,0,0.0591
"A_Trust",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1314,0,0,0,0,0,0,0,0,0,0,0
"C_Org",0,0.1389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0571,0,0,0.0735,0,0,0.0968,0,0.146,0.0929,0.061,0,0,0,0,0,0.0653
"C_Prdctv",0,0,0,0.1336,0,0.1645,0,0,0,0,0.1354,0,0.1451,0,0.2033,0.2458,0,0,0,0,0.1071,0,0,0,0.1578,0,0,0,0.1002,0,0,0,0,0
"C_Rspnbl",0,0,0.0893,0.055,0.113,0.0937,0,0,0,0,0,0.0581,0,0,0,0.1967,0,0,0,0,0,0.1431,0.0944,0,0.0643,0.1372,0,0.0617,0,0,0,0,0,0
"N_Anxty",0.0823,0,0,0,0,0,0,0.1389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1187,0,0,0,0,0,0,0
"N_Depr",0,0,0,0,0,0,0,0,0,0,0,0.1131,0.1521,0.1113,0.1892,0,0.1294,0,0,0,0,0,0,0,0,0.2319,0,0.1047,0,0,0.1129,0,0,0
"N_EmoVol",0,0,0,0,0.2208,0.1631,0,0.1252,0,0,0,0,0.1483,0.0815,0,0,0,0,0,0.1446,0,0,0,0.1495,0,0,0.1356,0.1028,0.106,0,0,0,0,0.1075
"O_IntCur",0,0.199,0,0,0.2281,0,0,0,0,0,0,0,0,0,0,0,0.1126,0.0842,0,0,0,0,0.1778,0,0,0,0.1159,0,0.0971,0.1262,0,0,0,0
"O_AesSens",0,0,0,0,0,0.1346,0.1379,0.1025,0,0,0.0975,0,0.1406,0,0,0,0,0.1283,0,0,0,0,0.199,0,0.1342,0.2263,0,0.0954,0,0,0.0915,0,0,0
"O_CrtvImag",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0499,0,0,0,0,0,0.0915,0,0.1223,0,0.089,0,0,0,0,0,0,0,0.1171,0,0
"angry",0,0,0,0.0182,0,0.0193,0.0175,0,0.0341,0.0202,0.0106,0.0104,0.0228,0.0148,0.0292,0.0241,0,0.0114,0.035,0.0207,0.021,0.0273,0,0,0,0,0.0185,0,0,0.0165,0,0,0,0.0181
"AnxSWk",0,0,0,0,0,0,0,0,0.1842,0,0,0,0,0,0.1152,0,0,0,0,0,0,0,0,0,0,0,0.0762,0,0,0,0,0,0.166,0
