"","E_Scblty","E_Assert","E_EnerLev","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","N_Anxty","N_Depr","N_EmoVol","O_IntCur","O_AesSens","O_CrtvImag","AnxSWk","angry","E_Scbltylag","E_Assertlag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_IntCurlag","O_AesSenslag","O_CrtvImaglag","AnxSWklag","angrylag"
"E_Scblty",0,0,0,0,0,0,0,0,0,0,0,0.025,0,0,0,0,0,0.0344,0,0,0,0,0,0,0.0154,0,0,0,0,0,0,0,0,0
"E_Assert",0.0287,0,0,0,0.0392,0,0.0233,0.0481,0.0257,0,0.03,0,0,0,0,0,0.0089,0,0.0392,0,0,0.0519,0,0,0,0,0.0258,0,0,0,0,0.0378,0,0
"E_EnerLev",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0196,0.0279,0,0,0,0,0.0333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0167
"A_Cmpn",0,0,0,0,0,0,0,0,0,0,0,0,0.0112,0,0,0,0,0,0,0,0.0285,0,0.0317,0,0,0,0,0,0,0,0,0,0.0234,0.0106
"A_Rspct",0.0187,0,0,0,0,0,0,0,0,0.0118,0,0.0196,0,0.0118,0,0,0,0,0,0,0,0.0296,0,0,0,0,0,0.0195,0,0,0,0,0,0
"A_Trust",0,0.0212,0,0.0228,0.027,0,0,0.011,0.0203,0.0226,0.0347,0,0,0,0,0,0,0,0,0,0.028,0,0.0276,0,0,0,0,0,0,0,0.0136,0.0202,0,0.0081
"C_Org",0.0427,0,0,0.0485,0,0,0,0,0.0437,0,0,0,0.0485,0.0325,0,0,0,0,0,0,0,0,0,0.044,0,0,0,0,0,0,0.0434,0,0,0
"C_Prdctv",0,0.1785,0,0,0.0698,0,0.0489,0,0,0,0.0635,0,0.0249,0,0,0,0,0,0,0,0,0.0822,0,0,0.0336,0,0,0,0,0,0,0,0,0
"C_Rspnbl",0,0,0.0209,0.03,0,0,0,0,0,0.0274,0,0.0277,0,0,0,0,0,0,0,0,0,0,0,0.0251,0,0.03,0,0,0.0341,0,0,0,0,0
"N_Anxty",0,0,0,0,0,0.0957,0,0,0.0633,0,0.0811,0.0452,0.0208,0,0.0609,0.0371,0,0,0,0.0435,0,0.0763,0.0579,0,0.0274,0.0521,0.0364,0,0,0.0254,0,0,0,0
"N_Depr",0,0,0,0,0,0.0666,0,0,0,0.0526,0,0,0,0,0.0647,0,0,0,0,0,0,0.0521,0,0.0289,0,0,0.0311,0.0383,0.0438,0,0,0,0.0348,0.0152
"N_EmoVol",0,0,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0223,0,0.037,0,0,0,0,0,0,0.0313,0,0.0163,0,0,0
"O_IntCur",0,0,0.0716,0,0.0942,0,0.1705,0,0.0733,0,0.0879,0,0,0,0,0,0,0,0,0.0799,0.1099,0,0,0,0,0,0,0,0.113,0.0422,0.0531,0,0,0
"O_AesSens",0,0.0416,0,0.0454,0,0,0,0.0216,0.0433,0,0,0,0,0,0.0668,0,0.0165,0,0.0486,0,0,0,0,0.0397,0,0,0,0.0455,0.05,0.022,0.0294,0,0,0.0207
"O_CrtvImag",0,0,0,0.0413,0,0,0,0,0,0.0429,0.0632,0,0,0.0396,0,0,0,0,0,0,0,0.0601,0,0,0,0,0,0,0,0.0197,0,0.0384,0,0.0193
"angry",0.1146,0,0,0,0.1473,0.1592,0,0,0,0,0,0,0,0,0,0,0,0.1943,0,0,0.2324,0,0,0,0.0879,0,0,0,0.1566,0,0.0965,0,0,0.1028
"AnxSWk",0,0,0.0403,0,0,0.0563,0,0.03,0.0464,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0694,0,0.0388,0.0689,0,0,0.0615,0,0,0.066,0.1074,0
