"","E_Scblty","E_Assert","E_EnerLev","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","N_Anxty","N_Depr","N_EmoVol","O_IntCur","O_AesSens","O_CrtvImag","AnxSWk","angry","E_Scbltylag","E_Assertlag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_IntCurlag","O_AesSenslag","O_CrtvImaglag","AnxSWklag","angrylag"
"E_Scblty",0,0,0,0,0,0,0,0,0.222,0,0,0,0,0,0,0,0,0.0635,0,0,0,-0.2034,0,0,0,0,-0.2468,0,0,-0.2233,0,0,0,0
"E_Assert",0,0,0,-0.6064,0,0,0.2271,0,0,0.1081,0.028,0,0,0,0,0,-0.2898,0,-0.1624,0,0.2791,-0.3865,0,0,0,0,0,0,0,0,0.5146,0,0,0.5166
"E_EnerLev",0,0,0,0,0,0,0,0.2651,0,0,0.3629,0,0,0,0,0,-0.102,0,0.2275,-0.1735,0,0,0,0,0,0,-0.2651,0,0,0,0,0,0,0
"A_Cmpn",0,0.6834,0,0,0,0.7912,0,0,0,0,0,0,0,0,0,0,-0.1514,0,-0.0741,0,-0.1859,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Rspct",0,-0.184,0,0,0,0,0,0,0,0,0,0.1082,0,0,0,0.1575,0,0,0,0,0,-0.1206,-0.14,0,0,0,0,0,0,0,0,0,0,0
"A_Trust",-0.0294,0,0.3645,-0.247,0.6346,0,0,-0.1481,0,0,-0.1088,0,0,-0.4092,-0.4422,1.1559,-0.087,-0.0395,-0.072,0.3556,0.5343,0,0.1965,0.5542,0,-1.1814,0.6295,0.3633,0.0838,-0.0586,0.2099,0.1943,0.1485,0
"C_Org",0,0,0,-0.1712,0,0,0,0.4128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2251,0.0607,0,0,-0.1854,0,0,0,-0.3007,0,0,0
"C_Prdctv",0,-0.1676,0,0,0,0,0,0,0.2709,0,0,0,-0.1188,0,0,0,0.1935,0.2407,0,0,0.3238,0,0.3264,0,0.1889,0,0,0,0.1778,0,0,0,0,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0,0,0,-0.4387,0,0,0,-0.3951,0,0,0,0.3518,0,0,-0.2409,0,-0.332,0.2825,0,0,0,0.1799,0,0,0,0
"N_Anxty",0,-0.2573,-0.4006,0,0,0,0,0,0,0,-0.1302,0,0.2877,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0195,0,0,0,0,-0.4572,0,0
"N_Depr",0,0,-0.4965,0,-0.2096,0,0,0,0,0.2683,0,0.3341,-0.5721,0.236,0,0,-0.4089,0,0,0,0,0,0,0,0,0,0,0.5847,0,0,0,0,0,0
"N_EmoVol",0,0,-0.2501,0,0,-0.1669,0,0,0.3094,0,0,0,0,0,0,0,0,0,0,0,0,0.2726,0,0,0,0,-0.4164,0,0.523,0,-0.3416,0,0,4e-04
"O_IntCur",0,0,0,-0.2518,0.4087,0,0,0,0,-0.4894,0,0,0,-0.1549,0,0,0,0,0,0.1915,0,-0.3551,0,0.2355,0,0,0,0,0,-0.0968,0,0,0,0
"O_AesSens",0,-0.3084,0,-0.1801,0,0,0,0,-0.1564,0.0817,0,0,0,0,0.1927,-0.353,0,0,0,0,0,-0.6899,0,0,0.2952,0,0,0,0,0.3172,0.0702,0.2005,0,0
"O_CrtvImag",0,-0.2607,-0.2046,0.1103,0,0,0.1048,0,0,0,0,0,0,0,0,-0.185,-0.5158,0,0,0,0.2255,0,0,0,0,0,0.1496,0.3913,0.3664,0,0.4162,-0.0275,0,0
"angry",-0.2384,0.1861,0,0,0,0,0,-0.2634,0,0.1858,0.5509,0,0,0,0,-0.1357,0,0,0,0,0,0.3302,0,0,0,0,0,0.4302,0,0,0,0,0,-0.1847
"AnxSWk",-0.225,0,0,-0.7227,0,-0.8783,0,-0.6146,0,0,0,0,0.0619,0,0,0,0,0.3988,-0.5636,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4647,0
