"","E_Scblty","E_Assert","E_EnerLev","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","N_Anxty","N_Depr","N_EmoVol","O_IntCur","O_AesSens","O_CrtvImag","AnxSWk","angry","E_Scbltylag","E_Assertlag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_IntCurlag","O_AesSenslag","O_CrtvImaglag","AnxSWklag","angrylag"
"E_Scblty",0,0,0,0,0,0,0,0,0,0,0,0,-0.1618,0,0,0,0,0.1223,-0.2437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_Assert",0.1723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0978,-0.331,0,0,0,0,0,0,0,0,0,0,-0.2261,0,0,0
"E_EnerLev",0,0.2154,0,0,0,0,0,0,0,0,-0.388,0,0,0,0,0,0,0,0,0.1781,0,0,-0.248,0,0,0,0,0,0,0,0,0,0,-0.3687
"A_Cmpn",0,0,0,0,0,0,0,0,0,0,0,0,0,0.1675,0,0,0,0.1817,0,0,0.0514,0,0,0,0,0,0,0,0,0,0.2001,0,0,0
"A_Rspct",0,0,0,0.1935,0,0,0.2565,0,0.1417,0,0,0.1756,0,0,0,0,0,0.2316,-0.3341,0,0,0.1067,0.1713,0,0,0,0,0,0,0,0,0,0,0
"A_Trust",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3138,0,0,0,0,0,-0.1249,0,0,0,0,0,0,0,0,0,0,-0.3336
"C_Org",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1262,0,0,0,0,0.2599,0,0,0,0,0
"C_Prdctv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.263,0,0,0,0,0,0,0,0,0.0464,0,-0.2597,-0.267,0,0,0,0,0,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0,0,-0.2967,0,0,0,0,0,-0.2076,0,0,0,0,0,0,0,0,-0.1832,0,0,0,0,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,0,0,0.2444,0,0,0,-0.6563,0,0,0,0,-0.273,0,0,0,0,0,-0.1232,0,0,0.4025,0,0,0,0
"N_Depr",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1901,0,0,0,0,0,0,0,0,0.1942,0,0,0.2568,0,0,0
"N_EmoVol",0,0,-0.1994,0.1966,0,0,0,0,0,0,0,0,-0.1921,0,0,0,0,0,0,0.2337,0,-0.2385,0,0,0,0,0,0,-0.1171,0,0,0,0,0
"O_IntCur",0,0,0,0,0,0.2864,0,0,0,0,0,0,0,0,0,-0.2476,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0673,0,0,0.2105,0
"O_AesSens",-0.1864,0,0,0,0,-0.1735,-0.2488,0,0,0,0,0,0,0,0,0,0,0,-0.3277,0,0,0,0,0,0,0,0,0,0,0,0.2044,0,0,0
"O_CrtvImag",0,0,0,0,-0.155,0.2374,0,0,0.2545,0,0,0,-0.1842,0,0,-0.3034,0,0,0,0,0,0,0,0,0,-0.3033,0,0,0,0,0,0.0938,0,0
"angry",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3223,0,0,0,0,0.0787
"AnxSWk",0,0,0,-0.2204,0,0,0,0,0.2364,0.7286,0.2841,0,0,0,0,0,0,0,0,0,0,0,0,-0.593,0,0,0,0,0,0,0,0,0.2246,0
