"","E_Scblty","E_Assert","E_EnerLev","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","N_Anxty","N_Depr","N_EmoVol","O_IntCur","O_AesSens","O_CrtvImag","AnxSWk","angry","E_Scbltylag","E_Assertlag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_IntCurlag","O_AesSenslag","O_CrtvImaglag","AnxSWklag","angrylag"
"E_Scblty",0,0.2477,0,0,0,0,0,0,0,0,-0.2398,0,0,0,0,0,0,0.0981,0,0,0,-0.2815,-0.2637,0,0,0,0,0,0,0,-0.594,0,0,0
"E_Assert",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3538,0.0276,0,0,0,0.2477,0,0,0,0,0,0,0,0,0,0,0
"E_EnerLev",0,0,0,0,0,0,0,0,0,0,0,-0.6769,0,0,0,0,0,0,0,0.0165,0.4279,0,0,0,-0.4614,0,0,0,0,0,0,0,0,0
"A_Cmpn",0,0,0,0,0,0,0,0,0,0,0,-0.2705,0,0,0,0,0,-0.2425,0,0,8e-04,0,0,0,0,0,0,0,0,0,0,0,-0.3868,0
"A_Rspct",0.2173,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1305,0,0,0,0,0,0,-0.2684,0,0,0.2655,-0.3707,0,0,0,0,0,0.2442,0,0
"A_Trust",0,0,0,0,0,0,0,0,0,0,0,0.3973,-0.0245,0,0,0,0,0,0,0,0,0,0.2445,0,0,-0.2846,0.3541,0.4503,-0.6179,0.2211,0,0,0,0
"C_Org",0,0,0,0,0,0,0,0.3154,0,0,0,0,0,-0.3103,-0.4402,0,0,0.3882,0,0,-0.4327,0.3657,0,0.2335,0,0,0,0,0,0,0,0,0,0.3869
"C_Prdctv",0,0,0,0,0.1824,0,0,0,0.305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2209,0,0,0,0,-0.3947,0,0,0,0
"C_Rspnbl",0,0,0,0,0,0,-0.3389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.135,0,0,0,0,0,0,0,0
"N_Anxty",0,0,0,0,0.241,0,0,0.4062,0,0,0,0,0,0,0,0,0.3713,0,0,0,0,0,-0.1708,0,0,0,0.2159,0,0,0,0,0,0,0
"N_Depr",0,0,0,0,0,0,0,0,0,0.2642,0,0.2725,-0.2185,0,0,0,0.2655,0,0,0.3304,0,0,0.1713,-0.4788,0,0,0,-0.0272,0.2939,0,-0.2948,0.3758,-0.2659,0.4294
"N_EmoVol",0,0,0.5672,0.6835,0,0,0,0,0,0,0,0,0.8837,0,0,0,0,0,0.791,0,0,0,0,0,0.396,0,0,0,0.1329,0,0,0,0,0
"O_IntCur",0.2774,0,0,0,0,0,0,-0.2752,0,0,0,-0.2747,0,0,0,-0.2758,0,-0.1801,0,0,0,0,0.3877,-0.4366,-0.2945,-0.6489,-0.1846,0,0,-0.1831,0,0,0,0
"O_AesSens",0,0,0,0,0,0,0,0,0.2876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1048,0,0.2128,0
"O_CrtvImag",-0.4363,0,0.1127,0,0.5118,0.3475,0.8362,0,0,-0.2371,-0.216,-0.4165,-0.118,0,0,0,0,-0.1832,0.5112,-0.0457,0,0,-0.0648,0,0.5464,0,-0.5603,0.1309,0,-0.3242,-0.4771,-0.1209,-0.7023,-0.1224
"angry",0,0,0,0,0,-0.2972,0,0,0,0,0,0,0,0,-0.2062,0,0,0,0.5572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0466
"AnxSWk",0,0,0,0,0,0,0,0.3049,0,0.2262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35,0,0,0,0,0,-0.2611,0
