"","E_Scblty","E_Assert","E_EnerLev","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","N_Anxty","N_Depr","N_EmoVol","O_IntCur","O_AesSens","O_CrtvImag","AnxSWk","angry","E_Scbltylag","E_Assertlag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_IntCurlag","O_AesSenslag","O_CrtvImaglag","AnxSWklag","angrylag"
"E_Scblty",0,0,0,0,-0.175,0,0,0,0,0,0,0,0,0.4594,0.2556,0.1749,0,-0.0245,0,0.454,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_Assert",0.6713,0,0,0,0,0.2448,0,0,0,0,0,0,-0.391,0,0,0,0,0,0.213,-0.4537,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_EnerLev",0,0.3291,0,0,0,0,0,0,0,0,0,-0.3838,0.1911,0,-0.2499,0,0,0,0,0.0933,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Cmpn",0,0,0,0,0.2747,0,0,0,0,0,0,0,0,0,-0.7444,0,0,0,0,0,0.0318,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Rspct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2467,0,0,0,0,0.0916,0,0,0,0,0,0,0,0,0,0,0,0
"A_Trust",0,0,0,0,0.2089,0,0,0,0,0,0,0,0.4727,0,0,0,0,0,0,0,0,0,0.0894,0,0,0,0,0,0,0,0,0,0,0
"C_Org",0,0,0,0,0,0,0,0,0,0,0,0,0,0.5105,0,0,0,0,0,0,0,0,0,0.0908,0,0,0,0,0,0,0,0,0,0
"C_Prdctv",0,0.4374,0,0,0,0,0.223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1148,0,0,0,0,0,0,0,0,0
"C_Rspnbl",0.4677,0,0,0,0.2305,0.1986,0,0,0,0.2378,0,-0.3076,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0792,0,0,0,0,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1205,0,0,0,0,0,0,0
"N_Depr",0,0,-0.3325,0,-0.2205,0,0,-0.289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0568,0,0,0,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,-0.3154,0,0,0,0,0,-0.5422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3051,0,0,0,0,0
"O_IntCur",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2428,0,0,0,0,0,0,0.3902,-0.247,0,0,0,0.0472,0,0,0,0
"O_AesSens",0,0,0,0,0,0,-0.2531,0,0,-0.5906,0,0,0.3199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.493,0,-0.2056,0,0,0
"O_CrtvImag",0,-0.2525,0,0.5612,-0.2036,0,0,0.3044,0,-0.5425,-0.604,-0.3617,0,0,0,0.3977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0873,0,0
"angry",-0.1333,0,0,0,0,0,-0.1312,0,0,0,0,0,0,-0.1487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.9301
"AnxSWk",0,0,-0.2218,0,-0.2017,0,0,0,0,0,0,0,0,0,-0.4239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1691,0
