"","E_Scblty","E_Assert","E_EnerLev","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","N_Anxty","N_Depr","N_EmoVol","O_IntCur","O_AesSens","O_CrtvImag","AnxSWk","angry","E_Scbltylag","E_Assertlag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_IntCurlag","O_AesSenslag","O_CrtvImaglag","AnxSWklag","angrylag"
"E_Scblty",0,0.1333,0,0,0,0,0,0,0,0,0.1601,0,0,0,0,0,0,0.1092,0,0,0.1067,0,0.1519,0.0999,0.1162,0,0.0639,0.1291,0,0.1005,0,0,0,0
"E_Assert",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0834,0,0,0,0.0824,0.0967,0,0,0.0973,0.1013,0,0.0784,0,0,0,0,0,0,0.1009,0,0
"E_EnerLev",0,0,0,0,0,0,0.1223,0,0,0,0,0,0,0,0,0,0,0,0,0.1154,0,0,0,0,0.0806,0,0.045,0,0.1235,0,0,0,0,0
"A_Cmpn",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2237,0.1371,0,0,0.125,0,0,0,0,0.1719,0.0723,0,0,0,0,0,0,0
"A_Rspct",0.1484,0,0.1752,0,0,0,0,0,0,0.0673,0.253,0,0,0,0,0,0.2323,0,0,0.2013,0,0.1803,0.1448,0,0.1051,0,0,0,0,0,0,0,0,0
"A_Trust",0,0,0.1533,0.0996,0,0,0,0,0,0.1173,0,0,0,0,0,0,0,0,0,0,0,0,0.1505,0,0,0,0,0,0,0,0,0,0,0
"C_Org",0,0,0.3768,0,0,0,0,0.1884,0,0,0,0,0,0,0.1653,0,0,0,0,0,0,0,0,0.1396,0,0,0,0,0,0.1426,0,0,0,0
"C_Prdctv",0,0,0,0.0934,0,0,0.1274,0,0.1219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1027,0,0.0577,0,0,0,0,0.1372,0,0
"C_Rspnbl",0.0855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1267,0,0,0,0,0,0,0,0
"N_Anxty",0,0,0,0,0,0.453,0,0,0,0,0,0,0,0,0,0,0,0.2241,0,0,0,0.2591,0,0,0,0.2882,0.1077,0,0,0.2259,0,0,0,0
"N_Depr",0.1231,0.118,0,0.1347,0,0,0,0,0.1344,0.0538,0,0.1413,0,0,0,0.3535,0.1511,0.1092,0,0.1557,0,0,0,0,0,0,0.0599,0.1192,0,0,0,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,0,0,0,0.1921,0,0,0,0.3637,0,0,0,0.1676,0,0,0,0,0,0.1292,0.1612,0,0,0.1615,0,0,0,0,0
"O_IntCur",0,0.1379,0.167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1218,0,0.1505,0,0
"O_AesSens",0,0,0,0,0,0,0.0891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1313,0,0,0
"O_CrtvImag",0,0,0,0.0905,0.1159,0,0,0,0.1227,0.049,0,0.2165,0,0,0,0,0.1046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1302,0,0
"angry",0.1301,0,0,0,0.2991,0,0,0,0,0,0.188,0,0,0.1294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5938,0.1384
"AnxSWk",0,0,0,0,0,0,0,0,0,0,0,0.0381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039,0.0448,0,0,0,0.1432,0
