"","E_Scblty","E_Assert","E_EnerLev","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","N_Anxty","N_Depr","N_EmoVol","O_IntCur","O_AesSens","O_CrtvImag","AnxSWk","angry","E_Scbltylag","E_Assertlag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_IntCurlag","O_AesSenslag","O_CrtvImaglag","AnxSWklag","angrylag"
"E_Scblty",0,-0.281,0.8401,0,0,-0.4053,0.4315,0,0.2307,0,0,0,0,0,-0.2029,0,0,0.0722,0,0,-0.234,0,0.2208,0,-0.8985,0,0,0,-0.3469,0,0,0,0,0
"E_Assert",0,0,0,0,0.2569,-0.4953,0.6043,0,0.2917,0,0.19,0,0.353,-0.1824,0,0,0,-0.5402,0.1498,0,0,0.2681,0.1751,0.3705,0,0,0,0,0,0,0,0,0,0
"E_EnerLev",-0.6473,-0.2585,0,0,0,0,0,0.0466,0,0,0,0,0,-0.2352,0,0,0,0,0.4348,-0.4304,0,0.4878,0.5663,0,-0.508,0,0.5019,-0.7399,0.3367,0,0,0,0,-0.7444
"A_Cmpn",0.5141,0.0623,0.5179,0,0.328,-0.0078,0,-0.6719,-0.4546,-0.7122,0.6699,0.4029,0,0.1509,0.7064,0,-1.2725,-0.5243,-1.2854,0.703,-1.4171,-1.0603,0,0.6823,0,0.6438,0,0.6755,-1.0293,0,0,0.8749,0,0.4567
"A_Rspct",-0.5201,-0.8665,0,-0.4798,0,0,0.947,0,0.5583,-0.6599,0,0,0,0,0,0,0,0,0,0.6423,0,0.4299,0,0,-0.7555,-0.2962,0,0,0,0,0,0,0,0
"A_Trust",0,0,0,0,-0.438,0,0,0,0,0,0,0,0,0,0,-0.4857,0,0,0,0,0,0,-0.0189,0,-0.3156,0,0,-0.3098,0,0,0,0,0,0
"C_Org",0,0,0,0.5087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1809,0,0.1981,-0.0864,0,0,-0.8788,0,0.168,0,0,0,0.9306,0
"C_Prdctv",0,0,0,0,0,0,0,0,0.662,0,-0.3097,0,0.4234,-0.2074,0.231,0,0,-0.2218,0,0,0,0,0,0.3447,0.0355,0,0.4086,0,0,0,0,0.141,0,0
"C_Rspnbl",0,0,0,0.9327,0,0,0,0,0,0,0,0,0,0,0.1399,0,0,0,0,0,0,0,0,-0.3894,0,0.1341,0,0,0,0,0.2485,0,0,0
"N_Anxty",0.1046,-0.1892,0.083,0.2663,0.4006,-0.4266,0,0.5508,0,0,-0.2504,0,0,0.0554,0,0,0.9631,-0.5967,0,0,0,0,-0.8593,0.3178,0.4429,-0.56,-0.5261,0.2142,0.7011,0,0.5435,-0.5127,-0.7091,0
"N_Depr",0,0,0,0,0,0,0,0,0,0,0,0.4445,0,0,0,0,0,0,0,0,0,0,-0.2308,0,0,0,0,-0.0761,0.1686,0,0.3044,0,0,0
"N_EmoVol",0,-0.1012,0,0,0.0038,0,0,0,0,0,0,0,0.5014,0,0,0.6927,0,0,0.6487,-0.2747,0,0.061,0.3051,-0.6769,0,0.2848,0,-0.3192,0.2656,0,-0.3949,0,0,0
"O_IntCur",0,0,0,0,0.3735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3145,0,0,0,0,0,0,0,-0.0845,0,0,0,0
"O_AesSens",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4783,0.1976,0,0,0,0,0,0,-0.4647,0,0,0.1931,0,0,0
"O_CrtvImag",-0.1124,0.5322,0,0.6765,0,0,0,0.2327,0,0.0627,0,0.3286,0,0,0,0,0,0,0,0,0.5797,0,0,0,0,0,0,0,0,0,0,-0.1195,0,0
"angry",0,0,0,-0.1889,0,0,0,0,0,0,0.4268,0,0,-0.2113,0.4554,0,0,-0.2147,0.2625,0.2385,0,0,0.4231,-0.3596,0,0.3098,0,0,0,-0.4131,0,0,0.4628,0.4202
"AnxSWk",0,-0.3566,0,-0.2818,0,0,0,0,0,0,0,-0.3015,0,0,0,0,0,0,0,0,0,0,-0.3715,0,0,-0.4699,0,0,0.2552,0,0.3113,-0.3503,-0.4632,0
