"","E_Scblty","E_Assert","E_EnerLev","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","N_Anxty","N_Depr","N_EmoVol","O_IntCur","O_AesSens","O_CrtvImag","AnxSWk","angry","E_Scbltylag","E_Assertlag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_IntCurlag","O_AesSenslag","O_CrtvImaglag","AnxSWklag","angrylag"
"E_Scblty",0,-0.3824,0,0,0,-0.2477,0,0,0.4473,0,-0.2763,0,0,0,0,0,0,-0.0831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_Assert",0,0,0,0,0,0,0.448,-0.5711,0,0,0,-1.7243,0,0,0,0,0,0,0.3238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_EnerLev",0.7181,0,0,-1.6131,0,2.6744,0,0,0,0,0,0,0,0,1.5571,0,0,0,0,-0.3449,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Cmpn",0,0,0.6071,0,0,0,0,0,0,0,0,0,0.2048,0,0,0,0.2873,0,0,0,0.4877,0,0,0,0,0,0,0,0,0,0,0,0,0.168
"A_Rspct",0,0.2241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103,0,0,0,0,0,0,0,0,0,0,0,0
"A_Trust",0,0,-1.2116,0,0,0,0,0,0.6793,-0.4009,0,0,0,0,0,0,0,0,0,0,0,-0.3519,0.4349,0,0,0,0,0,0,0,0,0,0,0
"C_Org",0,0,0.1787,0,0,0,0,0.2421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2456,0,0,0,0,0,0,0,0,0,0.197
"C_Prdctv",0,0,0,0.3478,0,0,0,0,0,0,0,0,0.2135,0,0,0,0,0,0,0,0,0,0,0,-0.111,0,0,0,0,0,0,0,0,0
"C_Rspnbl",0,0,0,0,0.3976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4503,0,0,0,-0.1985,0,0,0,0,0,0,0,0
"N_Anxty",-0.418,0,0.3426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2112,0.5115,0,-0.2736,0,0,0,0,0
"N_Depr",0,0,0,0,0,0,0,0,-0.5313,0,0,0,0,-0.1626,0,0,0,0,0,0,0,0,0,-0.2753,0,0,0,0.0888,0,0,0,0,-0.1952,0
"N_EmoVol",0,1.4076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5074,0,0,-0.3339,0,0,0,0,0
"O_IntCur",0,0,0,0,0,0,0,0,0.497,0,0,0,0,0,-0.3264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2054,0,0,0,0
"O_AesSens",0,0,0,0,0,-0.1684,0.2691,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3727,0,0,0,0,0,0,0,0,0,-0.2417,0,0,0
"O_CrtvImag",-0.6041,-0.5231,0,0,0,0,0,0,0.4229,0,0,0.1854,0.673,0.1925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0216,0,0.2924
"angry",0,0,0,0,0,0,0.2468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2741,0,0,-0.0759
"AnxSWk",0.0864,0,0,0,0,0,0,0,0,0,0.0785,0,0,0,0,0,0,0,0,-0.163,0,0,0,0,0,0.5843,0,0.1835,0,0,0,0,0.9706,0
