"","E_Scblty","E_Assert","E_EnerLev","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","N_Anxty","N_Depr","N_EmoVol","O_IntCur","O_AesSens","O_CrtvImag","AnxSWk","angry","E_Scbltylag","E_Assertlag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_IntCurlag","O_AesSenslag","O_CrtvImaglag","AnxSWklag","angrylag"
"E_Scblty",0,0.5031,0,0,0,0,0,0,0,0,0,0,0,0,0.2519,0,0.2534,0.0347,0,0.2745,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_Assert",0,0,0,0,0.7577,0,-0.4699,0.9695,0,0,-0.951,0,0,0,0,0,-0.8378,0,0.1759,0,0,0,0,0,0,0,0,0.4216,0,0,0,0,0,0
"E_EnerLev",-0.1633,0,0,0,0,0.2739,-0.1015,0,0,0,0,0,0,-0.4667,0,0,0,-0.2981,0,-0.0796,0,0,0,0,0,0,0,0,0,0,0.2386,0.5847,0,0
"A_Cmpn",0,0,0,0,0,0,0,0,0,0,0,0,0.1641,0,0,0.0652,0,0,0,0.1549,0.0825,0,0,0,0,0,0,0,0,0.4228,-0.252,0,0,0
"A_Rspct",-0.3823,0,0,0,0,0.1914,0,0,0,0,-0.2243,0,0.3276,0.0144,0,0,0,0.2102,0,0,0,-0.1398,0,0,0,0,0,0,0,0,0,0,0,0.0927
"A_Trust",0.246,0,0,-0.1099,0,0,0,0,0,0,0,0,-0.4367,0,0,0,0,0,0,0,-0.3495,0,-0.0761,0,0,0,0,0,0.1512,0,0,0,0,0
"C_Org",0,0,0,-0.2127,0,0,0,0.5231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1253,-0.2609,0,0,0.4524,0,0,0,0,0,0
"C_Prdctv",-0.3836,0,0,0,0,0,0,0,0,0,-0.2259,0,0,0,0,0,0,0,0,0.3443,0,0,0,0,0.3126,0,0,-0.3071,-0.1475,0,0,0,0,0
"C_Rspnbl",-0.3028,0.2571,0,0,0,0,0,0,0,0,-0.1182,0,0.0912,-0.252,0,0,-0.6057,0,0,0,0,0,0.1844,0.3946,0,0.4656,0,0.2507,0,0,0.2655,0,0,0
"N_Anxty",0,-0.3298,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4833,0,0,0,0,0,0.2913,0.0744,-0.2805,0,-0.3491,-0.043,-0.3582,0,0,0,0,-0.4054,0
"N_Depr",0,0.2195,0,0,0,-0.0662,0,0,0.216,-0.4855,0,1.2417,0,-0.3879,-0.4799,0,-0.2719,-0.3634,-0.2398,0.2629,0,0,0.2711,0,0,0,0,-0.8712,0.3158,-0.366,-0.3185,0,-0.5614,0
"N_EmoVol",0,0.6041,0,0,0,0,0,0,0,0.2912,0,0,0,0,0.1384,0,0,0.1991,0.1991,0,0,0,0,-0.095,0.4779,0,0,0.1795,0.1741,0.1085,0,-0.1444,0.49,0
"O_IntCur",0,-0.3142,0.2852,0,0,0.573,0.2355,0,0,0,0,0.5404,0,0,0,0.3307,0,-0.548,0.5857,0,0.4946,0,0,0.5076,-0.8797,0,0.3586,0,-0.7195,-0.2139,0,0.1839,0,0
"O_AesSens",-0.309,0,0,0,-0.311,0,0,0,0,0,0,0,0.3572,0,0.5577,0,0,0,0,0,0,0,0,0,0,-0.418,0.4462,0,0,0,0.0992,0,-0.1524,0.0057
"O_CrtvImag",0,0,0,-0.205,0,0,0,0,0,0.1317,0,0,0.2776,-0.7151,0,0,0,0,-0.3306,0,0,0,0,0,0,0,0,0,0,0,0,0.2219,0,0
"angry",0.5541,-0.7688,1.0253,0.8515,0,0,0,0.1932,1.1903,-0.4885,0.6049,1.3261,-1.1693,1.0284,0.0882,0,0,-0.07,0.2681,-0.3057,0,-0.0236,0,0.183,-1.0913,0,0.1205,0,-0.3764,-1.1314,0,-0.8375,-0.771,-0.3407
"AnxSWk",0,-0.2546,0,0.2549,0,0.0238,0,0,-0.1468,-0.5276,-0.1395,0,0,-0.1448,0,0,0,0.4108,-0.2906,0.1394,0,0.0767,0,0.2666,0,0,0,0.4658,0,-0.4283,0.4134,0,-0.1398,0.7645
