"","E_Scblty","E_Assert","E_EnerLev","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","N_Anxty","N_Depr","N_EmoVol","O_IntCur","O_AesSens","O_CrtvImag","AnxSWk","angry","E_Scbltylag","E_Assertlag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_IntCurlag","O_AesSenslag","O_CrtvImaglag","AnxSWklag","angrylag"
"E_Scblty",0,0,0,0.752,0,0,0,0,0,0,0,0,0,0,0.1574,0,0,0.0768,0,0,0,0.6243,0,-0.2112,0,0,0,0,-0.2256,0,0,0,0,0.4654
"E_Assert",0.3932,0,0,-0.4695,0,0,0.6574,0,0,0,0,0,0,0,0,0,0,0,-0.1564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.408
"E_EnerLev",0,0,0,0.2283,0,0,0,0,0,0,0,0,0,0,0,-0.4936,0,0,0,0.0421,0,0.2095,0,0,0,0,0,0,0,0,-0.1528,0,0,0
"A_Cmpn",-0.2999,0,0,0,0,0,0,0,0,0,0,0,0,0.5191,-0.1619,-0.7926,0,0.3225,0,0,0.1054,-0.1193,0,0,0,0.1684,0,0,0,0.4586,0,-0.5979,0,0
"A_Rspct",0,0,0,-0.3206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4207,-0.0467,0,0,0,0,0.2483,0,0,0,-0.4546,0,0,0
"A_Trust",0,-0.1781,0,0,0,0,0,0,0,0,-0.4023,0,0,0,-0.2004,0.1435,-0.4669,-0.383,0,0.2685,0,0,-0.1473,0,0,0,0.376,0,0,0.4314,0,0,0,0
"C_Org",0,0,0,0,0.1761,0,0,-0.199,0.278,0,-0.4716,0.4243,-1.0085,0,0.813,0,0,0.2787,0,0,0,-0.3709,0,0.4789,0,0,0,0,0,0,0,0,0,0
"C_Prdctv",0.331,0,0,0,0,0,1.0029,0,0,0,-0.4448,0,0,0,0,0,0.6371,0,0,0,0,0,0,0,-0.0868,0,0,0,0,0,0,0,0.9338,0
"C_Rspnbl",0,0,0,0,0,0,-0.329,-0.2727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1999,0,0,-0.2575,0,0,0,0,0
"N_Anxty",0,0,0,0,0,0.1792,0,0,0,0,0,-0.1684,0,0,0,0.1737,0.3737,0,-0.5083,0,0,0.2567,0,-0.3439,0.2912,0,0.0512,0,-0.4227,0,0,0,0,0
"N_Depr",0,0,0,0,-0.7191,0.5048,0,0.9444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3167,0,0,0.5279,-0.6526,0.2403,0,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2468,0,0,0,0,0
"O_IntCur",0,0.4731,0,0,0,0,0,0.2815,0,-0.2862,0,0,0,0,0,0,0,0,-0.5344,0,0,0,0,0,0,0,0,0,0,0.0777,0.6582,0,0,0
"O_AesSens",-0.3923,0,-0.3925,0,0.1829,0,0,0,0.4898,0,0,0.3307,0,0,0.3295,0,0,0,0,0,0,0.7086,0,0,-0.578,0.2945,-0.6518,0,0,0,0.1668,0,0,0
"O_CrtvImag",0,0,0,0,-0.2822,0.7418,-0.4774,0.2421,0,0,0.4523,0.1932,0,0,0,0,0,0,0.4229,-0.7392,-0.2067,0.2797,0,0,-0.138,0,-0.0095,0.0923,0,-0.9799,4e-04,-0.1027,-1.5224,0
"angry",0,0,0,0,0,-0.046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3516,0,0,0,0,0,0,0,0,0.2907,0,0,-0.6129,0.038
"AnxSWk",0.4748,0,0,0,0,0,0,0,0,0,0,0,0,-0.4817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3802,0,0,0.2258,0
