"","E_Scblty","E_Assert","E_EnerLev","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","N_Anxty","N_Depr","N_EmoVol","O_IntCur","O_AesSens","O_CrtvImag","AnxSWk","angry","E_Scbltylag","E_Assertlag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_IntCurlag","O_AesSenslag","O_CrtvImaglag","AnxSWklag","angrylag"
"E_Scblty",0,0,0,0.0437,0.2957,0,-0.9463,0,0,0,0.6213,0,0,0,0,0,0,0.3682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_Assert",0,0,0,0,0.5029,0,0,-1.3073,0,0,0.2603,0,1.2075,0,0,0,0.5102,0,-0.7204,0,0.4203,0,0,0,0.6538,0,0,0,0,0,0,0,0,0
"E_EnerLev",0,0,0,0,0,0,0,0,0,0,0,-0.1665,0,0.4019,0,0,0,0,-0.1343,-0.0473,0,0,0,0,0,0,0,0.2759,-0.4006,0,0,-0.1356,-0.1298,0
"A_Cmpn",0,0,0,0,0,0,0,0,0.1993,0,0,0,0,0,0.1843,0,0,0,0,0,-0.1956,0,0,0,-0.2787,0,0,0,0,0,0,0,0,0
"A_Rspct",0,0,0,0,0,0,0,0,0.4496,0.3338,0,0,0,-0.3396,0,0.2433,-0.2314,0.2008,0,0,0,-0.4853,0,0,-0.1571,0.4234,0.238,0,0.4239,-0.1889,0,0,0,-0.7287
"A_Trust",0,0,0,0,0,0,0,0,0.2798,0,0,0,0,0,0,0,-0.9638,0,0.2401,0,0,0,-0.6357,-0.2195,0,0,0,0,0,0,0,0,0,0
"C_Org",0.7941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4377,0,0.3861,-0.4417,-0.5112,0,0,0,0.5207,0,-0.2953,-0.2234,-0.8666,0,-0.3219,-0.2205,-0.373,0.3596,0
"C_Prdctv",0,0.1042,-0.1764,0,0.3405,-0.2959,0,0,-0.0011,0.2576,-0.6508,-0.523,0,-0.1052,0.4509,0.4611,0.4193,0,-0.564,0.2289,0,0,-0.1628,0,0.2202,-0.1818,-0.079,0.2689,0,0,0.556,0,-0.7766,0
"C_Rspnbl",0,0,0,0,-0.6745,0,0,0,0,0,0,-0.1456,0,0,0,0,-0.232,0,0,0,0,0,0.1552,0,0,0.022,0,0,0,0,0,0,0,-0.8519
"N_Anxty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3293,0,0,0,-0.1282,-0.1796,0,0.2811,-0.2778,0,0,0,-0.1156,0,0,0.3862,0,0,0,0
"N_Depr",0,-0.6744,-0.3933,0.1338,0,0,0,0,0,0,0,1.0548,-0.4904,0,0,0,-0.4408,0.1986,-0.1521,0,-0.3944,0,-0.8263,-0.5452,0,0,-0.4359,0.1931,-0.6892,0,0,-0.5297,0.489,-0.1786
"N_EmoVol",0,-0.5995,0,0.1396,0,0,0,0.049,-0.4938,-0.289,0,0,0,0,0,0.248,0,-0.3741,0,0,0.3951,-0.1827,0,0,0.5407,-0.4338,0,0,-0.3195,0.456,0,0,-0.3154,0
"O_IntCur",0.6481,0,0,0,0,-0.9404,0,0.3024,0,0,0,0,0,0,0,0.5722,0.4287,0.2089,0,0,0,0,0,0.3534,-0.378,0,0,0,0,-0.0563,0.6158,0,0,0
"O_AesSens",0.2623,0,-0.2572,0,0,0.2161,0,0,0,-0.1995,0,0,0.2666,0,0,0,0,0.1705,-0.3518,0,0,0,0,0,-0.277,0,0.3607,-0.3342,0,0.4265,-0.3263,0,-0.2805,-0.3276
"O_CrtvImag",0,0.2363,0,0,0,0,0,0,-0.2372,0,0,-0.313,0,-0.1559,0,0,0,0,0,0,0,0.4257,0,0,0,0,0,0,0,0,0,0.4498,0,0
"angry",0,-0.4835,0,0,-0.2835,0.2853,0.5158,0,0,-0.1506,0.8222,0,-0.7983,0,0,0,0,0,0.2514,-0.2365,-0.1661,0,0,0,0,-0.591,0,0.326,-0.2054,0.4205,0,0.3678,0.3591,-0.1867
"AnxSWk",-0.1783,-0.2105,0,0.3174,0,0,0,0,0,0.2953,0,0,0,0,0,0,0.3584,0,0,-0.2164,0,0,0,0.2253,0,0,0,0,0,0,-0.2257,0,0.203,0
