"","E_Scblty","E_Assert","E_EnerLev","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","N_Anxty","N_Depr","N_EmoVol","O_IntCur","O_AesSens","O_CrtvImag","AnxSWk","angry","E_Scbltylag","E_Assertlag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_IntCurlag","O_AesSenslag","O_CrtvImaglag","AnxSWklag","angrylag"
"E_Scblty",0,0,0,0,0,0,0.5479,0,-0.3605,0.456,-0.1243,0,0,0,-0.1006,0,0.5206,0.3228,0.4792,0,-0.1682,0,0,0,-0.3284,0,0,-0.3679,0,0,0,-0.352,0,0
"E_Assert",0,0,0,0,0.7484,-0.4435,0,0,0,0,0,0,0,0,0,0,0,0,-0.2114,-0.2239,0.3426,0,0,-0.0348,0,0,0,0,0,0,0.4259,0,0,0.4246
"E_EnerLev",0,0,0,0,0,-0.171,0,0,0,-0.2827,0,0.4459,0,0,0,0,0,0,0,-0.0192,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Cmpn",0.4175,0,0,0,0,0,0,0,0,-0.0725,0,0,0,0,0,0,0,0,0,0,-0.0491,0.2705,0,0,0,0,0,0,0.2437,0.233,0,0,0,0
"A_Rspct",-0.1545,-0.9195,-0.1958,0.4013,0,0,0,-0.3035,0.4901,0.1792,-0.0942,-0.2249,0,0.1943,0.2847,0.9193,-0.635,0,0,0.4282,0,0.0742,0,0,0,0,0,-0.2319,-1.0041,0.3703,-0.273,-0.1639,0.9588,0.8934
"A_Trust",0.5387,0.0948,0,0,0,0,0.2339,-0.0339,0.2413,0.2677,0.5083,-0.0098,0.4373,0,0.2497,-0.2346,-0.239,0,0,0,0,0.3347,-0.2871,-0.555,0,-0.3577,0,0.6099,0.4185,0,-0.3569,0,-0.6145,-0.4978
"C_Org",0,0,0,-0.2324,0,0,0,0.2675,0,0,0.2273,0,0,0,-0.2507,0,0,0,-0.2355,0,0,0,0,0.1437,0,0,0,0,0,0,0,0,0,0.1243
"C_Prdctv",-0.3651,-0.1634,0,0,-0.1573,0,0,0,0.2626,-0.3086,0,-0.166,0.2485,0.1159,0,0,0,0,0,0,-0.2941,0,0,0,0.1507,0,0,0,0,-0.1725,0.5538,0.1073,0.3883,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0,0,0,-0.1937,0,0,0,0,0,0,0,0,0.168,-0.1556,0,0,0,-0.1377,0,0,0,0.2147,0,0,0,0
"N_Anxty",0,0,0,-0.3474,-0.2824,0,0,-0.05,0.1233,0,0.4427,-0.4625,0,0,-0.227,0,0,0.2726,0,0,-0.4751,-0.386,0,-0.2056,0.3479,0.1952,-0.5806,0.2328,0,0,0.3418,-0.1005,0,0
"N_Depr",0,0,0,-0.2266,-0.1965,0,0,0,-0.3045,-0.2402,0,-0.4028,0,-0.0998,0,0,1.0659,0,0,0,-0.1423,0,-0.3037,0.1816,0,-0.1516,0,-0.1298,0,0.487,0,0,0,0.3142
"N_EmoVol",0,0,-0.2611,0,0,0,0,0,0,0,0,0,0,0,0,-0.9478,0,0,-0.3401,0.3729,-0.3866,0,0,-0.3601,-0.4246,0,-0.5657,0.5836,-0.2294,0,0,0,-0.1581,0
"O_IntCur",0,0.1983,0,0,0.2252,0,-0.2058,0,0,0,0,0,0,0,0.3005,0,0,-0.1902,0,0,-0.2034,0.5542,0,0,0,0,0,0,0,-0.2177,0,0,0,0
"O_AesSens",0,0,0,0,0,0,0.3724,0,-0.2809,0.4876,0,0,0.2157,0,0,0,-0.2348,0.429,0,0,0,0,0,0,0,0,0,0,0,0.334,-0.2872,0,0,0
"O_CrtvImag",0,0,0,0,0,-0.3401,0,0,0,0,0,0,0,0,0,0,-0.2069,0,0,0,0.1962,-0.3376,0,-0.016,0,0,0,-0.2558,0.3001,0,0,0.0251,0,0
"angry",-0.5631,-0.4366,0.062,0.103,0,0.1386,-0.214,-0.063,-0.0838,0,-0.3653,0.188,-0.1965,-0.0566,0.4569,0.4287,0,-0.2812,0.3585,0.3213,0.075,0.4275,1.1285,-0.3388,0.5188,-0.7652,0,-0.6082,-0.9157,-0.3142,-0.2501,-0.1086,0.2912,1.5869
"AnxSWk",0,0,0.4102,0,0,0,0,0,-0.2977,0,0,0.4405,0,0,0.2667,0,0,-0.3168,0,0,0,0.0864,0,0,-0.6241,-0.2587,-0.2577,0,0,0,0,0.3997,-0.7729,0
