"","E_Scblty","E_Assert","E_EnerLev","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","N_Anxty","N_Depr","N_EmoVol","O_IntCur","O_AesSens","O_CrtvImag","AnxSWk","angry","E_Scbltylag","E_Assertlag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_IntCurlag","O_AesSenslag","O_CrtvImaglag","AnxSWklag","angrylag"
"E_Scblty",0,0.1606,0.1174,0,0.2043,0.1641,0.0935,0.1716,0,0,0,0.1985,0,0,0,0.8045,0,0.1038,0.0998,0.0778,0,0,0.1749,0.0785,0,0.1647,0.157,0,0.2068,0.1849,0,0.1465,0.5048,0
"E_Assert",0.1695,0,0.1393,0,0,0,0,0,0,0,0.1945,0,0.351,0.1324,0.219,0.816,0.1942,0.1375,0.1142,0,0.1822,0,0.2124,0.0697,0,0.2306,0,0.1578,0.2264,0,0,0,0.4849,0
"E_EnerLev",0.3616,0,0,0,0,0.3283,0.1405,0.3323,0,0,0,0,0.4597,0.1806,0,0,0,0,0,0.1682,0.2212,0.5037,0,0,0,0.3105,0,0.2322,0,0,0,0,0,0
"A_Cmpn",0,0,0,0,0,0,0,0,0,0.1352,0.2218,0,0.2687,0,0,0.6566,0.2443,0,0,0.0864,0.1664,0,0.191,0,0,0,0,0.1517,0,0,0,0.1963,0.4018,0
"A_Rspct",0,0,0.1084,0,0,0.238,0,0,0.161,0.0934,0,0,0.1607,0.0881,0,0,0.1016,0.0876,0.0778,0,0.1017,0.2141,0,0.0497,0,0,0,0.1115,0.1546,0.1474,0,0,0,0
"A_Trust",0,0,0,0.0975,0.2683,0,0.0516,0,0.127,0,0,0,0,0,0,0,0,0,0.0834,0.0838,0,0.2121,0.1402,0,0.122,0,0,0.1065,0,0,0.0926,0,0,0
"C_Org",0,0,0.574,0.2912,0,0.5054,0,0,0,0,0,0.6185,0.6205,0.2665,0,0,0,0,0,0,0.4136,0,0.4758,0.185,0,0,0,0,0,0.5501,0,0,0.6043,0
"C_Prdctv",0,0,0.0981,0,0,0,0.0725,0,0.1694,0.1468,0.1043,0.2257,0,0,0.2289,0,0.127,0,0,0,0,0,0,0,0.1433,0,0.1107,0,0,0,0,0,0.2544,0.1259
"C_Rspnbl",0.0778,0,0,0.0848,0,0,0,0,0,0,0,0,0.1253,0,0,0.3788,0,0,0,0.0554,0.0797,0,0.1261,0,0,0.1134,0.0854,0.0882,0,0,0,0,0,0.1013
"N_Anxty",0,0,0,0.1878,0.2395,0,0,0.2253,0.1868,0,0.1484,0.3887,0.2584,0.1407,0.2291,0.7145,0,0,0.1371,0,0,0.4106,0,0,0.19,0,0.1894,0,0,0,0.1451,0,0,0.2221
"N_Depr",0,0,0,0.1466,0.1702,0,0,0,0,0.107,0,0,0.1743,0.1296,0.1449,0,0,0.0976,0,0.0766,0.1024,0,0,0.0425,0,0,0,0.12,0.1844,0.1683,0,0,0,0
"N_EmoVol",0,0.1515,0,0,0,0,0,0,0,0.3832,0,0,0.3137,0,0,0,0,0,0.1293,0.1237,0,0.2573,0,0,0.1807,0.1973,0,0,0.2703,0.1951,0.1299,0,0,0
"O_IntCur",0.0624,0.0855,0.0559,0.0724,0.0766,0.0532,0.0397,0,0.0834,0.052,0.065,0.1145,0,0.0473,0.1024,0,0.0717,0.0614,0.0608,0.0326,0.0539,0,0.0648,0.0322,0.0544,0.0523,0.0618,0.0983,0.0896,0.1379,0.0642,0.1945,0.174,0.0986
"O_AesSens",0,0,0,0.1384,0,0,0,0,0,0,0.1511,0.2191,0,0,0,0.502,0,0.0964,0,0,0,0.2035,0.1457,0,0.1273,0.1398,0.1075,0,0,0,0.0959,0.1544,0,0.1229
"O_CrtvImag",0,0.0804,0,0.0875,0.1162,0,0,0.1653,0,0.081,0,0,0,0,0,0,0,0,0,0.0522,0.0702,0,0,0,0,0,0.0851,0,0,0,0,0.1082,0,0
"angry",0,0.1735,0,0.1903,0.1997,0,0,0.1995,0,0,0.1867,0,0,0,0.1791,0,0,0.1064,0,0,0.1436,0,0.1814,0,0.1359,0.188,0.1481,0,0,0.1899,0.1318,0,0,0.1127
"AnxSWk",0.0184,0.0155,0.0144,0,0,0.0209,0,0.0254,0.0161,0.0127,0.0173,0,0,0.0119,0,0,0.0144,0.0138,0.0099,0.0086,0.0157,0,0.0192,0.0083,0,0.0198,0.0213,0.0222,0,0.0298,0,0,0.0511,0
