"","E_Scblty","E_Assert","E_EnerLev","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","N_Anxty","N_Depr","N_EmoVol","O_IntCur","O_AesSens","O_CrtvImag","AnxSWk","angry","E_Scbltylag","E_Assertlag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_IntCurlag","O_AesSenslag","O_CrtvImaglag","AnxSWklag","angrylag"
"E_Scblty",0,0,0,0.1529,0,0,0,0,0,0,0,0,0,0,0.0935,0,0,0.1114,0,0,0,0.196,0,0.1167,0,0,0,0,0.0802,0,0,0,0,0.0953
"E_Assert",0.0996,0,0,0.1158,0,0,0.1239,0,0,0,0,0,0,0,0,0,0,0,0.1141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0913
"E_EnerLev",0,0,0,0.1029,0,0,0,0,0,0,0,0,0,0,0,0.232,0,0,0,0.1306,0,0.1768,0,0,0,0,0,0,0,0,0.1185,0,0,0
"A_Cmpn",0.1506,0,0,0,0,0,0,0,0,0,0,0,0,0.1316,0.0908,0.2522,0,0.1351,0,0,0.0988,0.2207,0,0,0,0.1129,0,0,0,0.1131,0,0.1134,0,0
"A_Rspct",0,0,0,0.0494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0511,0.0921,0,0,0,0,0.1122,0,0,0,0.0604,0,0,0
"A_Trust",0,0.074,0,0,0,0,0,0,0,0,0.0635,0,0,0,0.0641,0.1491,0.0639,0.0743,0,0.0792,0,0,0.104,0,0,0,0.1454,0,0,0.0786,0,0,0,0
"C_Org",0,0,0,0,0.2765,0,0,0.1182,0.1897,0,0.1833,0.1245,0.2085,0,0.1502,0,0,0.1513,0,0,0,0.2441,0,0.1402,0,0,0,0,0,0,0,0,0,0
"C_Prdctv",0.2183,0,0,0,0,0,0.3205,0,0,0,0.2963,0,0,0,0,0,0.213,0,0,0,0,0,0,0,0.1379,0,0,0,0,0,0,0,0.5819,0
"C_Rspnbl",0,0,0,0,0,0,0.1171,0.0694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1174,0,0,0.0862,0,0,0,0,0
"N_Anxty",0,0,0,0,0,0.0449,0,0,0,0,0,0.0217,0,0,0,0.0655,0.0245,0,0.0326,0,0,0.0438,0,0.0309,0.0187,0,0.0641,0,0.0245,0,0,0,0,0
"N_Depr",0,0,0,0,0.226,0.2062,0,0.0856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0702,0,0,0.122,0.096,0.0992,0,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1313,0,0,0,0,0
"O_IntCur",0,0.1611,0,0,0,0,0,0.0899,0,0.3169,0,0,0,0,0,0,0,0,0.1573,0,0,0,0,0,0,0,0,0,0,0.1054,0.1489,0,0,0
"O_AesSens",0.0722,0,0.0686,0,0.1215,0,0,0,0.071,0,0,0.0424,0,0,0.0478,0,0,0,0,0,0,0.1215,0,0,0.0398,0.0736,0.1554,0,0,0,0.0738,0,0,0
"O_CrtvImag",0,0,0,0,0.0307,0.0204,0.0207,0.011,0,0,0.0133,0.0073,0,0,0,0,0,0,0.0152,0.0108,0.0113,0.013,0,0,0.0062,0,0.019,0.0188,0,0.0162,0.021,0.0113,0.0264,0
"angry",0,0,0,0,0,0.3046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2221,0,0,0,0,0,0,0,0,0.1725,0,0,0.3731,0.122
"AnxSWk",0.0943,0,0,0,0,0,0,0,0,0,0,0,0,0.1099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0709,0,0,0.1165,0
