"","E_Scblty","E_Assert","E_EnerLev","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","N_Anxty","N_Depr","N_EmoVol","O_IntCur","O_AesSens","O_CrtvImag","AnxSWk","angry","E_Scbltylag","E_Assertlag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_IntCurlag","O_AesSenslag","O_CrtvImaglag","AnxSWklag","angrylag"
"E_Scblty",0,0,0,0,0,0,0,0,0,0,0.6065,0,0,0,0,0.3869,0,0.1333,0,0,0,0,0,0,0,0,0,0,0,0,0.2948,0,0.3852,0
"E_Assert",0.0778,0,0,0.1201,0,0,0.1406,0,0,0,0,0.1656,0,0,0.1002,0.2057,0.4135,0,0.1468,0,0.1286,0,0,0,0,0,0,0,0,0,0,0.0958,0,0
"E_EnerLev",0.0526,0,0,0.1009,0.1175,0,0,0,0,0,0,0.1634,0,0,0,0,0,0,0.1405,0.1119,0,0,0.0984,0,0,0,0,0,0,0.0928,0,0,0,0
"A_Cmpn",0,0,0,0,0,0,0.1024,0,0.0886,0,0.1429,0,0,0,0,0,0,0,0,0,0.11,0.0946,0,0,0,0,0,0,0,0,0,0,0,0
"A_Rspct",0,0,0.192,0,0,0.2382,0.2421,0.1814,0.2562,0.1351,0,0,0.1944,0,0,0,0,0,0,0,0,0.2014,0,0,0,0,0,0,0.2391,0.1536,0,0,0,0.4211
"A_Trust",0,0,0,0,1.1441,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5244,0,0,0,0.2637,0,0,0.301,0.4004,0,0.5369,0,0.4159,0,0.4873,0
"C_Org",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1152,0,0,0,0,0,0,0,0,0,0
"C_Prdctv",0,0,0,0,0,0.2345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1306,0,0.1129,0,0,0,0,0.0878,0,0
"C_Rspnbl",0,0,0,0,0,0.1297,0,0.1027,0,0,0,0,0,0,0,0,0,0.0574,0,0.1139,0,0,0,0,0,0.1071,0,0,0.1434,0,0.1258,0,0,0.2179
"N_Anxty",0.0634,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0765,0,0,0,0,0,0,0,0.107,0,0,0,0.0864,0,0,0.0964,0,0,0,0
"N_Depr",0.0515,0,0,0,0,0,0.0844,0,0.0677,0,0,0,0,0.0834,0,0,0.1107,0,0,0.074,0,0,0,0,0,0,0,0.1732,0,0,0,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,0,0.3243,0,0,0,0.3733,0,0,0.278,0,0,0,0.2649,0.2333,0.2079,0,0,0,0,0,0,0.2694,0,0,0,0,0
"O_IntCur",0.0648,0.1054,0.2071,0,0.1956,0,0,0.0892,0.1227,0.1028,0.1858,0.309,0,0.2075,0.1187,0.1932,0.2146,0.0557,0.1537,0,0.0832,0.1498,0,0.1728,0.1476,0,0.1079,0,0,0.0941,0,0.0948,0.2563,0.1731
"O_AesSens",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0659,0,0,0,0.1206,0,0,0
"O_CrtvImag",0.097,0.215,0,0,0,0,0,0,0,0,0,0.2813,0,0,0,0.2803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111,0,0
"angry",0,0.1707,0,0,0.0718,0.0657,0,0,0,0,0,0,0.0589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1431
"AnxSWk",0,0,0.0585,0,0.0641,0,0,0.0435,0,0.0442,0,0.0874,0,0,0,0,0.1145,0.0272,0,0,0,0,0.0566,0,0.0609,0.0518,0,0,0,0,0.0588,0.0353,0.0934,0.0995
