"","E_Scblty","E_Assert","E_EnerLev","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","N_Anxty","N_Depr","N_EmoVol","O_IntCur","O_AesSens","O_CrtvImag","AnxSWk","angry","E_Scbltylag","E_Assertlag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_IntCurlag","O_AesSenslag","O_CrtvImaglag","AnxSWklag","angrylag"
"E_Scblty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2537,0,0,0.0986,0.0334,0,0,0,0,0,0.0483,0,0,0.0531,0,0,0,0,0,0
"E_Assert",0,0,0,0,0,0,0,0,0,0,0.1441,0,0,0,0,0,0,0,0.1189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_EnerLev",0,0,0,0,0,0,0,0,0,0.1132,0,0,0,0,0,0,0,0,0,0.1067,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Cmpn",0,0,0,0,0,0,0,0,0,0,0,0.1067,0,0,0,0,0,0,0,0,0.1347,0,0.1553,0,0,0,0,0,0.1279,0,0,0,0,0
"A_Rspct",0.279,0,0,0.1296,0,0,0,0,0,0,0.1704,0,0,0.1153,0,0,0.1318,0,0,0,0,0.132,0,0,0,0,0,0,0,0.2295,0,0,0,0
"A_Trust",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1371,0,0,0,0,0,0,0,0,0,0,0
"C_Org",0,0,0.0934,0,0,0,0,0,0,0,0.0734,0,0,0,0,0,0,0.1355,0,0,0,0,0,0.1373,0,0,0,0,0.1199,0,0,0,0,0
"C_Prdctv",0,0,0,0,0,0,0,0,0,0,0,0,0.1007,0,0,0,0,0,0,0,0,0,0.1542,0,0.0991,0,0,0,0,0,0,0,0,0
"C_Rspnbl",0,0,0,0,0,0,0,0.0801,0,0,0.0919,0.102,0,0,0,0.1328,0,0,0,0,0.1154,0,0.1243,0,0,0.1713,0,0,0,0,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1509,0,0,0,0,0,0,0,0,0,0,0.1186,0.0742,0,0,0,0,0,0
"N_Depr",0,0,0,0,0,0,0,0,0,0,0,0,0.0784,0,0.4161,0,0,0,0,0,0.1161,0,0,0,0.0791,0,0,0.0756,0,0,0,0,0,0
"N_EmoVol",0,0,0,0,0,0.0807,0.0732,0,0.0892,0,0.0715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0724,0.1054,0,0,0,0,0
"O_IntCur",0,0,0,0,0,0.0918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1318,0.1253,0,0,0,0
"O_AesSens",0,0.0227,0,0,0,0.0376,0,0,0,0.0268,0.0318,0.0366,0.0326,0,0.1132,0,0,0,0,0,0.0304,0,0,0,0,0,0.0358,0,0,0,0.0507,0,0,0
"O_CrtvImag",0,0,0,0,0.0329,0,0.0204,0,0.0354,0,0,0,0,0.0385,0,0.0364,0,0,0,0.027,0,0,0,0.0497,0.0361,0,0,0,0,0,0,0.19,0,0
"angry",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0998,0,0,0,0,0,0,0,0,0.1535
"AnxSWk",0,0.0441,0,0,0,0,0,0,0,0,0.0547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1309,0
