"","E_Scblty","E_Assert","E_EnerLev","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","N_Anxty","N_Depr","N_EmoVol","O_IntCur","O_AesSens","O_CrtvImag","AnxSWk","angry","E_Scbltylag","E_Assertlag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_IntCurlag","O_AesSenslag","O_CrtvImaglag","AnxSWklag","angrylag"
"E_Scblty",0,0,0,0,0,0,0,0,0.115,0,0,0,0,0,0,0,0,0.0989,0,0,0,0,0,0,0,0,0.1708,0,0,0,0,0.077,0,0
"E_Assert",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0568,0,0,0,0.0973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_EnerLev",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1102,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Cmpn",0,0,0,0,0.1266,0,0.0701,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0953,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Rspct",0,0,0,0,0,0,0,0,0,0,0.0644,0,0,0,0,0,0,0,0,0,0,0.091,0,0,0,0,0,0,0,0,0,0,0,0
"A_Trust",0,0,0,0,0,0,0,0,0,0,0,0.3582,0,0,0,0,0,0,0,0,0,0,0.1188,0,0,0,0,0,0,0,0,0,0,0
"C_Org",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0927,0,0,0,0,0,0,0,0,0,0
"C_Prdctv",0,0,0,0,0,0,0,0,0,0,0,0,0.1963,0,0,0,0,0,0,0,0,0,0,0,0.1132,0,0,0,0,0,0,0,0,0
"C_Rspnbl",0,0,0,0.0896,0.123,0,0.0712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0925,0,0,0,0,0,0,0,0
"N_Anxty",0,0,0.0866,0,0,0.0939,0,0,0,0,0.3566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1316,0,0,0,0,0,0,0
"N_Depr",0,0,0,0,0,0,0,0,0,0.2484,0,0,0,0,0,0,0,0,0,0,0.0807,0,0.0702,0,0,0,0,0.0915,0,0,0,0,0,0
"N_EmoVol",0,0,0.1569,0,0,0.4172,0,0,0.151,0,0,0,0,0,0,0,0.1021,0,0,0,0,0,0,0,0,0,0,0,0.156,0,0,0,0,0
"O_IntCur",0,0,0,0,0,0,0,0.4592,0,0,0,0,0,0.1753,0,0,0,0,0,0,0,0,0,0,0,0.302,0,0,0,0.1265,0,0.1724,0,0
"O_AesSens",0,0,0,0,0,0,0.1236,0,0,0,0.1648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0963,0,0,0
"O_CrtvImag",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1161,0,0,0,0,0,0,0,0,0,0,0,0.0769,0,0.0882,0,0
"angry",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1236
"AnxSWk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1326,0
