"","E_Scblty","E_Assert","E_EnerLev","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","N_Anxty","N_Depr","N_EmoVol","O_IntCur","O_AesSens","O_CrtvImag","AnxSWk","angry","E_Scbltylag","E_Assertlag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_IntCurlag","O_AesSenslag","O_CrtvImaglag","AnxSWklag","angrylag"
"E_Scblty",0,0.2608,-0.5432,0,-0.7729,0,0.0803,-0.1211,0.6778,0,0.1836,-0.3438,0.0174,0,0,0.3752,-0.2809,-0.0178,0.2492,0,0,-0.336,0,0,0,0,-0.6136,0.8275,0,-0.3997,0,0.2656,-0.1514,0.7558
"E_Assert",0.1816,0,0,-0.2878,0.8809,0,0,0,0,0,0,-0.357,0,0,0,0,0,-0.3103,-0.3539,-0.2145,0.5075,0,0.251,-0.1896,0,0,0,0,0,0,0,0,0,0
"E_EnerLev",0.6622,0,0,0,0,0.2962,0,0.2524,0,0,0,0,0,0,0.4069,0,0,0,0,0.0997,0,0,0,0,0,0,0,0,0,0,0,-0.5295,0,0
"A_Cmpn",0,0,0,0,0.1076,0,0,-0.6737,0,0.1665,0,0,0,0,0,0,0,0,0,0,-0.0346,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Rspct",0,-0.3076,0,0,0,0,0.0734,0,0,0,0,0,-0.6251,0,0.2877,0,0,0,0,0,0,0.3244,0,0,0,0,0,0,0,0,0,0,0,0.4506
"A_Trust",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1049,0,0,0,0,0,0,0,0,0,0,0
"C_Org",0,0.1733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.283,0,0,0.4055,0,0,-0.0564,0,-0.2145,-0.3016,-0.253,0,0,0,0,0,0.3191
"C_Prdctv",0,0,0,-0.1871,0,-0.1824,0,0,0,0,-0.6303,0,-0.3354,0,0.3817,0.0891,0,0,0,0,-0.1009,0,0,0,0.2377,0,0,0,-0.4142,0,0,0,0,0
"C_Rspnbl",0,0,-0.0765,0.487,0.4619,0.3058,0,0,0,0,0,0.3434,0,0,0,-0.6557,0,0,0,0,0,0.637,0.2072,0,0.1896,-0.4102,0,-0.7248,0,0,0,0,0,0
"N_Anxty",-0.2872,0,0,0,0,0,0,0.3888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2331,0,0,0,0,0,0,0
"N_Depr",0,0,0,0,0,0,0,0,0,0,0,0.2658,-0.1311,-0.3832,0.1469,0,0.623,0,0,0,0,0,0,0,0,0.2472,0,-0.2506,0,0,-0.384,0,0,0
"N_EmoVol",0,0,0,0,-0.4022,0.2411,0,0.5666,0,0,0,0,0.1992,-0.1511,0,0,0,0,0,-0.1842,0,0,0,-0.3545,0,0,-0.1776,0.3478,-0.0652,0,0,0,0,0.4567
"O_IntCur",0,0.6271,0,0,-0.2443,0,0,0,0,0,0,0,0,0,0,0,0.8828,-0.3988,0,0,0,0,0.3777,0,0,0,-0.2601,0,-0.4376,0.5254,0,0,0,0
"O_AesSens",0,0,0,0,0,-0.232,0.46,-0.1974,0,0,-0.1542,0,-0.5515,0,0,0,0,-0.4771,0,0,0,0,0.5438,0,-0.4342,-0.0755,0,-0.207,0,0,-0.0352,0,0,0
"O_CrtvImag",0,0,0,0,0,0,0,0,0,0,0,0,0,0.4297,0,0,0,0,0,-0.3572,0,-0.3726,0,0.382,0,0,0,0,0,0,0,0.3133,0,0
"angry",0,0,0,-1.0489,0,-0.0537,-0.3319,0,0.4649,1.1258,-0.2067,-0.1562,-0.6513,0.2849,-0.2985,-0.503,0,0.043,-0.7777,-0.7725,0.6503,0.4345,0,0,0,0,-0.4092,0,0,0.0265,0,0,0,1.0092
"AnxSWk",0,0,0,0,0,0,0,0,0.7832,0,0,0,0,0,-0.347,0,0,0,0,0,0,0,0,0,0,0,0.2732,0,0,0,0,0,-0.0256,0
