"","E_Scblty","E_Assert","E_EnerLev","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","N_Anxty","N_Depr","N_EmoVol","O_IntCur","O_AesSens","O_CrtvImag","AnxSWk","angry","E_Scbltylag","E_Assertlag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_IntCurlag","O_AesSenslag","O_CrtvImaglag","AnxSWklag","angrylag"
"E_Scblty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4526,0,0,-0.0161,-0.3225,0,0,0,0,0,-0.6244,0,0,-0.7859,0,0,0,0,0,0
"E_Assert",0,0,0,0,0,0,0,0,0,0,0.3439,0,0,0,0,0,0,0,0.2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_EnerLev",0,0,0,0,0,0,0,0,0,-0.3772,0,0,0,0,0,0,0,0,0,0.2882,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Cmpn",0,0,0,0,0,0,0,0,0,0,0,0.2605,0,0,0,0,0,0,0,0,-0.1553,0,0.7985,0,0,0,0,0,0.4401,0,0,0,0,0
"A_Rspct",0.6561,0,0,0.4649,0,0,0,0,0,0,-1.0453,0,0,-0.2659,0,0,-0.3193,0,0,0,0,0.1172,0,0,0,0,0,0,0,-0.891,0,0,0,0
"A_Trust",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0051,0,0,0,0,0,0,0,0,0,0,0
"C_Org",0,0,-0.5436,0,0,0,0,0,0,0,-0.0479,0,0,0,0,0,0,0.2906,0,0,0,0,0,0.2154,0,0,0,0,-0.5585,0,0,0,0,0
"C_Prdctv",0,0,0,0,0,0,0,0,0,0,0,0,0.6886,0,0,0,0,0,0,0,0,0,-0.4981,0,0.2253,0,0,0,0,0,0,0,0,0
"C_Rspnbl",0,0,0,0,0,0,0,-0.7207,0,0,-0.306,-0.728,0,0,0,0.2794,0,0,0,0,-0.8065,0,-0.4627,0,0,-0.1318,0,0,0,0,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4414,0,0,0,0,0,0,0,0,0,0,0.0434,0.2905,0,0,0,0,0,0
"N_Depr",0,0,0,0,0,0,0,0,0,0,0,0,-0.6282,0,-0.4453,0,0,0,0,0,-0.3238,0,0,0,-0.6582,0,0,-0.2842,0,0,0,0,0,0
"N_EmoVol",0,0,0,0,0,-0.5416,0.5804,0,0.2538,0,0.2832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4225,0.3352,0,0,0,0,0
"O_IntCur",0,0,0,0,0,0.4299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6552,-0.009,0,0,0,0
"O_AesSens",0,-0.3113,0,0,0,-0.417,0,0,0,-0.0947,-0.3647,0.1234,-0.2795,0,0.207,0,0,0,0,0,0.6034,0,0,0,0,0,-0.5261,0,0,0,-0.0918,0,0,0
"O_CrtvImag",0,0,0,0,-1.3,0,0.9481,0,-0.105,0,0,0,0,-0.9489,0,-0.0841,0,0,0,-0.5393,0,0,0,-0.6769,0.8395,0,0,0,0,0,0,-0.2471,0,0
"angry",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4263,0,0,0,0,0,0,0,0,-0.2619
"AnxSWk",0,-0.7294,0,0,0,0,0,0,0,0,0.3715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1105,0
