"","E_Scblty","E_Assert","E_EnerLev","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","N_Anxty","N_Depr","N_EmoVol","O_IntCur","O_AesSens","O_CrtvImag","AnxSWk","angry","E_Scbltylag","E_Assertlag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_IntCurlag","O_AesSenslag","O_CrtvImaglag","AnxSWklag","angrylag"
"E_Scblty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0643,0.0985,-0.2721,0,-0.2142,0,0,0,-0.5041,0,0.1514,0,0,0,0.4217,0.3213,0,0
"E_Assert",0,0,0,0,0,0,-0.2175,0,0,-0.7526,0.3101,0,0,0.2626,0.4066,0,0,0,0.0817,0,0,-0.3146,0,0,0,0,0,0,0,0,0,0,0,0
"E_EnerLev",0,-0.3576,0,0,0,0,0,0,0,0,0,0,0.3287,0,0,0,0,0,0,0.0995,-0.3445,0,0,0,0,0,0.19,-0.4648,0,0,0,0,0,0
"A_Cmpn",0.2281,0,0,0,0,0,0,0.1668,0,0,0,0,0,0,0.2871,0,0,0,-0.1823,0,0.2474,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Rspct",0,0,0,0,0,0,0,0,0,0.1137,0,0,0,0,0,0,-0.8417,0,0,0,0.1613,0.353,0.4405,0,0,0,-0.2821,-0.0626,0,0.2278,0,0,0,0.7906
"A_Trust",0.2426,-0.4129,0,0,0,0,0,0,0,0,0,-0.1773,0,0,0.3116,0,-0.0668,-0.1913,0,0,0,0,0.0785,0,0,0,0,-0.16,0,0,0,0,0,0
"C_Org",0,0,0,0,0,-0.309,0,0.1856,0,0,0,0,0.3123,0,0,0,0,0,0,0,0,0,0,-0.1502,0.217,0,-0.1622,0,0,0,0.1872,0,0,0
"C_Prdctv",0.2933,0,0,0,0,0,0,0,0,-0.3983,0,0,0.3448,0,0,0,0.894,0.6752,0,0,-0.3169,0,0,0.5112,-0.2963,0,0,0,0,-0.3517,-0.2757,0,0,0
"C_Rspnbl",0,-0.6025,0,0.3068,0,0,0,0,0,0,0,0,-0.8123,0,0,0,0,-0.2212,0,-0.2027,0,0,0,-0.2591,-0.2039,-0.1874,0,0.324,-0.6285,0,-0.2062,0,0,0
"N_Anxty",0,0,0,-8.3744,0,-9.1146,0,0,-23.2408,0,8.9197,0,-7.6851,0,0,0,-31.9392,-12.9972,0,5.6963,0,0,-5.6924,-13.0211,0,0,-9.3674,0,0,14.7731,0,0,0,0
"N_Depr",-0.2816,0,0,0,0,0,0,0,0,0,0,-0.7508,0,0,0,0,0,0,0,0,0,0.5346,0,0,0,0,-0.2493,0.0895,0,0.6291,0,0.4992,0,0.4246
"N_EmoVol",0.2145,0,-0.3494,0,0,0,0,0,0,0,0.8917,0,0,0,0.2724,0,0,0,0,0,-0.3679,0.1478,0,0,0.5323,0,0,0,0.1538,0,0,0,0,0
"O_IntCur",0,0,-0.2947,0,0,0,0,-0.7584,0.0208,0,0,0,0,0,0.764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1143,0,0,0,0
"O_AesSens",0.4201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3204,0,0,0,0,0,0,0,0,-0.1707,-0.2328,-0.0964,0,0,0
"O_CrtvImag",0,0,0,0,0,0,0,0.319,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2077,0,0,0,-0.0447,0,-0.349
"angry",0,0,0,0,0,0,0,0,0.3717,1.3913,0,-0.7561,0,0.3752,0,0,0,-0.2431,-0.1808,0.1412,-0.2065,0.6122,0,-0.227,1.1564,0,0,0,0.4468,0.8009,0,0,0,0.091
"AnxSWk",0,0,0,0,0,0,0,0,0,0,-0.2556,-0.1324,0,0,0,0,0,0,0,0,0,-0.2,0.1288,0,0,0,-0.3536,0,0,0.5226,-0.2224,0,-0.4335,0
