"","E_Scblty","E_Assert","E_EnerLev","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","N_Anxty","N_Depr","N_EmoVol","O_IntCur","O_AesSens","O_CrtvImag","AnxSWk","angry","E_Scbltylag","E_Assertlag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_IntCurlag","O_AesSenslag","O_CrtvImaglag","AnxSWklag","angrylag"
"E_Scblty",0,0,0,0,0.2655,0,0,0,0,0,0.1063,0.1887,0.1481,0,0.1676,0.2758,0,0.141,0.1586,0,0.1865,0,0,0.1645,0,0,0.1014,0,0,0.1121,0.0925,0.14,0,0
"E_Assert",0,0,0,0,0,0,0.1209,0,0,0.0939,0,0,0,0,0,0,0,0,0.1108,0.0796,0,0,0,0,0,0,0.0837,0.1028,0,0,0,0.1041,0,0
"E_EnerLev",0,0.2553,0,0.414,0.792,0,0,0.5084,0,0,0,0.3085,0,0,0,0,0,0,0,0.2495,0.416,0,0,0,0.2703,0,0,0,0.2693,0,0,0,0.4203,0
"A_Cmpn",0,0.098,0.0899,0,0,0,0,0,0.1569,0,0,0,0,0,0,0,0,0,0,0,0.1204,0,0,0,0,0,0,0.1053,0,0,0,0,0,0.1378
"A_Rspct",0,0,0.0619,0,0,0,0,0.1183,0,0.0733,0,0,0,0,0,0.1319,0,0,0,0,0.0968,0.1577,0.0547,0,0.0655,0,0,0,0,0,0,0,0,0
"A_Trust",0,0.1641,0,0,0,0,0,0.1884,0.2325,0,0,0,0.1495,0.0995,0,0,0,0,0,0.1286,0.2314,0,0.1204,0,0,0,0,0,0,0,0,0,0.242,0
"C_Org",0.0956,0,0,0.1038,0,0.0743,0,0,0.0895,0.0747,0,0.0773,0,0,0,0.1511,0,0.0846,0,0.062,0,0,0,0.0886,0,0,0.0716,0.0792,0,0.0602,0.0474,0,0.1492,0.1324
"C_Prdctv",0,0,0.3606,0.4801,0.5985,0.3604,0.4919,0,0.3749,0,0.2874,0,0.2278,0.1742,0,0,0.468,0.3833,0,0,0,0,0,0.328,0.3209,0,0,0,0,0,0,0.2832,0,0
"C_Rspnbl",0.2419,0,0.3473,0,0,0,0,0,0,0.164,0,0.2401,0,0.1246,0,0.369,0,0,0,0,0,0,0,0,0,0.1891,0,0.2023,0,0,0.152,0,0,0
"N_Anxty",0.191,0,0,0,0,0,0,0,0,0,0,0,0.13,0.1015,0,0.249,0,0,0,0,0,0.293,0,0,0,0.1581,0.1368,0,0.1569,0,0.0891,0,0,0
"N_Depr",0,0,0,0.1926,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1268,0,0,0,0,0,0,0,0,0,0.1334,0.122,0,0,0,0,0
"N_EmoVol",0.1998,0,0,0,0,0,0,0,0.155,0,0,0,0,0,0,0.2002,0,0,0,0.0873,0,0,0.0872,0,0,0,0,0.109,0.1205,0,0,0,0,0
"O_IntCur",0,0.1673,0,0,0,0.1451,0.2448,0.1233,0,0.1461,0,0,0,0.1057,0.1481,0,0,0,0.1646,0.1173,0,0.3155,0,0.1654,0.1489,0.1491,0.1276,0.1437,0,0.1143,0.1279,0,0.3349,0.2289
"O_AesSens",0.0461,0.0282,0.0243,0,0.0745,0.0242,0.0592,0.019,0.0392,0.0253,0.025,0.0248,0.0317,0,0.0416,0.0872,0.0481,0.0343,0.0382,0.0296,0.0489,0.082,0.0259,0.0464,0.0424,0.0322,0.0269,0.0227,0.0271,0.0223,0.0272,0,0.0695,0.0388
"O_CrtvImag",0,0,0,0,0,0,0,0.1156,0,0,0,0,0,0.0813,0,0,0.2861,0,0,0,0,0,0,0,0,0,0,0.1174,0,0.1232,0,0.1402,0,0
"angry",0,0.0903,0,0,0,0.0846,0,0.0798,0,0.084,0.0745,0,0,0.0706,0.1262,0,0,0.0995,0,0.0766,0.1329,0,0.0709,0,0.0847,0,0,0,0.1069,0,0,0,0.1642,0.118
"AnxSWk",0.0926,0,0,0,0.2034,0.0706,0,0.0661,0.077,0,0,0,0.0661,0.0763,0,0,0,0.0854,0.1286,0.0719,0.1207,0,0.0596,0,0.1001,0.087,0.0746,0,0.1026,0,0,0,0.1488,0.1006
