"","E_Scblty","E_Assert","E_EnerLev","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","N_Anxty","N_Depr","N_EmoVol","O_IntCur","O_AesSens","O_CrtvImag","AnxSWk","angry","E_Scbltylag","E_Assertlag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_IntCurlag","O_AesSenslag","O_CrtvImaglag","AnxSWklag","angrylag"
"E_Scblty",0,0,0,0,0,0,-0.604,0,0,0,0,0,0,0,0,0,0,-0.0676,0,0,0,0,0,0,0,0,0,0.4788,0,0,0,0,0,0
"E_Assert",0,0,0,0,0,0,0,0,0,0.4537,0,0,0,0,-0.3988,0,0,0,0.0187,0,0.2138,0,0,0,0,-0.2376,0,0,0,0.5133,0,0.2413,0.1849,0
"E_EnerLev",-0.0355,0,0,0,0,0.4335,0,0,0,0,-0.5249,-0.0738,-0.0735,0,0,0,0,0,0,-0.1684,0,0,0,0,0,0,-0.4272,0,0.1778,0,-0.2389,0,0.3085,0
"A_Cmpn",0,0,0.0047,0,0,0,0.2493,0,0,0,-0.5442,0,0,0,0,-0.6619,0,0,0,0,-0.0908,-0.5083,0,0,0,0,0,0,0,0,0,0,0,0
"A_Rspct",0,0.2884,0,0,0,0,0,0,0,0,0,0,0,-0.2625,0.2915,0,0,0,0,0,0,0.2834,0,0,-0.6636,0.3218,0,0,0,0,0,0,0,0
"A_Trust",0,0,0,0.4428,0,0,0,0,0,0,-0.3254,0,0.2573,0,0,0,0,0,0,0,0,0,-0.1787,0,0,0,0.3137,0,0,0,0,0,0,0
"C_Org",0.365,0,0.0989,0.3836,-0.2929,0,0,0,-0.2364,0,0,0,0.652,0,0.332,-0.3003,0.4042,0.2275,0,-0.164,0.0054,0,0.0886,-0.3304,-0.0266,0,0.3235,0,0,0.3118,-0.1062,0.0615,0.82,0.1503
"C_Prdctv",0,0,0,0.4104,0,0,0,0,0,0.2059,0,0,0,0,0,0,0,0,0,0,0.3033,0.3487,0,0,-0.1206,0,0,0,0,0,-0.392,0,0,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0,-1.358,0,0,0,0,0,0,0,0,0,0.4728,0,-0.4509,-0.4639,-0.412,0,-0.1232,0,0.6902,0,0,0,0,-0.2941,1.0278
"N_Anxty",0,0,0,0,-0.229,-0.5674,0,0,1.0459,0,0,0,0,0,0,0,0,0,0,0,-1.0064,-0.1604,0,0,0,0,-0.0368,0,0,0,0,0,0,0
"N_Depr",0,0,0,0,0,0,0,0,0.4579,0,0,0,0.3597,0.3918,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2893,0,0,-0.3668,0,0,0
"N_EmoVol",0,-0.4412,0.3166,0,0,0.2178,0,0,0,0,0,0,0.1382,0,0,0,0,0,0,0,0,0,0,0.2826,0,-0.4011,0,0,-0.3704,0,-0.1595,-0.2432,0,0
"O_IntCur",0,0,0,0,0,0,0,0,0,-0.1669,0,0,0,0,-0.3197,0,0,0.1521,0,0.4622,-0.556,0,0,-0.2677,0,0.3201,-0.2602,0,0.1365,0.3656,0,0,-0.1943,0
"O_AesSens",0,0,0.2099,0,0,0.4216,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3158,0,0,0,0,0,0,0,0,0.2812,0,0.3489,0,0,0
"O_CrtvImag",0,0,0,0,0,0,0,0,0,0,0,-0.4219,0,0.2108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2731,0.049,0,0
"angry",0.2556,0,0.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3071,0,0,0,0,0,0.2008,0,0,0,0,0,0,0,-0.0678
"AnxSWk",-0.2177,0,0,0.8406,0,0,-0.0674,0,0,0,0,0,0,0,0,0,0,0.1911,0,0,0,0,0,0,0,0.2734,0,0,0,0,0,0,0.2533,0
