"","E_Scblty","E_Assert","E_EnerLev","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","N_Anxty","N_Depr","N_EmoVol","O_IntCur","O_AesSens","O_CrtvImag","AnxSWk","angry","E_Scbltylag","E_Assertlag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_IntCurlag","O_AesSenslag","O_CrtvImaglag","AnxSWklag","angrylag"
"E_Scblty",0,0,0,0.082,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0899,0,0,0,0.1264,0,0,0,0,0,0,0,0,0,0,0,0
"E_Assert",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0881,0,0,0,0.0918,0,0,0,0,0.0785,0,0,0,0,0,0.1189,0,0,0,0
"E_EnerLev",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0896,0,0,0,0,0.0985,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Cmpn",0,0.0931,0,0,0,0.0808,0,0,0,0,0,0.1162,0,0,0,0,0,0,0.1006,0,0.0871,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Rspct",0,0.0773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0
"A_Trust",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2769,0,0,0,0,0,0,0.0982,0,0,0,0,0,0,0,0,0,0,0
"C_Org",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106,0,0,0,0,0,0,0,0,0,0
"C_Prdctv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103,0,0,0,0,0,0,0,0,0
"C_Rspnbl",0,0.0676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0881,0,0,0,0.089,0.116,0,0,0,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0731,0,0,0,0,0,0,0,0,0,0,0,0,0.1057,0,0,0,0,0,0,0
"N_Depr",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0965,0,0,0,0,0,0.0793
"N_EmoVol",0,0,0,0,0,0,0,0.0651,0,0,0,0,0,0.0926,0,0.1816,0,0,0,0,0,0,0,0,0,0,0,0,0.0979,0,0,0,0,0
"O_IntCur",0,0,0,0,0,0,0,0,0.0791,0.1057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0907,0,0.0923,0,0,0,0
"O_AesSens",0.0556,0,0,0,0,0.0555,0,0,0.0774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0933,0,0,0
"O_CrtvImag",0,0,0,0,0,0,0,0,0,0,0.1128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.094,0,0
"angry",0.0787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1147
"AnxSWk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1181,0
