"","E_Scblty","E_Assert","E_EnerLev","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","N_Anxty","N_Depr","N_EmoVol","O_IntCur","O_AesSens","O_CrtvImag","AnxSWk","angry","E_Scbltylag","E_Assertlag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_IntCurlag","O_AesSenslag","O_CrtvImaglag","AnxSWklag","angrylag"
"E_Scblty",0,0,0,0.53,0.1541,0.4441,0,-0.4541,-0.3768,0,0,0,0,0,0,0,-0.5516,0.1762,0,0,0,0.0979,0,0,0,0.3771,0,0.1799,0,0,-0.264,0,0,0
"E_Assert",0,0,0.6018,0,0,0,0,0.3304,0,-0.8013,0,0,0.1491,-0.2663,0,0,0,0,-0.3405,0.3443,0,0,0,0,0,0,0,0,-0.0758,0,0,0,0,0
"E_EnerLev",0.4192,0,0,0,0,-0.4493,-0.4061,0,0,0,-0.4,0,0,0,0,0,0.6829,0,0,-0.3856,0,0,0.5002,0,0,0,0,0,-0.3937,0,0,0.4466,0,0
"A_Cmpn",0,0,0,0,0,0,0,0,0,0,0,0,0.4429,0,0,0.2973,0,0,0,0,0.0933,0,0,-0.3208,0,0,0,0,0,0,0,0,-0.4462,0
"A_Rspct",0,0,0,0,0,0,0,0,0,0.4187,0,0,0.12,0,0,0,0,0,0,0,0,0.4348,0,0.2498,0,0,0,0,0,0,0,-0.2521,0,0
"A_Trust",0,0,0.0654,0.2927,0,0,0,0,0,0,0,0,-0.3975,0,0,0,0,0.322,0,-0.1947,0,0.085,-0.5657,0,0.3578,0,0,0,-0.322,-0.2475,0.2593,-0.3595,0,0.4035
"C_Org",0,0,0,0,0,0,0,0,0.9282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2902,0,0,0,0,0,0,0,0,0.3099,0
"C_Prdctv",0,0,0,0,0,0,0,0,0,0,0,0,0.5701,0,0.2022,0,0,0,-0.3775,0,0,0,0.272,0,0.0305,0.4276,0,0,0,0,0,0,0,0
"C_Rspnbl",0,0.8104,0,0,-0.3454,0.4468,-1.0545,0,0,0,0,0,0,0,0,0,0,0,0.6178,0,0,0,0.5954,0,0,0.3253,0,0,-0.0661,0,-1.4074,0.1918,0,0
"N_Anxty",-0.4925,0.2585,-0.4467,0.2481,-0.4761,-0.4739,-0.5559,0,0,0,0,0,0.1806,0,-0.5958,0,0,0,0,0,0,0.1175,0,0.1813,0.2321,0,-0.5874,0.4104,-0.4014,0,0,0,0.9162,0
"N_Depr",-2.0633,0.7379,-0.3064,0,0,0,-0.7366,-1.8869,0,-0.6122,0,0,-0.5974,-0.2337,0.0681,0,-0.7783,0,0,0,0,0,0,-0.3726,0.9392,0.6189,0.3418,1.0683,0,-1.3977,0.3828,-0.9642,0,-0.556
"N_EmoVol",0.1055,0,0,0.1769,0,0,0,0,0,0,0,0,0,0,0,0,0.3808,0,0.3428,0,-0.203,0,0,0,0,0,0,0,0.5223,-0.4521,0.274,0,0.7654,0
"O_IntCur",0,0,0,0,0,0,0,0,-0.4855,0,1.1667,0,0,0.6624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137,0,0,0,0
"O_AesSens",0,0,0,0,0,0.3861,0,0,0,0,0.3136,0,0,0,0,0,0,0.4661,0,-0.2732,0,-0.602,-0.2587,0,0,0,0,0.2071,0,0.2645,-0.4685,-0.5843,-0.4777,0
"O_CrtvImag",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1385,0.4715,0
"angry",0.4982,-0.4717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4578,0,-0.2335,0,0,0,0,0,0.3051,0,0,0,0,-0.1418,-0.2291
"AnxSWk",0,0,-0.3026,0,0,0,0,0,-0.3104,0.1774,0,0,0,0,-0.3152,0,0,0,0,0,0,0,0,0,0,-0.4977,0,0,-0.4876,0,0,-0.145,-0.0521,0
