"","E_Scblty","E_Assert","E_EnerLev","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","N_Anxty","N_Depr","N_EmoVol","O_IntCur","O_AesSens","O_CrtvImag","argument","angry","E_Scbltylag","E_Assertlag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_IntCurlag","O_AesSenslag","O_CrtvImaglag","argumentlag","angrylag"
"E_Scblty",0,0.1719,0,0.1979,0.1636,0,0.1379,0,0,0,0,0.0892,0,0,0,0,0,0.1258,0,0,0,0,0,0,0.0788,0.2454,0.0897,0,0,0,0,0,0,0
"E_Assert",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_EnerLev",0,0,0,0,0,0.1274,0,0,0.3449,0,0,0,0,0,0.165,0.5784,0.1936,0,0,0.1065,0,0.1846,0,0,0,0,0,0,0,0.1142,0,0,0.659,0
"A_Cmpn",0,0,0,0,0,0,0,0,0,0.0556,0.07,0,0.0495,0,0.0651,0,0.062,0.0697,0.0994,0.0501,0.0897,0,0,0.0941,0,0,0,0.0681,0.05,0,0.1111,0,0.2462,0
"A_Rspct",0,0.2228,0,0,0,0,0.1578,0,0,0.1422,0,0,0.1653,0,0,0,0,0,0.2186,0,0,0.1484,0,0.1771,0.0918,0,0,0,0,0,0,0,0.5525,0
"A_Trust",0,0.0203,0.0093,0.0311,0.0172,0,0.0213,0,0.0354,0.0159,0.0259,0.0152,0.0144,0.023,0,0,0,0.0187,0.0353,0.0106,0.0208,0,0.0171,0.0283,0.0087,0.0319,0.0203,0.0202,0.014,0,0.035,0,0.0668,0.0115
"C_Org",0,0,0.0538,0.1393,0,0,0,0,0,0,0,0,0,0.1082,0,0,0,0.0777,0.1181,0.0552,0.111,0,0.0584,0.0896,0,0,0.0659,0,0.0574,0,0.1196,0.0919,0.3188,0.0594
"C_Prdctv",0,0,0.0975,0,0,0,0,0,0.3482,0,0.1339,0,0.1218,0.289,0,0,0.1463,0,0.2433,0,0,0,0,0,0.1089,0.314,0,0,0,0,0,0,0.6359,0.1244
"C_Rspnbl",0,0,0,0.0756,0,0,0.0581,0,0,0.0474,0,0,0,0,0,0,0,0.0508,0.0784,0,0,0.0508,0,0,0,0.0874,0,0,0,0.0389,0,0.0467,0.2307,0.036
"N_Anxty",0.1186,0.1804,0,0,0,0,0,0,0.2851,0,0,0,0.0981,0,0.1181,0,0,0.1142,0.2131,0.0811,0,0,0.0963,0.1517,0,0.2336,0.0978,0,0.0978,0.0763,0.1783,0,0.4739,0
"N_Depr",0,0,0.0809,0,0,0,0,0,0,0,0,0.0927,0,0,0.1721,0,0,0.1105,0,0,0,0,0,0.1439,0,0,0,0.1136,0,0.0661,0,0,0.3755,0
"N_EmoVol",0,0.201,0,0,0.1312,0,0,0.0953,0,0,0,0,0.101,0,0,0,0.1064,0,0,0,0,0,0,0,0,0.2865,0.1209,0.123,0.114,0,0.2155,0.1202,0,0.1096
"O_IntCur",0.2376,0.2727,0.1357,0,0.2994,0,0,0.1437,0.4046,0,0,0,0,0.2383,0,0.6028,0,0,0.3182,0.1225,0.2415,0,0,0,0.152,0.3827,0,0,0.1322,0.1271,0,0,0,0
"O_AesSens",0,0,0.0919,0,0,0,0,0.1196,0,0,0,0,0,0,0.0979,0,0.1104,0.0901,0,0,0,0,0,0,0,0.1879,0.0709,0,0,0,0.146,0.0772,0,0
"O_CrtvImag",0,0,0,0,0.1279,0.0931,0,0,0,0,0.1863,0,0,0,0,0.417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1267,0,0
"angry",0.1078,0,0.089,0,0,0,0.2106,0,0,0,0.1019,0,0.0765,0.2138,0.1172,0,0,0.1297,0.1736,0.082,0.1516,0,0,0.1711,0.0889,0,0.1072,0,0.1107,0.0883,0,0.1474,0,0.0871
"argument",0,0,0,0,0,0.0354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2479,0
