"","E_Scblty","E_Assert","E_EnerLev","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","N_Anxty","N_Depr","N_EmoVol","O_IntCur","O_AesSens","O_CrtvImag","argument","angry","E_Scbltylag","E_Assertlag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_IntCurlag","O_AesSenslag","O_CrtvImaglag","argumentlag","angrylag"
"E_Scblty",0,0.3003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_Assert",0,0,0,0,0,0,0,0,0.1855,0,0,0,0,0,0.3072,0,0,0,0.0089,0,0,0,0,0,0,0,0,0,-0.2068,0,0,0,-0.3571,0
"E_EnerLev",0,0,0,0,0,0,0,0,0,0,0,0,0,0.1752,0.1771,0,0,0,0,0.1616,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Cmpn",0,0,0,0,0,0,0,0,0,0.176,0,0,0,0,0.2093,0,0,0,0,0,-0.0642,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Rspct",0,0,0,0,0,0,0,0,0,0,0,-0.2283,0,0,0,0,0,0,0,0.2818,0,0.0401,0,0,0,0,0,0,0,-0.2531,0,0,0,0
"A_Trust",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.066,0,0,0.2454,0,0,0,0,0,0,0,0
"C_Org",0,0,0,0,0,0,0,0.2513,0,-0.2569,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0758,0,0,0,0,0,0,0,0,0,0
"C_Prdctv",0,0,0,0,0,0.2802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0338,0,0,0,-0.216,0,0,0,0,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1048,0,0,0,0,0,0,0,-0.3234
"N_Anxty",0,0,0,0,0,0,0,0,0,0,0,0,0.2122,0,0,0,0.2308,0,0,0,0,-0.1888,0,-0.1918,0,0,0.1691,0,0,0,0,0,0,0
"N_Depr",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.169,0,0,0,0,0,0
"N_EmoVol",0,-0.2231,0,0,0,-0.184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0981,0,0.2216,0,0,0
"O_IntCur",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071,0,0,0,0
"O_AesSens",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.111,0,0,0
"O_CrtvImag",0,0,0,0,0,0.2135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3007,0,-0.0769,0,0
"angry",0,-0.1811,-0.1901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0312
"argument",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0555,0
