"","E_Scblty","E_Assert","E_EnerLev","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","N_Anxty","N_Depr","N_EmoVol","O_IntCur","O_AesSens","O_CrtvImag","argument","angry","E_Scbltylag","E_Assertlag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_IntCurlag","O_AesSenslag","O_CrtvImaglag","argumentlag","angrylag"
"E_Scblty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0969,0.1591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_Assert",0.0569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0976,0.0581,0,0,0,0,0,0,0,0,0,0,0.0693,0,0,0
"E_EnerLev",0,0.1497,0,0,0,0,0,0,0,0,0.0878,0,0,0,0,0,0,0,0,0.0905,0,0,0.0889,0,0,0,0,0,0,0,0,0,0,0.098
"A_Cmpn",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0866,0,0,0,0,0,0,0.1001,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Rspct",0,0,0,0.0989,0,0,0.1257,0,0,0,0,0.091,0,0,0,0,0,0.0882,0.1428,0,0,0.0987,0,0,0,0,0,0,0,0,0,0,0,0
"A_Trust",0,0,0,0,0,0,0,0,0,0.1205,0,0,0,0,0.107,0.357,0.0811,0,0,0,0,0,0.1021,0,0,0.1687,0,0,0,0,0,0,0,0.1014
"C_Org",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102,0,0,0,0,0.0743,0,0,0,0,0
"C_Prdctv",0,0,0.1131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2165,0.0922,0,0.1823,0,0,0,0,0,0,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0,0.0708,0.052,0,0,0,0,0.1906,0.044,0,0,0,0,0,0,0,0,0.0973,0,0,0,0,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,0,0,0.067,0,0,0,0,0,0,0,0,0,0,0,0.1129,0,0,0.0905,0,0,0.0688,0,0,0,0
"N_Depr",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3023,0,0,0.1435,0,0,0,0,0,0,0,0,0.0921,0,0,0.1102,0,0,0
"N_EmoVol",0,0,0.0722,0.0957,0,0,0,0,0,0,0,0,0.0817,0,0,0,0,0,0,0.0817,0,0.0952,0,0,0,0,0,0,0.0963,0,0,0,0,0
"O_IntCur",0,0,0,0,0,0.0802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1103,0,0,0,0
"O_AesSens",0.0783,0,0,0,0,0.0677,0.1219,0,0,0,0,0,0,0,0,0,0,0,0.1385,0,0,0,0,0,0,0,0,0,0,0,0.0952,0,0,0
"O_CrtvImag",0,0,0,0,0.0813,0,0,0,0.1338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155,0,0,0,0,0,0.1073,0,0
"angry",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1502,0,0,0,0,0.1367
"argument",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0587,0,0,0,0,0,0,0.1645,0
