"","E_Scblty","E_Assert","E_EnerLev","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","N_Anxty","N_Depr","N_EmoVol","O_IntCur","O_AesSens","O_CrtvImag","argument","angry","E_Scbltylag","E_Assertlag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_IntCurlag","O_AesSenslag","O_CrtvImaglag","argumentlag","angrylag"
"E_Scblty",0,0,0,0,0,0,0,0,-0.2849,0,-0.2197,0,0,0,0,0,0,0.0446,0,0,0.3423,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_Assert",0,0,0,0,0,-0.2543,0.2912,0,0,0,0,0,0,0,0,0,0,-0.2693,0.0235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_EnerLev",-0.0976,-0.0905,0,0.1858,0.1076,0,0.2754,-0.1261,-0.3355,0.1679,0.1202,0.1728,-0.0637,0,0.2121,-0.5991,0,0,0,0.0716,0.4034,0.1219,0.0958,0.1996,-0.0824,-0.6458,0,-0.6533,0.5451,0.0783,0.2797,0.2552,0.6128,-0.0788
"A_Cmpn",0,0,0,0,0,0,0,0.2509,0,0,0,0,0,0,-0.2282,0,0,0,0,0,-0.1071,0,0,0,0,0,-0.2364,0,0,0,0,0,0,0
"A_Rspct",0,0,0,0,0,0,0.266,0,0,0,0,0,0.2006,-0.1961,0,0,0,0,0,0.2167,0,0.0103,0,0,0,0,-0.2268,0,0.3311,-0.2472,0,0,0,0
"A_Trust",0,0,0,0,0,0,0,0,0.3609,0,0,0,0,0,0,0,0,0,0,0,-0.3182,0.2122,-0.0869,0,0,0,0,0,0,-0.3086,0,-0.39,0,0
"C_Org",0,0,0,0,0,0,0,0,0,-0.8465,0,0,0,0,0,0,0,0,-0.2828,-0.2991,0,0,0,0.2801,0.2678,0,0,0.5517,0,0,0,-0.3611,0,0
"C_Prdctv",0,0,0,0,-0.3981,0,0,0,0,0,-0.2495,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2262,0,0,0,0.263,0,0,0,0,0
"C_Rspnbl",0,0,0,0,0.3327,0,0,0,0,0,0,0.6502,0,0,-0.3569,0,0,0,0,0,0,0,0.228,0,0,-0.3935,0,0,0,0,0,0.3252,0,0
"N_Anxty",0,0,0,0,0,0,0.8374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0871,0,0,0,0,0,0,0
"N_Depr",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8132,-0.6704,0,0,0,0,0,0,0,0,0,0,0.3896,0,0,0,0,0,0
"N_EmoVol",0,0,0,0,0,-0.3552,0.3981,0,-0.5321,0,-0.2823,0,0,0,0,0.5316,0,-0.4279,0.4549,0.3557,0,0,0,-0.5015,-0.4558,0,0,0,-0.0243,0,-0.2378,0,0,0
"O_IntCur",0,0.2755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2688,0,0,0,0,-0.2505,0,0,0,0,0,-0.1653,0,0,0,0
"O_AesSens",0,-0.2554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2602,0,0,0,0,-0.2037,0,0,0,0,0,0,0,0,0.1069,0,0,0
"O_CrtvImag",0,0,0,0,0,0,-0.249,0,0,0,-0.2469,0,0,-0.1935,0,0.3323,0,-0.351,0,0,0,-0.2232,0,0.1755,0,0,-0.2999,0.2803,-0.4678,0,-0.2157,0.0025,0,0
"angry",0,0,0,0,0,0,0,0,0,0,1.0661,0,0,0,0,0,0,0,0,0.4085,-0.2729,0,0.205,0,0,0,0.3887,0,0,0,0,0,0,-0.2646
"argument",0,0,0,0,0,0,0,0.4,0,0,0.2055,-0.2235,0,-0.2763,0,0,0,0,0,0,0.2155,-0.1959,-0.1893,0,0,0,0,-0.3061,0,-0.2377,0,0,0.387,0.3995
