"","E_Scblty","E_Assert","E_EnerLev","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","N_Anxty","N_Depr","N_EmoVol","O_IntCur","O_AesSens","O_CrtvImag","argument","angry","E_Scbltylag","E_Assertlag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_IntCurlag","O_AesSenslag","O_CrtvImaglag","argumentlag","angrylag"
"E_Scblty",0,0,0,0,0,0,0,0,0,0,0,0,0.2381,0,0,0,0,0.3368,0,0,0,0,0,0,0,0,0,0,0,-0.4148,0,0,0.151,0.3873
"E_Assert",0,0,0,0,0,0,0,-0.5886,0,0.1694,0,0,0,0,0,0,0.4085,0,-0.1931,0,0,0.3869,0,0,0,-0.5676,0,-0.3756,0,0,0,0,0.1491,0.4515
"E_EnerLev",-0.1695,-0.2951,0,0,0,0,0.4655,0,-0.1544,0,0,0,0,0,0.4832,0,0.6548,0,0,0.0615,-0.3609,0,0.5293,0,0,0.1584,-0.2223,0,0,0,0,0,0,0.4552
"A_Cmpn",-0.4025,0.2368,0,0,0.6607,0,0,0,0,0,-0.1736,-0.4842,0.3393,0,0,0.1803,0.3165,0,0.5569,0,-0.6192,0,0.6296,0,0,0,0,-0.3936,0,0,0,0,0,0
"A_Rspct",0,0,0,0,0,0,0,0,0,0,0,0,0,-0.7272,0,-0.1694,0,0,-0.2467,0,0.5357,-0.2959,-0.4801,0,0.2467,0,-0.3217,0,0,0,0,0,0,0
"A_Trust",0,0,0,0,0,0,0,-0.1358,-0.9865,0.5279,-0.4672,-0.2404,0.2608,0,-0.5613,0,-0.8407,0.4577,-0.6377,-0.3386,0,-0.6204,0.0327,-0.4039,0.3677,0,0,0,0.2037,0,0,0,0.8332,-0.2662
"C_Org",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.302,0,0,0,0,0,0,0,-0.0363,0,0,0,-0.1931,0,0,0,-0.2479,0,-0.3837
"C_Prdctv",0.2008,0.6377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5102,0,0,0,0,-0.2698,0,0,0.0516,0,0,0,0,0,0,0,0,0
"C_Rspnbl",0,0,0,0,0,1.6502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0864,0,0,0,0,0,0,0,0
"N_Anxty",0,0,0,0.1504,0,0,0,0.2803,0,0,0,0,-0.4947,0,0,0,0,-0.4314,0,0,0,0.3208,0,0,0,0,0.1311,0,0.4053,0,0.183,0.5522,0,0
"N_Depr",-0.3434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1822,0.2574,0,0,0,-0.2779,0,0.344,0,0,-0.0614,0,0,0,-0.336,0,0
"N_EmoVol",-0.176,0,-0.534,0,0,0,0.3669,0,0.2849,0,0,0,0,0,-0.4469,0,0,0,0,0,-0.7015,0,0,-0.3146,0.392,0,0,0.354,0.291,0,0,0.243,0.1503,0
"O_IntCur",0,0,0,0,0,0,0,0,0,0.8302,0,0,0,0,-0.3404,-0.9495,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2351,0,0,0,0
"O_AesSens",-0.2586,0.2041,0,0,0.5266,-0.2597,0,0,0.4164,-0.385,0,0,0,0,-0.2698,0,-0.4247,0,0,0,0,0,0,0,0,0.367,0,0,0,0,-0.0509,0,0,0
"O_CrtvImag",0,0.1591,0,0,0,0,0,0.3567,0,0,-0.448,0.2608,0,0,0,0,0,0,0,0,0,0,0,-0.3366,0,0,0,0,0,0,0,-0.2347,0,0
"angry",0,0,0,-0.7511,0,0,-0.3395,-0.3252,0.335,0,0,0.8527,0,0,0,0,0,0,0,0,0.45,0,0,0,0,0,0,0,0,0,0,0,0.437,-0.3489
"argument",0,0,-0.225,0,0,0,0,0,0,-0.2804,0,0,0.7783,0,0,0,0,0,0,0.5985,0,0,0,0,0,0,0,0,0,0,-0.2464,0,0.1744,0
