"","E_Scblty","E_Assert","E_EnerLev","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","N_Anxty","N_Depr","N_EmoVol","O_IntCur","O_AesSens","O_CrtvImag","argument","angry","E_Scbltylag","E_Assertlag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_IntCurlag","O_AesSenslag","O_CrtvImaglag","argumentlag","angrylag"
"E_Scblty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0943,0.0969,0,0,0,0.0832,0,0,0,0,0,0.0882,0,0,0,0,0
"E_Assert",0,0,0,0,0,0,0,0,0,0,0,0.0575,0,0,0,0,0,0,0.0883,0,0,0,0.0609,0,0,0,0,0,0,0,0,0,0,0
"E_EnerLev",0,0.147,0,0,0,0,0,0,0,0,0.3884,0,0,0,0,0,0,0,0,0.0819,0,0,0,0.0899,0,0,0,0,0,0.1252,0,0.0779,0,0
"A_Cmpn",0,0,0,0,0,0.0474,0,0.038,0,0,0,0,0,0,0,0,0,0,0.0785,0,0.1059,0,0.0514,0,0,0,0,0,0,0,0,0,0,0
"A_Rspct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1158,0,0,0,0,0,0,0,0,0,0,0,0
"A_Trust",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0982,0,0.0821,0,0,0,0,0,0,0,0,0
"C_Org",0,0,0,0,0.0897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119,0,0,0,0,0,0,0,0,0.1612,0
"C_Prdctv",0,0,0,0,0,0,0,0,0.0084,0,0,0.0076,0.009,0,0.0051,0,0,0,0.008,0,0,0,0.0063,0,0.0041,0,0.0097,0,0.0065,0,0,0.0028,0.0163,0
"C_Rspnbl",0.0749,0,0,0,0,0,0,0,0,0,0,0.0552,0,0.0426,0.0484,0,0,0,0,0,0,0,0.0565,0,0,0.0755,0,0.2079,0,0,0,0,0,0
"N_Anxty",0,0.0458,0.0292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0781,0.1227,0,0.0393,0,0,0,0
"N_Depr",0,0.0363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0244,0,0.0173,0,0.066,0.0956,0,0,0,0,0,0
"N_EmoVol",0,0,0,0,0,0.0863,0,0,0,0,0,0,0.1343,0,0,0,0,0,0.1733,0,0,0,0,0,0,0,0,0,0.1228,0,0,0,0,0
"O_IntCur",0,0,0,0,0.0603,0,0,0.0693,0,0,0,0,0,0,0,0,0,0,0,0.0712,0,0,0,0,0,0,0,0,0,0.106,0,0,0,0
"O_AesSens",0,0,0,0,0.1076,0.1195,0,0,0,0,0,0,0.1908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1058,0,0,0
"O_CrtvImag",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1599,0,0,0,0,0,0.1022,0,0,0,0.2951,0,0,0.1297,0,0.093,0,0
"angry",0,0,0,0,0.0526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0678,0,0,0,0,0.1322
"argument",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2066,0
