"","E_Scblty","E_Assert","E_EnerLev","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","N_Anxty","N_Depr","N_EmoVol","O_IntCur","O_AesSens","O_CrtvImag","argument","angry","E_Scbltylag","E_Assertlag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_IntCurlag","O_AesSenslag","O_CrtvImaglag","argumentlag","angrylag"
"E_Scblty",0,0.1233,0,-0.2848,0,-0.0432,0,0,0,0.3365,0.3707,0,0,0,0,0,0,-0.2403,0,0.1238,0,0,0,0,0,-0.1835,0,0.4973,-0.2001,0.2402,0,0,0.5499,0
"E_Assert",0,0,0.2635,0,-0.0623,0,0,0,0,-0.0877,0,0.66,0,-0.2448,0,0,0.0027,0,-0.0406,0,0,0,0,0,0,-0.228,0,0,0.1479,0,0,0,0,0
"E_EnerLev",0.205,0,0,0,0,0,0,0,0,0,0.0043,0,-0.152,0,0,0,0,0,0,-0.0741,-0.1587,0,0,-0.4094,0.2714,0,0,0,0,-0.2271,0,0,0,0
"A_Cmpn",0,-0.3439,0,0,0.0899,0.3723,0,0,0,-0.4227,0,0,0.1244,0,0,0,0,-0.0858,0,0,0.033,0,0.2013,0,-0.225,0,0,0,0,0.4361,0,0.4,0,0
"A_Rspct",0.2303,0,0,0,0,0,0,0,0.4645,0,0,0,-0.2018,0,0.3247,0,0,0,0,0,-0.2068,0.2402,0,0,0,0,0,0,0,0.258,0.1596,0,0,0
"A_Trust",0,0,0,0,0,0,0,0,0.3567,0,0,0,0.1261,0,0,0,0,0.2708,0.1869,0,-0.1771,0,0.1882,0,0,0,0,0.2467,-0.4209,0,0,0,0,0
"C_Org",0,0,0,0,0.1354,0,0,0,0.246,0,0,0,0,0,0,0,0,0,0.2748,-0.2012,0,-0.1968,0,-0.0095,0,0,0,0,0,0,0,0,0,0
"C_Prdctv",0,0,0,0,0,0,0.3919,0,-0.1865,0,0,0,0.1203,0.3328,0,0,0,0,0,0,0,-0.2434,0.2355,0,-0.1076,-0.0976,-0.3036,0,-0.0396,0,0,0,0,-0.4078
"C_Rspnbl",0.6254,0,0.3993,0,0,0,0,0,0,0,-1.8841,0,0,1.0545,0.5637,-1.4269,2.4354,1.4489,-0.9995,0,0,0,-0.9825,0,0,0.827,1.1938,-2.0834,0.7191,0,0,0,0,0.5706
"N_Anxty",-0.7928,0,0,0,-0.2643,0.1571,0.3267,-0.4049,0,0,0,0,0,0,0.3831,0,0,0,0,0.3177,-0.5562,0.1826,0.2952,0.5466,-0.1708,0,0.1431,0,0,0.3277,0,0.1109,0.3847,0
"N_Depr",0,0.1502,-0.146,0,-0.3042,0.0969,0,0,0.8154,0.2625,0,0,-0.3982,0,0,0.1719,0,0,0,0,0,0,0,0.5335,0,0,0,0.0719,0,0,0.4183,0,0,0
"N_EmoVol",0,0,-0.1921,0.1493,0,0.2845,0,0,0.3483,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3012,0,0,0,0,0,0.0304,0,0,0.2667,0,0
"O_IntCur",0,0.2104,0,0,0,0,0,0,0,0,0,0,0,-0.4629,0,0,0,0,0.2865,0,0,0,0,0,0.3575,0,0.2975,0,0,-0.3217,0,0,0,0
"O_AesSens",0,0,0,0,0,0,0,0,0,0,0,0,0.66,0,0,0,0,0,-0.1808,-0.1928,0,0,0.2732,0,0,0,0,0,0,0,-0.0937,-0.3292,0,0
"O_CrtvImag",0,-0.4339,0,0,-0.5071,0,0,0.399,0.0356,0.0406,0,0.216,0,0,0,0.0668,0,-0.3927,0,0,0,0,0,0,0.2168,-0.2986,-0.1666,0.2237,0,0,0,-0.246,-0.2693,0
"angry",0.4289,0.4212,-0.0567,0.5507,0.1132,0.1913,-0.6541,0.4349,-0.1202,0.5457,-0.268,-0.37,-0.174,-0.2938,0.3418,0,0,0.5211,0,-0.0992,0,0,-0.4199,0,0,0.5906,0,-0.4657,0.5736,-0.338,0.2736,-0.1966,0,0.7232
"argument",-0.4341,0.4155,-0.2699,0,0,0.3165,0,-0.0789,0.3649,-0.1283,0.0192,0,-0.0203,-0.1656,0.1257,0,-0.2473,0.1858,0.0211,0.3048,0,0.1921,-0.3025,0,0.338,0.208,0.049,0,-0.2003,0,0,0,1.0387,0.4012
