"","E_Scblty","E_Assert","E_EnerLev","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","N_Anxty","N_Depr","N_EmoVol","O_IntCur","O_AesSens","O_CrtvImag","argument","angry","E_Scbltylag","E_Assertlag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_IntCurlag","O_AesSenslag","O_CrtvImaglag","argumentlag","angrylag"
"E_Scblty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0935,0,0,0,0,0,0,0.1115,0,0.1432,0,0,0,0,0,0,0
"E_Assert",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1127,0.094,0,0,0,0,0,0,0,0,0,0,0,0,0.1056,0,0
"E_EnerLev",0,0,0,0,0,0,0,0,0,0,0.0787,0,0,0,0,0,0,0,0,0.1023,0.0828,0,0,0,0,0.1293,0,0,0,0,0,0,0,0
"A_Cmpn",0,0,0,0,0,0,0,0,0,0.1654,0,0,0,0,0.1237,0,0,0,0,0,0.0967,0,0,0.1313,0,0,0,0,0,0,0,0,0,0
"A_Rspct",0,0,0,0,0,0,0,0,0,0,0,0.1315,0,0,0,0,0,0,0,0,0,0.1105,0,0,0,0,0,0,0,0,0,0,0,0
"A_Trust",0,0,0,0,0,0,0,0,0,0,0.3019,0,0,0.3523,0,0,0,0,0.2216,0,0,0,0.2155,0,0,0,0,0,0.276,0.1991,0,0,0,0
"C_Org",0,0,0,0,0,0,0,0,0,0.1152,0,0,0,0.0636,0,0,0.0658,0.0945,0.088,0,0,0.068,0,0.0901,0,0,0,0,0,0,0,0,0,0
"C_Prdctv",0,0,0,0,0,0,0,0,0,0,0.0613,0,0,0,0,0,0,0.0862,0,0,0,0,0,0,0.1002,0,0,0,0,0,0,0,0,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0,0,0.0773,0.0945,0,0,0,0,0,0,0,0,0,0,0,0,0.1094,0.1058,0,0,0,0,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0755,0,0,0,0,0,0,0.1148,0,0.0862,0,0,0,0,0
"N_Depr",0.1129,0,0,0,0.0733,0,0,0,0,0.1341,0,0,0,0.0945,0,0.4154,0,0,0,0,0.0786,0,0,0,0.134,0,0,0.0889,0,0,0.0741,0,0,0
"N_EmoVol",0,0,0.0746,0,0,0.065,0.0834,0,0,0.1173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0888,0.0637,0,0,0,0
"O_IntCur",0.1408,0,0,0,0.0812,0.0899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1458,0,0.1848,0,0.1218,0.0921,0,0,0,0
"O_AesSens",0,0,0,0,0,0.3182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1685,0,0,0,0,0,0,0,0,0.1419,0,0,0
"O_CrtvImag",0,0,0,0,0.0698,0,0,0,0,0,0,0,0,0,0,0.3873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1099,0,0
"angry",0,0,0,0.0817,0,0,0,0,0,0,0.0911,0,0.0847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0949
"argument",0,0,0.0182,0.0142,0,0,0,0,0,0.0271,0,0,0,0.013,0,0,0.0162,0,0.0163,0,0.0145,0,0,0.0201,0,0.0274,0,0,0.0222,0,0,0.019,0.0928,0.0178
