"","E_Scblty","E_Assert","E_EnerLev","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","N_Anxty","N_Depr","N_EmoVol","O_IntCur","O_AesSens","O_CrtvImag","argument","angry","E_Scbltylag","E_Assertlag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_IntCurlag","O_AesSenslag","O_CrtvImaglag","argumentlag","angrylag"
"E_Scblty",0,0,0,0,0,0,0.155,0,0,0,0,0,0.0954,0,0.1513,0,0,0.1089,0,0,0.0796,0,0,0,0,0,0.1615,0.17,0,0,0,0,0,0
"E_Assert",0,0,0,0,0.0534,0,0,0,0,0,0,0,0,0,0,0,0.0786,0,0.087,0,0.0605,0,0,0,0.0688,0.0842,0.0953,0,0,0,0,0.0669,0,0
"E_EnerLev",0,0,0,0,0,0,0,0,0,0,0,0.1008,0,0.0952,0,0,0,0,0.1136,0.0881,0,0,0,0,0.0943,0,0,0,0,0,0,0,0,0
"A_Cmpn",0,0,0,0,0.0809,0,0,0,0,0.1223,0.1565,0,0.0649,0,0,0.2894,0.1156,0,0,0,0.0876,0,0,0,0,0.123,0,0,0,0,0,0,0,0
"A_Rspct",0.1144,0,0,0,0,0,0,0,0.1123,0,0.152,0,0,0,0,0,0,0,0,0,0,0.0895,0,0,0,0,0,0,0,0,0,0,0.4018,0
"A_Trust",0,0,0,0,0.079,0,0.1117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0924,0.0941,0,0,0,0,0,0,0,0,0,0,0
"C_Org",0,0,0,0,0.0971,0,0,0.1173,0,0,0,0.1376,0.0964,0,0.2952,0,0,0,0,0,0,0,0,0.1468,0,0,0,0,0,0,0,0,0,0
"C_Prdctv",0,0,0.0866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1053,0.1142,0,0,0,0,0,0.1044,0,0
"C_Rspnbl",0,0,0,0,0,0,0,0.0766,0,0,0,0,0,0,0,0,0,0.0941,0,0,0,0,0,0,0,0.0911,0,0,0,0,0.0903,0,0,0
"N_Anxty",0.0718,0,0,0,0,0,0,0,0.0638,0,0.1673,0,0,0.0701,0,0,0,0,0,0,0.0611,0,0,0,0.056,0,0.1064,0.1134,0,0,0,0,0.2728,0
"N_Depr",0,0,0,0,0,0,0,0,0,0.7408,0,0.1954,0.1164,0.1695,0,0,0.3086,0.2659,0,0,0,0.1619,0,0,0,0,0.2802,0.7243,0.2363,0,0,0,0,0
"N_EmoVol",0,0.0084,0.0106,0,0.006,0.0045,0.0076,0.0081,0.0069,0.0084,0.0136,0,0,0,0,0.034,0.0142,0.0073,0.0062,0.0061,0.0049,0,0.0091,0.0099,0.0065,0.0101,0.011,0,0.0129,0,0.011,0.0098,0,0.0072
"O_IntCur",0.1634,0.1417,0,0,0,0,0.1965,0,0.1242,0,0,0,0,0.1374,0,0,0,0,0.179,0.1125,0,0.1126,0,0,0,0,0,0,0,0.1107,0,0,0,0.1522
"O_AesSens",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778,0,0,0,0,0,0,0,0.0751,0.0962,0,0,0
"O_CrtvImag",0.2223,0,0,0.1102,0,0,0.2413,0,0,0,0,0,0,0.1286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1177,0,0
"angry",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0606,0,0,0,0.0725,0,0.0574,0,0.0492,0.0597,0.0728,0,0,0,0,0,0,0.0711,0,0,0.0796
"argument",0.0245,0.0271,0,0,0.0244,0,0,0,0,0,0.0439,0,0,0,0,0,0,0,0,0.0254,0,0,0,0.0313,0.0226,0,0,0,0.0356,0,0.0292,0,0.1398,0
