"","E_Scblty","E_Assert","E_EnerLev","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","N_Anxty","N_Depr","N_EmoVol","O_IntCur","O_AesSens","O_CrtvImag","argument","angry","E_Scbltylag","E_Assertlag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_IntCurlag","O_AesSenslag","O_CrtvImaglag","argumentlag","angrylag"
"E_Scblty",0,0,0,0,0.2086,0,0,0,0,0,0,0.1171,0,0.1295,0.0796,0,0,0.1093,0.0724,0,0,0,0.1579,0,0.0815,0,0,0,0.1173,0,0,0,0,0
"E_Assert",0,0,0,0,0,0.2399,0,0.0956,0,0,0,0.2155,0,0,0,0,0,0.1449,0.0933,0,0.0911,0.2854,0.2142,0,0,0,0.1846,0,0,0,0,0.1341,0,0
"E_EnerLev",0,0,0,0,0,0,0,0,0,0,0,0,0,0.1456,0,0,0.2204,0,0,0.1118,0,0,0,0,0.0932,0,0,0,0,0,0,0,0,0
"A_Cmpn",0.2048,0,0,0,0,0,0,0,0,0,0,0,0.244,0,0,0,0,0.1942,0,0,0.1088,0,0,0,0,0,0,0,0,0,0.2289,0,0,0
"A_Rspct",0.1408,0.0598,0,0.0437,0,0.1045,0.0647,0,0.1172,0,0,0,0,0,0.0645,0,0,0.0976,0.0716,0,0,0.1551,0.1211,0,0,0,0.0815,0,0.1311,0,0,0,0,0.1445
"A_Trust",0,0.0626,0,0.0436,0,0,0,0,0.1061,0,0,0,0,0,0,0.1709,0.1406,0,0,0.0657,0,0.1401,0.105,0,0,0.101,0,0,0,0,0,0,0.1245,0
"C_Org",0,0.0828,0,0,0,0,0,0,0,0,0,0,0,0.1614,0,0,0,0.1414,0.0846,0,0,0,0,0.1237,0.1059,0.1773,0,0.2051,0.1452,0,0,0,0,0
"C_Prdctv",0,0,0,0,0.241,0,0,0,0.3107,0,0,0.1813,0.2007,0.1755,0,0,0,0,0.1076,0.1225,0,0,0,0,0.1126,0,0,0.3204,0,0,0,0,0,0
"C_Rspnbl",0,0,0,0.0425,0,0,0,0.064,0,0,0.1188,0,0.0949,0,0.0508,0,0.144,0.0848,0.0432,0,0.0389,0,0,0,0.0457,0.0927,0,0,0,0,0.0829,0.0606,0,0
"N_Anxty",0.1787,0,0.1561,0,0,0,0,0,0,0,0.4422,0,0,0.2364,0.1318,0,0,0,0,0,0,0,0,0,0,0,0.1955,0.3032,0,0,0,0.1589,0,0.2775
"N_Depr",0.0093,0.0112,0.0299,0.0071,0.0283,0.0142,0.0276,0.0113,0,0.063,0,0,0,0,0.0102,0.1371,0,0.0248,0.0068,0.0144,0.0094,0.0289,0.0256,0.0105,0.0095,0.0316,0.0305,0.0282,0.0183,0.0146,0.0139,0.0204,0,0.0323
"N_EmoVol",0,0,0,0,0,0,0.0897,0,0,0,0.1725,0,0,0,0,0,0.2952,0,0,0,0,0,0,0,0,0,0,0,0.1155,0,0,0,0,0
"O_IntCur",0,0.047,0,0,0,0,0,0,0,0,0.1103,0,0,0,0,0,0,0,0.0487,0,0,0,0,0,0,0.1023,0,0,0,0.0937,0,0,0.11,0.1187
"O_AesSens",0,0,0,0,0.0965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0505,0,0,0,0.0598,0,0,0.061,0.0994,0,0.0679,0.0671,0,0.1044,0
"O_CrtvImag",0,0,0,0,0,0.1799,0,0,0,0,0,0,0,0,0,0,0,0,0.0905,0,0,0.2534,0,0,0,0,0,0,0,0,0,0.1234,0,0
"angry",0,0,0,0,0,0.3428,0.1492,0,0.2906,0.198,0,0.8479,0,0,0,0.7716,0,0,0,0.2697,0,0,0.272,0,0,0,0,0,0,0.583,0.2969,0,0,1.2505
"argument",0,0,0,0,0,0,0,0,0,0,0.1144,0.1395,0,0,0,0,0,0,0,0.0684,0,0,0,0,0,0,0.0728,0.1042,0,0,0,0,0.1192,0.1487
