"","E_Scblty","E_Assert","E_EnerLev","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","N_Anxty","N_Depr","N_EmoVol","O_IntCur","O_AesSens","O_CrtvImag","argument","angry","E_Scbltylag","E_Assertlag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_IntCurlag","O_AesSenslag","O_CrtvImaglag","argumentlag","angrylag"
"E_Scblty",0,0,0,0,0,0,0,0,0.09,0.4835,0,0,0,0,0.1927,0,0,0.1125,0,0,0,0,0,0,0,0,0,0,0,0,0.1113,0,0,0
"E_Assert",0,0,0.0566,0,0,0,0,0,0.0778,0,0,0,0,0,0,0,0,0,0.0783,0,0,0,0,0,0.1046,0,0.1119,0,0.1386,0,0,0,0,0
"E_EnerLev",0.0799,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0954,0.0871,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Cmpn",0,0,0,0,0.1648,0,0.0685,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0853,0,0,0,0,0,0,0,0,0.1512,0,0,0,0
"A_Rspct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1009,0,0,0,0,0,0,0,0,0,0,0,0
"A_Trust",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2007,0.0882,0.075,0,0,0,0,0,0,0,0,0,0
"C_Org",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1489,0,0,0,0,0,0,0,0,0.0826,0,0,0,0,0,0,0,0,0,0
"C_Prdctv",0,0,0,0,0,0,0,0,0,0.0787,0,0,0,0,0,0,0.0607,0,0,0,0,0,0,0,0.0865,0,0,0,0,0,0,0,0,0
"C_Rspnbl",0,0.376,0,0,0,0,0.1664,0,0,0,0.287,0,0,0.3534,0,0,0,0,0,0,0,0,0,0,0,0.1337,0,0,0.4817,0,0,0,0,0
"N_Anxty",0.1443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1162,0,0.141,0,0,0,0,0
"N_Depr",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0581,0,0,0,0,0,0,0,0,0,0,0.0962,0,0,0,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0901,0,0,0,0,0.0433
"O_IntCur",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0996,0,0,0,0
"O_AesSens",0,0,0,0,0.218,0,0,0,0.1752,0,0,0,0,0,0,0,0,0,0,0,0.1067,0,0,0,0,0,0,0,0,0.1919,0.0977,0,0.6283,0
"O_CrtvImag",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.089,0,0,0,0,0.0824,0,0
"angry",0,0,0,0,0,0.0692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1682,0,0,0,0.0608,0,0,0,0,0,0,0,0.0902
"argument",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133,0
