"","E_Scblty","E_Assert","E_EnerLev","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","N_Anxty","N_Depr","N_EmoVol","O_IntCur","O_AesSens","O_CrtvImag","argument","angry","E_Scbltylag","E_Assertlag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_IntCurlag","O_AesSenslag","O_CrtvImaglag","argumentlag","angrylag"
"E_Scblty",0,0,0,0,0,0,-0.2094,0,0,0,0,0,0,0,0,0,-0.1987,0.0861,0.2157,0,0,0,0,0,0,0,0.1582,0,0,0,0,0,0,0.3966
"E_Assert",0,0,0,0,0,-0.4236,0,0,0,0,0,0,0,0,0,-0.3306,-0.1058,0.1633,-0.1317,-0.2971,-0.3741,0,0,0,-0.0877,0.1909,0,0.1315,0.3581,-0.1769,0,-0.1714,0,0.3125
"E_EnerLev",0,0,0,0.0535,0,0,0,0,0,0,0,-0.816,0,0,0,0.2751,0.3237,0,0.2357,-0.4516,-0.1819,-0.6919,0.411,0,-0.0743,-0.2448,0.1582,0,0,0.3613,0,0.5601,0.4911,0
"A_Cmpn",0,0,0,0,-0.453,0,-0.2518,0,0,0,0.2553,-0.3458,0.9904,-0.2506,0,0,0,-0.4062,-0.101,0,-0.3502,-0.5665,0,-0.4811,-0.736,0,0,0,0,-0.1306,-0.1357,0,0,0
"A_Rspct",0,0,0,0,0,-0.1433,0,0,0,0.4278,0,0,0,0,0,0,0,-0.2044,0,-0.0075,-0.194,-0.1168,0,0,-0.287,0,0,0,0,0,0,0,0,0
"A_Trust",0,0,0,0,0.3429,0,0,0,0.213,0,0,-0.1924,0,0,0,-0.3752,0,0.482,0.2386,-0.1545,-0.2358,-0.2056,0.1748,0,0,0,0,0,0.2574,0,0.144,0,0.023,0
"C_Org",0,0,-0.136,0,0,0,0,0.172,0,0,0,0,-0.3056,0,0,0,0,0.1216,0.1915,-0.5924,0,0,0,-0.307,0,0.1323,0.136,-0.4961,0.1725,-0.1677,0,0,0,-0.1089
"C_Prdctv",-0.1333,0,0.0291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1879,-0.2477,0.3236,0,0,0.0623,0,0,0,0,0.2066,0,-0.2733,0,0
"C_Rspnbl",-0.2407,0,0.5496,0,0,0,0,0,0,0,0,0,-0.1798,0,0.3893,0,0,0,0,0,0,0,0,0,0,0.0452,0,0.0641,0,0,0.139,0,0,0.3511
"N_Anxty",0.0985,0.577,0.0835,0,-0.4526,0.3173,0.1494,0,-0.1683,0,-0.4072,0.7501,0,-0.0589,0.3506,0.9719,-0.0813,-0.3239,0.0542,0.8363,0.6262,0.0989,0,-0.0053,0.1941,0,-0.5996,-0.7584,-0.7764,-0.2894,-0.2218,0,0.4516,-0.1607
"N_Depr",0,0,0.2571,0,0.1668,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1265,0,0,-0.2455,0,0.2886,0,0,0,0.0896,0,0,0,0,0,0.1856
"N_EmoVol",0,0,0.2086,0.479,0,0.1009,0,0,0.5542,-0.5511,0,0,0,0.2175,-0.3654,0,0,0,0,0,0,0,0,0,0,0,0,0.3347,-0.1382,0.1935,0,0,0,0
"O_IntCur",-0.2879,0,0,-0.8829,0,0,0,0,0.6259,0.3216,0.5006,0,0,0,0,0,0,0.2791,0,0,0,0,0,0,0,0,0,0,0,0.3819,0,-0.6661,0,0
"O_AesSens",0.2136,-0.171,0,0,-0.2667,-0.15,0,0,0,-0.4524,0,0,0.2811,0,0,0,0,0,-0.1649,0,-0.2435,0,0.2668,0,-0.5343,0,-0.572,0,0,-0.125,-0.1869,0,0,-0.1471
"O_CrtvImag",0,-0.2487,0,-0.3286,0,0,-0.1597,0,0,0,0.3639,0,0,-0.0892,0,0,0,0,0,-0.5914,-0.3041,0,0,0,-0.4742,0,0,0,0.2717,0,0.3097,-0.1532,0,0.1728
"angry",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2878,0,0.1293,-0.1363,0,0,0.2778,0,0,0,-0.1769,0,0.3519,0,-0.2897,-0.1699,0,0,0.0419
"argument",0,0,0,0,0,0,-0.2134,-0.1894,0,0,0,0,0,0.1715,0,0,0,0,0,-0.2519,-0.03,0.3219,0,0,0,0,0,0.1751,0.372,0,0,0,-0.2062,0
