"","E_Scblty","E_Assert","E_EnerLev","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","N_Anxty","N_Depr","N_EmoVol","O_IntCur","O_AesSens","O_CrtvImag","argument","angry","E_Scbltylag","E_Assertlag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_IntCurlag","O_AesSenslag","O_CrtvImaglag","argumentlag","angrylag"
"E_Scblty",0,0,0,0,0.0242,0,0,0,0,0,0,0,0,0,0.1638,0.445,0,0.3032,0,0,-0.3231,0,0,0,-0.2164,0,0,0,0,0,0,0,0,0
"E_Assert",0,0,0.1859,-0.4395,0,-0.4379,0,0,0.0578,-0.3068,0.7766,0,0,0,-0.4687,0,-0.5939,-0.7689,0.2458,0,0,0,0,0.1812,-0.22,0,0,0.3323,-0.418,-0.1207,-0.3914,0,0.6362,0
"E_EnerLev",0.2157,0,0,0,0,0,0.3888,0,0,0,0,-0.3563,0,0,0,0,0,0,0,0.4855,0,0,0,0.3332,0,0,0,0,0,0,0,0,0,0
"A_Cmpn",0,0,-0.0439,0,0,0.7973,0,0.7769,-0.2659,0,0,0.4913,-0.1804,0,0,0,0,0,0,-0.6151,-0.5564,0,0.3428,-0.4079,0.809,0.1768,-0.0556,0,0.3673,0,0,0,0.1899,0
"A_Rspct",0,0,0,0,0,0,0,0,0.059,0.2075,0,0,0,0,-0.4216,0,0,0,0.3889,0,0,0.0852,0,0,0,0,0,0,-0.2542,0,0,0.1107,0,0
"A_Trust",0,0,0,0,0,0,0.2351,0,0,0,0,0.7471,0,0,0,0.2247,-1.0946,0,0,0,0,0,-0.0842,0.7168,0,0,0,0,0,0,0,0,0,0
"C_Org",0,0,-0.5493,0,0,0,0,0,0,0,0,0.294,0,0.2052,0,0,0,0,0,-0.0348,0.3672,0,0,0.3199,0,-0.2194,0,-0.2671,0,0,-0.2055,0,0,0
"C_Prdctv",0,0,0.2263,0,0,-0.0978,0,0,0,0,0,0,0.2653,0,0,0,0,0,0,0,0,0,0,0,-0.2926,0,0,0,0,0,0,0,0,0.0961
"C_Rspnbl",-0.4185,0,0,0.2371,0.4949,0,0,0,0,0,0.2617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4453,0,0,0,0,0,0,0,-0.2565
"N_Anxty",0,0,0,0,0,0,0,0,0,0,0,0,0.2186,0,-0.3236,-0.3796,0,0,0,0,0,0,0,0,0,0.158,0.4641,0,0,0,-0.2946,0,0,0
"N_Depr",0,-0.4877,0,0,0.3089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3614,0,0.1937,-0.4836,0,0,0,0,0
"N_EmoVol",-0.4454,0.8819,0,0,0,0,0,0,0,0.2216,-0.4304,0,-0.0981,-0.5172,0,0,0,0.3973,0,-0.2899,0,0,0,-0.2696,0,0,0,0,-0.2244,0,0,0,0,0
"O_IntCur",0,0,0,0,0,0,0,0,0,0,0.162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019,0,0,0,0
"O_AesSens",-0.0452,0.1692,-0.176,0.8341,0.4534,0.4293,-0.0672,0,-0.3826,0.394,0.1144,0,0.1584,0,0.0849,0.4614,-0.3252,0,0.1947,-0.214,-0.021,0.2037,0.3281,0.253,0.4315,-0.5415,-0.1648,0,0,-0.5104,0.5109,0,-0.3472,-0.4263
"O_CrtvImag",0,0.1661,0,0,0,0,0,0,0.5604,0,0,0.4194,0.1482,0.691,0,0,0,0,0,0,0,-0.4,0,0,0,0,0,0.2819,0,0,0,-0.2374,0,0
"angry",0,0,-0.1876,0.6674,0,0.538,0,0,-0.2798,0,0.4727,0,0,0,0,0,0,-0.268,0.529,0,0,-0.3914,0.2052,0.4755,0.2242,0,0.4059,0,0,-0.2923,0,0,0,-1.0351
"argument",0.017,0,0,0,0,0,0,0,0,0,0,0,0,0.0707,0,0,0,0,0,0,0,0,0,-0.4281,0,0,0.3458,0,0,-0.2035,-0.2567,-0.1705,0.1073,0
