"","E_Scblty","E_Assert","E_EnerLev","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","N_Anxty","N_Depr","N_EmoVol","O_IntCur","O_AesSens","O_CrtvImag","argument","angry","E_Scbltylag","E_Assertlag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_IntCurlag","O_AesSenslag","O_CrtvImaglag","argumentlag","angrylag"
"E_Scblty",0,0,0,0,0,0,0,-0.426,0.8044,-0.3463,0,0,0,0.365,0,0,0,0.2866,0,0,0,0.0977,0.161,0,-0.0066,0,-0.2766,-0.1154,0.3759,-0.4995,-0.2653,-0.1931,0,-0.1643
"E_Assert",0,0,-0.1994,0,0,0,0.4062,0,0,0.325,0,0,0,0,-0.0152,0.294,0,0,0.1589,-0.0122,0.1516,-0.4264,0.3443,-0.3321,0.1591,0,0,0,0,0,0.5501,0.1461,0.2133,0.3289
"E_EnerLev",0,0,0,0,0,-0.7146,0,0.0906,0,0,0,0,0,0,0.0827,0,-0.5467,0,-0.1591,-0.1056,0,0,0,0,0,0,-0.0601,0.2849,0,0.2612,0,0,0,0
"A_Cmpn",0,0,0,0,0,0,-0.1477,0,0,0,-0.0749,0,0,0.4466,0,0,0,0.1979,-0.303,0,-0.0388,0,0,0,0,-0.2791,0,0,0,-0.1624,0,0,0,0
"A_Rspct",0,-0.7327,0,0,0,0,0,0,0,0,0,1.1422,0,0,0,0,-0.415,0,0.333,0,0,-0.0399,0,-0.3052,0,0,0,0,-0.1754,-0.4444,0.7389,0,0,0.6677
"A_Trust",-0.2461,0,0.4448,-0.3116,0.4805,0,0,-0.5072,-0.0927,0,-0.3563,0,0,0,-0.5769,0,0,0.2845,-0.6059,0.2442,0.3995,0,0.1214,0.4313,0,-0.5793,0.3223,0.3714,0.2029,0.0882,0.1285,0,0,0
"C_Org",0,-0.2566,0,0,0,0,0,0.4165,0,0,0,0,0,0,0,0,0,0,0.2038,0,0,0,-0.1005,-0.0411,0,0,-0.1883,0,0,-0.2156,-0.1636,0,0,0
"C_Prdctv",0,0,0,0,-0.2333,0,0,0,0.3277,0.3731,0,0,-0.1364,0,0,0,0,0.3026,0,0,0.2906,0.1183,0.3922,0,0.2862,-0.1115,0,0,0.095,0,0,0,0.2585,0
"C_Rspnbl",-0.1638,0,0,0,0,0,0.2132,-0.3101,0,-0.2513,0,-0.0814,0,0,0.5579,-0.3928,0,0,0,0.3815,0,0,0,0,-0.4825,0.0097,0,0,-0.3176,0,0,0,0,0
"N_Anxty",0.7786,-0.5172,-0.3926,0,0,0,0,0,0,0,-0.8621,0,-0.2531,0.4006,0,0,0.4528,0,0,0,0,0,0,-0.1282,0,0,0.0384,0,0,0,0,-0.6084,-0.2972,0
"N_Depr",0,0,0.5122,0.0606,-0.3718,0,0,0,0,1.5502,0,0.7022,0.1057,0.3273,0.453,0,-1.1471,0,0,0,0,0,0.4266,0,0,0,0.6823,0.7071,0,0,0.4315,0.3521,0,0.279
"N_EmoVol",0,-0.6156,0.1276,0,-1.1375,-0.5749,0,0,0,0,0,0,0.5793,0,0,0,0,0,0,0.3019,0,0.3211,0,-0.3272,0,0,-0.5068,0,0.6568,0,0,0,0,0.5103
"O_IntCur",0,0,-0.3292,-0.4397,0.5777,0,0,0.5697,-0.4455,0.212,-1.0635,0,0,-0.9893,0,0,0.0555,-0.3731,0,0.1561,0,-1.391,0,0.405,0,0,0.5246,0.7258,-0.2572,0.69,0,0.3878,0,-0.5942
"O_AesSens",0.2621,-0.1759,0,-0.4314,0.3999,-0.0364,0,0.152,0,0,0,0,0,0,0.5684,0,0,-0.302,0,-0.2483,0,-0.6761,0,0,0.2274,0,0.1207,0,-0.1961,0.6017,-0.0239,0.0922,0,0
"O_CrtvImag",-0.1218,-0.4623,-0.3997,-0.1688,0,0,-0.1104,0.2236,0,0,0,0,0.4018,-0.2807,0,0.7334,-1.2715,-0.3708,0,-0.2048,0.1304,0,-0.2669,0,0.3798,0,0.3602,0.8955,0.4416,0,0.5031,0.0449,0,-0.1735
"angry",-0.4716,0.1382,0.3931,0,0,0.0431,0,-0.6219,0,0.3375,0.6202,0,-0.8587,0.6142,-0.136,0.3412,0,0.1346,0,0.1267,0,0.5878,0.1529,0.2666,0,-0.1308,0.0929,0.7273,-0.4503,-0.7044,0.1344,0.2693,0.8938,-0.3178
"argument",0.3285,0,0,0.1672,0,0.0473,0.3547,0,0,0,0,0.1523,-0.1906,0,0,0,0,0.0067,-0.0651,0,0.1791,0,0.3606,0,-0.3579,0.0894,0,0,0,0.2466,0.1092,-0.1196,0.0028,0
