"","E_Scblty","E_Assert","E_EnerLev","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","N_Anxty","N_Depr","N_EmoVol","O_IntCur","O_AesSens","O_CrtvImag","argument","angry","E_Scbltylag","E_Assertlag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_IntCurlag","O_AesSenslag","O_CrtvImaglag","argumentlag","angrylag"
"E_Scblty",0,0.2385,0.2717,0,0,0,0,0.3442,0.2236,0,0,0,0.318,0,0,0.7872,0.2951,0.1292,0,0,0.2629,0,0.1859,0.1842,0.1907,0,0.2631,0,0,0.2446,0,0.2629,0.7686,0.2858
"E_Assert",0.1137,0,0.137,0,0.1447,0,0,0,0.1422,0.1935,0,0,0,0.1683,0,0.4438,0.1818,0,0.1198,0.1567,0.1962,0,0,0,0.0972,0,0.1955,0.1438,0,0,0.2091,0.1738,0,0.1224
"E_EnerLev",0,0.2331,0,0.2945,0.2482,0,0.1918,0.193,0.1651,0,0,0,0,0,0.4102,0,0,0,0.1733,0.2465,0.254,0,0,0,0,0,0,0,0.1239,0.1699,0,0,0.5182,0
"A_Cmpn",0.0853,0,0.1339,0,0.1342,0.1011,0,0,0.0874,0,0,0,0.1156,0,0,0,0,0,0,0,0.1482,0,0.1132,0,0,0.0845,0,0.1116,0,0.0939,0.1765,0,0,0
"A_Rspct",0,0,0.3255,0.5804,0,0,0,0,0,0.4405,0,0,0,0,0,0,0,0.1591,0,0,0,0.2205,0,0.2098,0,0,0,0.2466,0,0,0,0,0,0
"A_Trust",0,0,0,0,0,0,0,0,0,0.1746,0,0.1083,0,0,0.1439,0,0,0,0,0,0,0,0.1357,0,0.1265,0,0,0,0,0,0,0,0,0
"C_Org",0,0.1128,0.1363,0,0,0,0,0,0,0,0,0,0,0.1797,0,0,0,0,0,0.1248,0,0,0,0.1056,0,0,0,0.1118,0.0868,0.0911,0,0,0,0
"C_Prdctv",0.2769,0,0.4521,0,0,0,0,0,0,0,0.3556,0.2352,0,1.2553,0,0,0,0,0.3031,0,0,0,0,0.4051,0.2659,0,0.4525,0,0.36,0,0.5465,0.3319,0.7867,0
"C_Rspnbl",0,0,0,0,0.2052,0,0.1482,0.1697,0,0,0.2115,0,0,0.2268,0,0.4805,0,0,0,0,0.1833,0.1601,0,0,0,0.1332,0,0,0.1458,0,0.2763,0.199,0.4059,0
"N_Anxty",0.0768,0.0488,0,0.0978,0.1862,0.0916,0.1368,0.1137,0.0782,0,0.1266,0.0627,0,0.2354,0.1008,0,0,0.0184,0.0502,0.0625,0.1068,0.0803,0.0955,0.0746,0.035,0.0486,0.1552,0.0881,0.1036,0.1479,0,0.0694,0.3868,0
"N_Depr",0.0891,0,0,0.1528,0,0.1089,0.1213,0.144,0.1503,0.1482,0,0.0965,0.1219,0,0,0.64,0.1629,0.0786,0,0,0,0.1241,0,0,0,0,0,0.1504,0.0994,0,0,0.1571,0.3397,0.1487
"N_EmoVol",0,0.127,0.1501,0,0.1438,0,0,0,0.1334,0,0,0,0.1619,0,0,0,0.1738,0,0,0.1601,0,0,0.1199,0,0.1243,0.1239,0,0.1357,0.1081,0.115,0,0,0,0.1503
"O_IntCur",0.1477,0,0.3128,0,0,0.1668,0,0,0,0,0,0,0,0,0.2258,0.4629,0,0,0,0,0,0,0,0,0.1411,0,0,0,0.1335,0.1336,0,0,0.5445,0.1306
"O_AesSens",0,0.0642,0.0698,0.0758,0,0.0576,0,0.0881,0,0.104,0,0,0.1132,0,0.1118,0,0,0.0557,0.1043,0.0587,0.0774,0,0.0597,0.0679,0.0543,0,0,0.0903,0.0437,0.0778,0.1028,0.0973,0.4497,0.0944
"O_CrtvImag",0,0.0933,0.1654,0,0,0.1555,0,0,0,0.2268,0,0.1351,0.149,0.1932,0,0,0,0.0978,0.155,0.153,0.2107,0.1198,0.113,0.127,0.1067,0.1477,0.2146,0.1595,0.1247,0.137,0,0.0963,0.52,0.1734
"angry",0,0,0,0.1785,0.1737,0,0.1553,0.1896,0.1237,0,0.159,0,0,0,0.1595,0,0,0,0.1614,0.1744,0,0.1445,0,0,0,0,0,0,0.132,0.1325,0.2782,0.1882,0,0.1429
"argument",0,0,0,0,0,0,0,0,0,0,0.1148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045,0.0669,0,0,0,0,0,0.1486,0.0548
