"","E_Scblty","E_Assert","E_EnerLev","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","N_Anxty","N_Depr","N_EmoVol","O_IntCur","O_AesSens","O_CrtvImag","argument","angry","E_Scbltylag","E_Assertlag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_IntCurlag","O_AesSenslag","O_CrtvImaglag","argumentlag","angrylag"
"E_Scblty",0,0.1737,0,0.2778,0,0,0,0.1832,0.2197,0.2367,0.3958,0.1781,0,0,0,0.4565,0.1902,0.1324,0,0,0.2154,0,0.1786,0,0.1136,0,0.1476,0,0.1729,0.2533,0.1965,0,0,0
"E_Assert",0,0,0,0,0,0.1548,0,0,0,0,0,0,0,0,0.23,0,0,0,0.1468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1285
"E_EnerLev",0,0,0,0,0,0.108,0,0,0.1213,0,0,0,0,0,0,0,0.1096,0,0,0.1025,0.1346,0,0,0.0739,0.0707,0,0.0976,0,0.1027,0.1086,0,0,0,0
"A_Cmpn",0,0,0,0,0,0,0,0,0,0,0.1611,0,0,0,0,0,0.0655,0,0,0,0.1243,0,0,0,0,0,0,0,0.0816,0.0901,0,0,0,0.0695
"A_Rspct",0,0,0,0,0,0,0.1042,0,0,0,0,0,0.2,0,0.2117,0.3182,0.1626,0,0.1269,0,0,0.1573,0,0,0,0,0,0,0,0,0,0,0,0.1332
"A_Trust",0,0,0,0,0,0,0,0.0817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1134,0,0,0,0.1276,0,0,0,0,0.1441,0,0
"C_Org",0.1148,0.1283,0,0,0,0,0,0,0,0,0,0,0,0.1638,0.1652,0,0,0,0,0,0,0,0,0.1068,0.1059,0,0,0,0.1581,0,0,0,0,0
"C_Prdctv",0.8672,0,0,0,0,0,0,0,0.4392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2524,0,0,0,0,0,0.5547,0.5171,0,0
"C_Rspnbl",0,0,0,0,0,0,0.0795,0,0,0,0.3459,0.1163,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1312,0,0,0,0,0,0,0,0
"N_Anxty",0,0,0,0.1295,0,0,0,0.0773,0,0,0,0.0965,0,0.1188,0.1261,0.2259,0,0,0.1071,0,0,0,0.1102,0,0.0674,0,0.1167,0,0,0.1134,0,0.1222,0,0
"N_Depr",0,0,0,0,0,0,0,0,0.0961,0,0,0,0,0,0,0.1528,0,0,0,0.0651,0,0.0828,0,0,0,0,0,0.1286,0,0,0,0.068,0,0
"N_EmoVol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1006,0,0,0,0,0,0,0,0,0.1035,0,0,0.0993,0.2148,0.0756
"O_IntCur",0.0664,0,0,0,0.1075,0,0,0,0,0,0,0,0,0.0975,0,0,0,0.0755,0,0,0.1227,0,0,0.0622,0,0.1017,0,0,0,0.0999,0,0,0,0
"O_AesSens",0,0,0.0985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0975,0,0.1358,0,0.091,0,0,0,0,0,0,0,0.1041,0,0,0
"O_CrtvImag",0.0766,0.1032,0,0,0.1121,0,0,0.0683,0,0,0.172,0.1214,0,0.0886,0,0,0,0,0,0,0,0,0,0,0,0.1021,0,0.175,0.1176,0,0,0.1264,0.2518,0.0925
"angry",0,0.1157,0.1835,0,0.1802,0,0,0,0.1359,0,0,0,0,0,0,0,0,0,0,0,0.1867,0,0.1306,0,0.0973,0,0,0,0,0,0,0,0,0.1087
"argument",0.0306,0.0314,0,0,0,0,0.0276,0.0304,0,0.0394,0,0,0.0369,0.0443,0.0453,0,0,0.0308,0.0412,0.0358,0,0.0375,0.0394,0.0241,0.0236,0.0479,0,0,0.037,0,0.0352,0,0.0908,0
