"","E_Scblty","E_Assert","E_EnerLev","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","N_Anxty","N_Depr","N_EmoVol","O_IntCur","O_AesSens","O_CrtvImag","argument","angry","E_Scbltylag","E_Assertlag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_IntCurlag","O_AesSenslag","O_CrtvImaglag","argumentlag","angrylag"
"E_Scblty",0,0.0447,0,0.0681,0.0843,0.0696,0.0486,0,0.086,0.0888,0.1184,0.0625,0.0495,0,0.0742,0,0.0811,0.0451,0.0421,0.0586,0,0.0818,0,0.0555,0.0719,0.0611,0.0619,0.0983,0.089,0.0633,0.0497,0,0.6007,0
"E_Assert",0,0,0,0,0,0.2621,0.1254,0,0.1875,0,0,0,0,0,0,0,0,0,0.1212,0,0,0,0.2083,0,0,0,0,0,0,0,0.1841,0,0,0
"E_EnerLev",0,0,0,0,0,0,0.138,0,0,0.3197,0,0.1882,0,0,0,0,0,0,0.1367,0.1343,0,0,0,0.1854,0,0.2291,0,0.3542,0,0,0,0,0,0
"A_Cmpn",0,0,0,0,0,0,0,0,0,0,0,0.0932,0,0,0,0,0,0.0487,0.0494,0,0.1301,0,0,0,0.0955,0,0,0.146,0,0,0,0,0,0.0855
"A_Rspct",0.1071,0,0,0.1888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188,0.1353,0,0,0,0,0,0,0,0.1035,0,0.1419,0,0
"A_Trust",0,0.0796,0,0,0.1009,0,0,0,0,0.1042,0,0,0.0677,0,0,0,0,0,0,0,0,0.1021,0.1093,0,0,0,0,0,0,0,0,0.114,0.2977,0
"C_Org",0.1148,0,0,0,0,0,0,0,0,0,0,0,0,0.2685,0.2761,0,0,0,0.1283,0,0,0,0,0.1603,0.248,0,0,0,0.2024,0.165,0,0,0.5816,0
"C_Prdctv",0.0479,0,0,0.1209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0811,0,0,0.1036,0,0,0,0,0,0,0,0,0.0796
"C_Rspnbl",0,0,0,0,0,0,0,0.134,0,0,0.1748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122,0,0,0,0,0,0,0,0
"N_Anxty",0,0,0.1605,0.2542,0,0,0,0,0,0,0,0.1911,0,0,0,0,0,0.1229,0,0.0959,0,0,0,0.1208,0,0,0.1674,0,0,0,0,0.1698,0,0
"N_Depr",0,0.0369,0,0,0,0,0,0,0,0,0,0.046,0,0,0,0,0.063,0,0,0,0,0,0,0,0,0,0,0.1009,0.0511,0,0,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,0.1842,0,0.1701,0,0,0,0,0,0,0,0,0,0,0.1817,0,0,0,0,0,0,0,0.112,0,0.1186,0,0,0
"O_IntCur",0.0879,0,0,0.1882,0,0,0,0,0,0,0.2184,0.1116,0,0,0,0,0,0,0.0834,0,0,0,0,0,0.1836,0,0.1366,0,0,0.1015,0,0,0,0
"O_AesSens",0,0,0,0.1942,0,0,0.1504,0,0.1326,0,0,0,0,0,0,0,0,0,0.0922,0,0,0,0,0,0,0,0,0,0,0,0.1306,0.1376,0,0.1568
"O_CrtvImag",0,0,0.0507,0,0,0,0.0779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0971,0,0,0,0,0,0,0,0,0,0.0881,0,0.0997
"angry",0,0,0,0,0,0,0,0,0,0.107,0,0,0,0,0,0,0,0.0678,0,0,0,0,0,0,0,0,0,0,0,0,0.1061,0,0,0.1072
"argument",0.0275,0.021,0.0196,0,0.0356,0.0406,0,0,0,0,0,0.0304,0,0,0.0451,0,0,0.0297,0,0,0,0.0544,0,0,0.0453,0.0377,0,0.0709,0,0.0321,0,0,0.1926,0.056
