"","E_Scblty","E_Assert","E_EnerLev","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","N_Anxty","N_Depr","N_EmoVol","O_IntCur","O_AesSens","O_CrtvImag","argument","angry","E_Scbltylag","E_Assertlag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_IntCurlag","O_AesSenslag","O_CrtvImaglag","argumentlag","angrylag"
"E_Scblty",0,0.1983,0,0.1295,-0.1148,0,-0.2932,0,0,0,0,0.1397,0,0,0,0,0,0.1164,0,0,0,0,0,0,-0.1371,-0.2429,-0.2307,0,0,0,0,0,0,0
"E_Assert",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_EnerLev",0,0,0,0,0,0.1898,0,0,0.1153,0,0,0,0,0,0.2151,0.2087,-0.4705,0,0,0.0731,0,-0.1149,0,0,0,0,0,0,0,0.154,0,0,0.172,0
"A_Cmpn",0,0,0,0,0,0,0,0,0,-0.2163,0.3313,0,0.5095,0,-0.0126,0,-0.2752,0.4182,-0.3952,-0.2357,0.3695,0,0,0.2936,0,0,0,0.0237,-0.3107,0,-0.1394,0,0.2655,0
"A_Rspct",0,-0.0061,0,0,0,0,-0.2306,0,0,0.6307,0,0,0.744,0,0,0,0,0,0.1013,0,0,-0.1732,0,0.1412,0.2515,0,0,0,0,0,0,0,-0.2827,0
"A_Trust",0,-0.0321,0.0404,0.4145,-0.173,0,-0.1286,0,0.4739,0.4472,-0.5091,0.2096,-0.5896,0.2615,0,0,0,0.099,0.6077,0.7167,-0.2853,0,-0.1303,-0.3909,-0.2385,-0.1174,-0.592,0.3144,0.0583,0,0.6614,0,-0.5833,-0.0455
"C_Org",0,0,-0.3606,-0.2815,0,0,0,0,0,0,0,0,0,-0.471,0,0,0,-0.0513,-0.2825,0.2115,0.1917,0,0.1915,0.1447,0,0,-0.4306,0,-0.5193,0,0.4535,-0.8959,-0.2107,0.2616
"C_Prdctv",0,0,0.4257,0,0,0,0,0,0.4906,0,0.1282,0,-0.2711,0.2404,0,0,0.2631,0,0.1879,0,0,0,0,0,0.3225,-0.3619,0,0,0,0,0,0,0.2472,-0.3931
"C_Rspnbl",0,0,0,-0.4027,0,0,0.2074,0,0,0.0012,0,0,0,0,0,0,0,0.3255,-0.5158,0,0,-0.4285,0,0,0,-0.1296,0,0,0,-0.2615,0,-0.3123,-0.1493,0.1287
"N_Anxty",0.177,-0.0601,0,0,0,0,0,0,-0.2072,0,0,0,0.183,0,-0.1699,0,0,-0.3164,-0.3701,-0.3947,0,0,0.2568,-0.0786,0,0.0651,0.2488,0,-0.2371,0.6339,-0.4037,0,0.2261,0
"N_Depr",0,0,0.1987,0,0,0,0,0,0,0,0,0.336,0,0,0.194,0,0,-0.2897,0,0,0,0,0,-0.301,0,0,0,0.5547,0,0.339,0,0,-0.1905,0
"N_EmoVol",0,-0.2312,0,0,0.2186,0,0,0.2474,0,0,0,0,0.4033,0,0,0,0.0263,0,0,0,0,0,0,0,0,0.1269,0.2936,-0.1715,-0.0902,0,-0.4221,0.4032,0,0.2809
"O_IntCur",0.4034,0.2371,0.4197,0,-0.7229,0,0,-0.6265,0.2576,0,0,0,0,0.2722,0,0.1738,0,0,0.4302,0.2224,-0.2438,0,0,0,0.3887,-0.558,0,0,0.2309,0.2643,0,0,0,0
"O_AesSens",0,0,-0.0163,0,0,0,0,-0.6075,0,0,0,0,0,0,0.1763,0,-0.1589,-0.2251,0,0,0,0,0,0,0,-0.0137,-0.199,0,0,0,-6e-04,-0.3199,0,0
"O_CrtvImag",0,0,0,0,-0.2836,0.2561,0,0,0,0,-0.3543,0,0,0,0,-0.2271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1154,0,0
"angry",-0.1268,0,-0.1791,0,0,0,-0.9287,0,0,0,0.1296,0,0.2271,-0.0512,-0.4333,0,0,0.4155,-0.1497,0.2796,-0.1103,0,0,0.2704,-0.4388,0,-0.4982,0,-0.4329,0.1013,0,-0.4335,0,0.4159
"argument",0,0,0,0,0,0.1793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0439,0
