"","E_Scblty","E_Assert","E_EnerLev","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","N_Anxty","N_Depr","N_EmoVol","O_IntCur","O_AesSens","O_CrtvImag","argument","angry","E_Scbltylag","E_Assertlag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_IntCurlag","O_AesSenslag","O_CrtvImaglag","argumentlag","angrylag"
"E_Scblty",0,0,0,0,0,0,0,0,0,0,0,0,0.1333,0,0,0,0.2023,0.1382,0,0,0,0,0,0.1394,0.1021,0,0,0,0,0.1304,0.1443,0,0,0
"E_Assert",0.1025,0,0,0,0,0,0.2045,0,0,0,0.2458,0,0,0,0,0,0,0,0.1378,0,0,0.1591,0,0,0,0,0.2028,0,0,0,0,0.0849,0,0
"E_EnerLev",0,0.0642,0,0,0.0911,0,0,0.0779,0,0,0,0,0.0605,0,0,0,0,0.0651,0,0.1309,0,0,0,0,0,0.1204,0,0,0,0,0,0,0,0.1102
"A_Cmpn",0,0,0,0,0,0.1346,0,0,0,0,0,0.1837,0,0.1147,0,0.2509,0.2144,0,0,0,0.1419,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Rspct",0,0,0,0,0,0,0,0.0745,0,0.1275,0,0.1185,0,0.0698,0.0507,0.1552,0.1198,0.0728,0,0.1789,0,0.0999,0,0.0875,0.0539,0.1057,0,0,0,0,0,0,0,0
"A_Trust",0,0.0957,0,0,0,0,0,0,0,0,0,0,0,0.0905,0.0637,0,0,0,0,0,0.1079,0,0.1357,0,0,0,0.1575,0,0,0,0,0,0,0.1451
"C_Org",0,0.3424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1718,0,0,0.1434,0,0.2159,0.2441,0,0,0,0,0,0,0
"C_Prdctv",0,0,0.3003,0.1282,0.1677,0,0.1045,0,0,0.1814,0,0,0,0,0,0.2638,0,0,0,0,0,0,0,0,0.091,0,0.185,0,0,0.109,0,0,0.3243,0
"C_Rspnbl",0,0,0,0,0,0.0797,0.0707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1164,0,0,0.1215,0,0,0,0,0.0845,0,0,0
"N_Anxty",0,0.0638,0,0,0,0,0,0,0.0887,0,0,0,0,0.0821,0,0,0,0,0,0.1219,0,0.0852,0,0.0706,0,0,0.0949,0,0,0,0,0,0,0
"N_Depr",0.0041,0,0.0134,0.0058,0,0.0038,0.0041,0.0036,0.0063,0.0057,0,0.0061,0,0.0061,0.0022,0.0127,0.0075,0.0063,0.0064,0,0.0033,0.0051,0.0068,0.0042,0.0039,0.0051,0.0053,0.0091,0,0.0037,0.004,0.0041,0,0.0104
"N_EmoVol",0,0,0,0,0,0.0712,0,0.0565,0,0,0,0,0,0,0,0,0,0,0,0.1363,0,0,0,0,0,0,0,0,0.1153,0,0,0,0,0
"O_IntCur",0,0.1171,0,0,0.1305,0,0.1072,0,0,0.1702,0,0.1785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.226,0.1282,0,0,0,0.1796
"O_AesSens",0,0,0,0,0,0,0,0,0,0.3335,0.2552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2848,0,0,0.1285,0,0,0
"O_CrtvImag",0,0,0,0,0,0,0,0.1347,0.2094,0.2457,0,0,0.1331,0,0,0,0.1942,0.1577,0,0,0,0,0,0,0,0.2409,0.2461,0.2921,0,0,0,0.1142,0,0
"angry",0.0703,0,0.1501,0.1093,0.1088,0.0723,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1363,0,0,0,0,0,0,0.1,0.1672,0.1104,0,0,0,0.1861,0.1358
"argument",0,0,0,0,0,0,0,0,0,0,0.2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1536,0,0,0,0,0,0.1929,0
