"","E_Scblty","E_Assert","E_EnerLev","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","N_Anxty","N_Depr","N_EmoVol","O_IntCur","O_AesSens","O_CrtvImag","argument","angry","E_Scbltylag","E_Assertlag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_IntCurlag","O_AesSenslag","O_CrtvImaglag","argumentlag","angrylag"
"E_Scblty",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0655,0,0,0,0.0919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_Assert",0,0,0.0954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_EnerLev",0,0,0,0.0703,0,0,0,0,0.1373,0,0,0.1051,0,0,0,0,0,0,0,0.102,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Cmpn",0,0,0,0,0,0,0,0,0,0,0.1049,0,0,0,0,0,0,0,0,0.1295,0.1054,0,0,0,0.1676,0,0,0,0,0,0,0,0,0
"A_Rspct",0,0.0494,0,0.0396,0,0,0,0,0,0.0474,0,0,0,0,0,0,0,0,0,0,0,0.1046,0,0,0,0,0,0,0,0,0,0,0,0
"A_Trust",0,0,0,0,0,0,0,0,0,0,0,0.0562,0,0,0,0,0,0,0,0,0,0,0.0925,0,0.0659,0.0806,0,0,0,0,0,0,0,0
"C_Org",0,0,0.1165,0,0,0,0,0,0,0,0.109,0,0,0,0,0,0.139,0,0,0,0.096,0,0,0.0915,0,0,0,0,0,0,0,0,0,0
"C_Prdctv",0,0,0,0,0,0,0,0,0.1105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1113,0,0,0,0,0,0,0,0,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0,0,0,0.0671,0,0,0,0,0,0,0,0,0,0,0.1087,0,0,0.0976,0,0.0554,0,0,0.049,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0.2954,0,0,0,0,0,0.587,0,0,0.2231,0,0,0,0,0,0,0,0,0,0.2181,0,0,0,0,0,0,0
"N_Depr",0,0,0,0,0,0,0,0,0,0.0911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0977,0,0,0,0.0839,0,0
"N_EmoVol",0.0806,0,0,0,0,0,0,0,0,0,0.0655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0914,0,0,0,0,0
"O_IntCur",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0538,0,0,0,0,0,0,0.0507,0,0,0.0918,0,0,0,0
"O_AesSens",0,0,0,0,0,0.3456,0,0,0,0.418,0,0,0.2993,0,0,0,0,0,0,0,0,0,0,0,0,0.3865,0,0,0,0,0.1465,0,0,0
"O_CrtvImag",0.1194,0,0,0,0,0.1815,0.0828,0,0,0,0.1159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107,0,0,0,0.0982,0,0
"angry",0,0,0,0.0632,0,0,0,0,0,0,0,0.0905,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1421,0,0,0,0,0,0,0,0.1082
"argument",0,0,0,0,0,0,0,0,0.0584,0,0,0,0,0,0,0,0,0,0,0,0.031,0,0,0,0,0,0,0,0,0,0,0,0.1787,0
