"","E_Scblty","E_Assert","E_EnerLev","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","N_Anxty","N_Depr","N_EmoVol","O_IntCur","O_AesSens","O_CrtvImag","argument","angry","E_Scbltylag","E_Assertlag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_IntCurlag","O_AesSenslag","O_CrtvImaglag","argumentlag","angrylag"
"E_Scblty",0,0,0,0,0,0,0,0.1205,0,0,0,0.0867,0,0,0,0,0.1386,0.1028,0,0,0.1308,0,0,0.0917,0,0,0,0.0837,0,0,0,0,0,0
"E_Assert",0.1681,0,0,0,0,0,0.1078,0,0,0,0,0,0.1173,0,0,0,0.2571,0.1265,0.1715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_EnerLev",0,0.2085,0,0.2372,0.1687,0,0,0,0,0.3485,0,0.1631,0,0.262,0,0,0,0,0,0.1438,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Cmpn",0,0,0.2534,0,0,0,0,0.8915,0,0,0,0,0,0,0,0,0,0,0,0,0.291,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Rspct",0,0,0,0,0,0.1367,0.1005,0,0,0,0,0.0941,0,0,0,0,0,0,0,0,0.1376,0.1072,0,0,0,0,0,0,0,0,0.1312,0,0,0
"A_Trust",0,0,0.0815,0,0,0,0,0,0,0,0,0,0,0.1229,0,0.2289,0,0,0.1277,0,0,0,0.0985,0,0,0,0,0,0,0,0,0,0,0.0973
"C_Org",0,0,0,0.1935,0,0,0,0,0,0,0,0,0.1355,0,0,0,0,0.128,0.162,0,0.1549,0,0.1379,0.1094,0,0,0.145,0,0,0,0,0.0774,0.4463,0.1379
"C_Prdctv",0.117,0,0.1318,0.2447,0,0.181,0,0,0,0.1895,0,0,0.1224,0.2218,0.09,0,0,0,0,0,0.1734,0.1361,0.2156,0.1355,0.2143,0,0.1524,0.1893,0.1163,0.1057,0,0,0,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8252,0,0,0,0,0,0.1265,0,0,0,0.161,0,0,0,0,0,0,0,0
"N_Anxty",0,0,0.1456,0.1443,0,0,0,0,0,0,0,0,0,0.1569,0,0,0,0,0,0,0,0,0,0,0,0,0.1285,0.0825,0,0,0,0,0,0
"N_Depr",0.104,0,0,0,0,0.1194,0,0.13,0,0,0,0,0.0783,0,0,0,0,0,0.1333,0,0,0,0,0.0944,0,0,0.1241,0.0834,0.0901,0,0.1156,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,0,0.1296,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1314,0,0,0,0,0,0.1033,0,0,0,0,0
"O_IntCur",0,0,0,0.4855,0,0,0.4497,0,0.2909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1946,0,0,0,0
"O_AesSens",0,0,0,0.2846,0,0,0,0,0,0,0,0,0.1771,0,0,0,0,0,0,0,0,0.1336,0,0,0.2077,0,0,0,0,0.1084,0.1711,0,0,0.1514
"O_CrtvImag",0,0,0,0,0,0.2061,0.1404,0.1804,0.1546,0,0.1471,0,0,0,0,0,0,0.1517,0.2184,0,0,0,0.1553,0.1343,0,0,0,0,0,0.112,0,0.0876,0,0.1815
"angry",0,0.1837,0,0,0,0,0,0,0.1122,0,0.0933,0.0861,0.074,0,0.0654,0,0,0.1129,0,0,0.1097,0,0,0,0,0.0989,0,0.0893,0,0,0,0.0618,0,0.1061
"argument",0,0,0,0,0,0,0,0.0535,0.0822,0,0,0.0489,0,0,0,0,0,0.0483,0,0,0,0,0.0588,0,0,0.0466,0.0577,0.0425,0,0,0,0,0.314,0.054
