"","E_Scblty","E_Assert","E_EnerLev","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","N_Anxty","N_Depr","N_EmoVol","O_IntCur","O_AesSens","O_CrtvImag","argument","angry","E_Scbltylag","E_Assertlag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_IntCurlag","O_AesSenslag","O_CrtvImaglag","argumentlag","angrylag"
"E_Scblty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1191,0,0,0,0,0,0,0,0,0.1035,0,0,0.0418,0,0.1099,0,0
"E_Assert",0,0,0.117,0.1284,0,0,0.1708,0.0947,0,0.1653,0,0.1467,0.0711,0,0,0.4445,0,0,0.095,0,0,0.1569,0,0,0,0.0975,0,0,0.1656,0.0683,0,0,0,0
"E_EnerLev",0,0,0,0.78,0,0,0.471,0,0,0.3392,0,0,0,0,0.3376,0.571,0,0.3649,0.2388,0.3979,0.2151,0.4271,0.1861,0.4297,0.2799,0.1091,0,0.6242,0.2983,0.0818,0.6555,0.7577,0,0.4808
"A_Cmpn",0,0.1005,0.1268,0,0,0,0,0,0,0,0,0,0,0,0.1523,0,0,0,0,0,0.1503,0,0,0,0,0,0.1546,0.1176,0,0.0694,0.1217,0,0,0
"A_Rspct",0,0.0629,0,0.1227,0,0.0876,0,0,0,0,0,0,0,0,0.2005,0,0,0,0,0.0874,0.1385,0.1325,0,0,0.0628,0,0,0,0,0,0.1043,0,0,0
"A_Trust",0,0.082,0,0,0,0,0,0.0932,0,0,0.1001,0.1025,0.0584,0,0,0,0.1096,0,0,0,0,0,0.1189,0,0,0,0,0,0,0,0,0,0,0
"C_Org",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0461,0,0,0,0,0.1058,0,0,0,0,0,0,0,0.0782,0,0
"C_Prdctv",0,0,0.0982,0,0,0.1905,0.1855,0,0,0.1574,0.1207,0,0.0763,0,0,0.3601,0,0,0,0,0,0,0,0,0.0946,0.1099,0,0.14,0,0,0,0,0,0.1245
"C_Rspnbl",0.148,0.0764,0,0,0,0,0,0.0771,0,0.1758,0,0,0,0,0.1703,0,0,0,0,0,0,0,0,0.1772,0.094,0.1096,0,0,0,0,0,0,0,0.1534
"N_Anxty",0,0,0.085,0,0.1111,0,0,0,0.0798,0,0,0,0,0,0.1123,0,0,0.0881,0,0.0656,0.1144,0,0.0797,0.1361,0.0557,0,0.1066,0,0.124,0,0,0.1007,0.2912,0
"N_Depr",0.1087,0.0573,0,0,0,0,0,0,0,0,0,0,0,0,0.1153,0,0.0767,0,0,0,0,0,0,0,0,0,0,0.0953,0,0,0,0,0,0
"N_EmoVol",0.1075,0,0,0,0,0,0,0.0557,0,0,0,0,0,0,0,0.3078,0,0,0,0,0,0,0,0,0,0,0,0,0.134,0,0,0,0,0
"O_IntCur",0.1939,0,0,0,0,0,0,0,0.1128,0,0,0,0,0,0.1884,0,0,0,0.129,0.1392,0,0,0,0.2483,0,0,0,0,0,0.0917,0,0,0,0
"O_AesSens",0.117,0,0.067,0,0,0,0,0,0,0.1208,0,0.0913,0,0,0,0,0.0982,0,0,0,0,0,0,0,0.0637,0,0.1365,0.1101,0,0.0566,0.1053,0.1279,0,0.1032
"O_CrtvImag",0.1138,0,0.0859,0,0.1716,0,0,0,0,0.1914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118,0,0.0951
"angry",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2408,0,0,0,0,0,0,0.1011,0,0,0,0,0,0,0,0,0.1107,0,0.0907
"argument",0.0664,0,0,0.0612,0,0,0,0,0,0.0747,0,0,0,0.0936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2022,0
