"","E_Scblty","E_Assert","E_EnerLev","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","N_Anxty","N_Depr","N_EmoVol","O_IntCur","O_AesSens","O_CrtvImag","argument","angry","E_Scbltylag","E_Assertlag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_IntCurlag","O_AesSenslag","O_CrtvImaglag","argumentlag","angrylag"
"E_Scblty",0,0,0,0,0.1521,0,0,0.0789,0.095,0,0,0,0,0,0,0,0,0.1151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_Assert",0.1009,0,0,0,0,0.0872,0,0,0,0,0,0,0,0.1352,0,0.1746,0,0,0.1616,0,0,0.1436,0.0704,0,0,0,0,0,0,0.1235,0,0,0,0
"E_EnerLev",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2725,0,0,0,0,0.1356,0,0.2897,0,0,0,0,0.2915,0,0,0,0,0,0,0
"A_Cmpn",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1244,0.173,0,0,0,0,0,0,0,0,0,0,0,0.1121
"A_Rspct",0,0,0,0,0,0,0.0492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136,0,0,0,0,0,0,0,0,0,0,0,0
"A_Trust",0.1472,0,0,0,0.2193,0,0,0,0,0.2162,0,0.119,0,0.1938,0.1605,0,0,0,0,0,0,0,0.1106,0,0,0,0,0,0,0,0,0,0,0
"C_Org",0,0,0,0,0,0,0,0.0747,0,0,0,0,0,0,0,0,0,0,0,0,0,0.218,0,0.1062,0.0962,0,0,0,0,0,0,0.1181,0,0
"C_Prdctv",0,0,0,0,0,0,0,0,0.149,0,0,0,0,0,0.1206,0.3345,0,0.1616,0,0,0,0,0,0,0.116,0,0,0,0,0,0,0.1309,0,0.169
"C_Rspnbl",0,0,0,0,0,0,0,0,0,0.1432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1125,0,0,0,0,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0.0448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0964,0,0,0,0,0,0,0
"N_Depr",0,0,0,0.1403,0,0,0,0,0.1462,0,0,0.1172,0,0,0,0,0.1459,0.1869,0,0,0,0,0,0,0,0,0,0.1186,0,0,0,0,0,0
"N_EmoVol",0,0,0,0,0,0,0.0808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1901,0,0.109,0,0,0,0,0
"O_IntCur",0.0966,0.1132,0,0,0,0.0774,0,0,0,0.1009,0,0.0597,0,0,0,0.1657,0,0,0,0.0488,0.0765,0.1119,0.0602,0.061,0,0,0,0,0.0713,0.0885,0,0,0,0.075
"O_AesSens",0.0939,0,0,0.0813,0,0,0,0,0,0,0.059,0,0.11,0,0,0,0.0845,0,0,0.0629,0,0,0,0,0,0,0.1524,0,0,0,0.1059,0,0,0
"O_CrtvImag",0,0,0.4439,0,0,0.2001,0,0,0,0.3645,0,0,0.2975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2071,0.6019,0
"angry",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1268,0,0,0,0,0,0,0,0,0,0,0,0.1437,0,0.1556
"argument",0.0844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1106,0,0,0,0.093,0,0.1727,0
