"","E_Scblty","E_Assert","E_EnerLev","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","N_Anxty","N_Depr","N_EmoVol","O_IntCur","O_AesSens","O_CrtvImag","argument","angry","E_Scbltylag","E_Assertlag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_IntCurlag","O_AesSenslag","O_CrtvImaglag","argumentlag","angrylag"
"E_Scblty",0,-0.4052,0,0,-0.1467,0,0,0,0,0,0,0,0,-0.3406,0,0,0,-0.2217,0,0,0,0,0,-0.2096,0,0,0.3155,-0.2628,-0.4046,0.2976,0,-0.193,0,0
"E_Assert",0.6441,0,-0.2439,0.4373,0,0,0,0.087,-0.2162,0.218,0,0,0,0,0,0,0,0,0.2378,-0.2729,0,0.3985,0,0.1745,0,0,0,-0.1133,0,0,0,0,0,0
"E_EnerLev",-0.152,0,0,0.4452,0.0081,0,0.2293,0.3149,0,0,0,0,0.1413,0,0,0,0,0,0,-0.2245,0,0.1604,-0.109,0,0,-0.159,0,0,0,0.1753,0,0,0,0.4248
"A_Cmpn",0,0.1265,-0.5572,0,0.3983,0,0,-0.615,0.2792,-0.365,-0.0716,0.3138,0.0509,0,0,0,0.1904,0,0,-0.2985,0.3371,0,-0.4258,0.1036,0,0,-0.1327,-0.2231,-0.5039,0,0,0,0.8183,0.5611
"A_Rspct",0,0,0,-0.1338,0,0,-0.1105,0,0,0,0,0.1073,-0.1381,0,0,0,0,0,0,0,0,-0.0451,0,0,0,0,0,-0.1573,0,0,0,0,0,0
"A_Trust",0,0,0,0,0,0,0,0,0,0.203,-0.1457,-0.1692,0,0,0,0,0,0,0,-0.2723,0,0.2508,-0.0872,0,0,0,0.1703,0,0.2446,-0.2186,0,0,0,0
"C_Org",0,0,0,-0.2736,0,-0.2192,0,0.2636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1399,0,-0.2196,0,-0.1863,0,0,0,0,0.4805,0
"C_Prdctv",0,0.4511,-0.2041,0.7539,0,0,0.0088,0,0,0,0,0,0.3746,0,-0.6573,0,0.6369,0,0,0,0,0,0,0,-0.4339,0,0,0,0,0,0,0,0,0
"C_Rspnbl",0,0,0,0,0,0.104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0557,0,0,0,0,0,-0.1796,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,0,0.1295,0,0,0,0,0,0,0,-0.2733,0,0,-0.1596,0.121,0,0,0,0.0614,0,-0.1815,0,0,-0.2927,0,0
"N_Depr",-0.0894,0,0,0,0,0,-0.1513,0,0,0,0,0,0,-0.1556,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0673,0,0,0,0,0,0
"N_EmoVol",0,0,0.1507,-0.1616,0,0,0,0,0,0,0,0,0,-0.2335,-0.1956,0,0.4185,0,0,0,-0.3452,0,0,0,0,0,0.1852,0,-0.0795,0,0.0849,0,0,0
"O_IntCur",0,0.3523,0,0,0,0,0,0,0,0,0.1303,0,0,0,0,0,0,0,0,0.2633,0.1286,-0.1691,0,0,0,0,0.1884,0,0,-0.1467,-0.192,0,0,0
"O_AesSens",0,0.1701,0,0,0.1658,0,0,0,0,-0.1523,0,0,0,0,0,0,0,0,0,-0.386,0,0,0,0,0,0,0.2251,0,0,0,-0.1132,0,0,0
"O_CrtvImag",0,0,0,0,0,0,0.2824,0.4574,0,0,0,-0.2189,0,0,0,0,0,0,-0.3614,-0.1769,0,0,0.2304,0,0,0,0.1546,0.1574,0,0,0,0.1942,0,0
"angry",-0.0441,0,-0.4817,0,0,0.5774,0.2415,-0.7029,0.1878,-0.1249,0,0,0.2512,0.2293,0.0032,0,0,0.1296,0,0,0.5163,-0.0937,0.0292,0.2802,-0.0768,0.0362,-0.4065,0.2207,-0.3691,0.5336,0.537,0,0,0.8936
"argument",0.1655,0,0,0,0,0,0,0,0,0,0,0,0.184,0,0,0,0,0.2689,0,0,0,-0.1033,0.1169,0,-0.5893,0,0,0.1715,0.2996,0,0.2012,0,-0.0374,0
