"","E_Scblty","E_Assert","E_EnerLev","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","N_Anxty","N_Depr","N_EmoVol","O_IntCur","O_AesSens","O_CrtvImag","argument","angry","E_Scbltylag","E_Assertlag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_IntCurlag","O_AesSenslag","O_CrtvImaglag","argumentlag","angrylag"
"E_Scblty",0,0,0,0,0,0,-0.2369,0,0,0,0,0.7848,0,0.5571,0,0,0,0.3073,0,0,0,0,0,0,0.4493,0,0,0,0,0,0,0,0,0.4581
"E_Assert",0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0219,0,0,0,-0.0098,0,0,0,0,0,0,0,0,0,0.3483,0.3189,0,0,0,0
"E_EnerLev",0,0,0,0,0,0,0,-0.9787,0,0,0,0,0,0,0,0,0,0,0,0.0943,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Cmpn",0,0,0,0,0,0.294,0,0,0,0.227,0,0,0,0.8497,0,0,0,0,0,0,-0.0902,0,0,-0.396,0,0,0,0.4563,0,0,0,0,0,0
"A_Rspct",0.5117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159,0,0,0,0,0,0,0,0,0,0,0,0
"A_Trust",0.4586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3564,-0.2735,0,-0.3718,0,0,-0.1766,0,0,0,0.3325,0,0,-0.4093,0,0,0,0
"C_Org",0,0,0,0,0,0,0,0,0,0,0,0,0,0.2025,0,0,0,0,0,0,-0.2307,0,0,-0.094,0,0,0,0,0,0,0,0,-0.2428,0
"C_Prdctv",0,0,1.0612,-0.2874,0,0,0,0,0,0,0,0,0,0,0,0.6461,0,0,-0.6981,-0.2521,0,0,0,0,0.0184,0,0.2992,0,0,0,0,0,-0.6539,-0.5188
"C_Rspnbl",0,0,0,0,0,0,-0.2923,0,0,-0.3461,0,0,0,0,0,0,0,0,0,0.2799,0,0,0,0,0,0.0652,0,-0.2268,0,0,-0.281,0,0,-0.2124
"N_Anxty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1245,0,0,0,0,0,0,0
"N_Depr",0,0,0,0,0,-0.5669,0,0,0,0,0,0,-0.15,0,-0.1638,0,0,0,0,0,0.287,0,0,0.3533,0,0,0,0.1264,0,0,0,0,0,0.4311
"N_EmoVol",0,-0.1208,0,0,-0.2951,0,0,0,0,0,0.6522,0,0,0,0,0,0,0.2634,0,-0.231,0,-0.2722,0,-0.3149,-0.1822,0,0,0,0.0698,0,-0.2338,-0.2944,0,-1.019
"O_IntCur",0,0,0,0,0.3736,0,-0.3446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0356,0,0,0,0
"O_AesSens",0,0,0,-0.8599,0,0,0,0,0,0,0,0,0,0,0.6121,0,0,0,0,0,0,0,0,0,-0.4339,0.411,0,0,-0.6357,0,-0.4236,0,0,0
"O_CrtvImag",0,0.3421,0,0,0,0,0,0,0,-0.1802,0,0,0,0,0,0,-0.4017,0.4748,0,0,0,-0.4921,-0.3211,0,0,0,0,-0.2962,0,0,0,-0.2269,0,0
"angry",0,0,-0.1811,0,0,0,0,0,0,0.27,0,0,0.1557,0,0,0,0,0,0,0,0,-0.6115,0,0,0,0,0,0,0,0,0,0,0,0.1509
"argument",-0.1019,0,0,0.0325,0,0,-0.1518,-0.1156,0,-0.1701,-0.0601,0,0.173,0,-0.1135,0,0,0.0531,0,0.4764,-0.1982,0,-0.0496,0,0,0.2536,0.07,0.0362,0.0987,0.0792,-0.0403,0,0.7305,0
