"","E_Scblty","E_Assert","E_EnerLev","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","N_Anxty","N_Depr","N_EmoVol","O_IntCur","O_AesSens","O_CrtvImag","argument","angry","E_Scbltylag","E_Assertlag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_IntCurlag","O_AesSenslag","O_CrtvImaglag","argumentlag","angrylag"
"E_Scblty",0,0,0,0,-0.171,0,0,0,0,0,0,-0.3015,0.1088,0,0,-0.423,0,0.4536,0,0.2588,0,0,0,0,0,0,0,0,0.3907,0,0,0,0,0
"E_Assert",0,0,0,0.9045,0,0,-0.2907,0.0672,0,0,0,0.8022,0,0,0,0,0,0,0.1384,0,0,0,-0.3841,0,0,-0.4337,-0.2796,0,0,-0.0575,0,0,0,0
"E_EnerLev",0.2426,0.2395,0,0,0,0,0,0,0,0,0,0,0.4631,0,0.0189,0,0,0,0,-0.0054,0,-0.2393,0.3533,0,0,0,0,0,0,0,0,0,0,0
"A_Cmpn",0,0,0,0,-0.3253,0,0,0,0.5179,0,0,0,0,0,-0.5802,0,0,0,0,0,0.0708,-0.3495,0,0,0.2107,0.2226,0.3361,0,0,0,-0.505,0,-0.5076,0
"A_Rspct",0,0,0,0.5691,0,0,0,0,0.643,0.2449,0,0,0,0,0.4699,-0.0496,0,0.3993,0,0.4256,0,-0.1991,0,0,0,0,0,0,-0.2394,0.3571,0,0,0,0
"A_Trust",-0.4744,-0.2536,0.222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4994,0,0,0.1952,0,0,0.245,0,0,0,0,0
"C_Org",0,0,0,0,0.2131,-0.2919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0256,0,0,-0.2451,0,0,0,0,0,0,0
"C_Prdctv",0.2873,-0.6073,0,-0.2251,-4e-04,0,0,0,0,0.2822,0,0,0,0,0.2259,0,0,-0.4831,0.2735,0,0,0.2079,0,0,-0.0099,0,0,0,0,-0.483,0,0,0,0
"C_Rspnbl",0,0,0,0,-0.5241,0,0,0,0,0,0,0,0,-0.404,0,0,0,0,0,0,0,0,0,0,0,0.4767,0,0,0,0,0,0,0.3605,0
"N_Anxty",-0.222,0,0,0,0,0,0,0,0,0,0,0,-0.2726,0,0,0,-0.2057,0,0,0,0,0,0,0,-0.2082,0,0.2989,0,0,-0.377,0,0,0,0
"N_Depr",-0.2018,0,-0.1354,0.5158,0,0,0,0.4904,-0.4114,0,0,-0.0396,0.0847,-0.1765,0.0545,0,0.1057,0.3644,0,0,-0.0932,0.1099,0,-0.1093,0,0,-0.3257,0.4467,0.2528,0.0567,0.3283,0,0.7566,0
"N_EmoVol",0,-0.8916,0,-0.0054,0,0,0,0,0,0,0,0,0,0,0,0,1.5914,0,0.8041,0,0,0,0,0,0,0,0,0,0.4297,0,0,0,0,0
"O_IntCur",-0.6128,0,-0.231,-0.4012,0.2754,-0.2399,0,0,-0.3007,-0.0159,0,0,0,-0.6197,0.1913,0,-0.3751,0,0.3242,0,-0.6277,0.2933,-0.2493,0,0,0.9094,0,0,0,-0.9044,0.3549,0,0,0
"O_AesSens",0,0,0,0,0,0,0,0,0,0,0,0,0.6351,0,0,0,0,0,0.2255,0,0,-0.2193,0,0,0,0,0,0,0,0,0.0056,0,0,0
"O_CrtvImag",0,0.3467,0,0,0,0,0,0,0,0,0,-0.6128,0,0,0,0,0,0,0,-0.3085,0.2757,-0.3368,0.5082,-0.1511,0,0,0,0,0,0,0,0.1613,0,0
"angry",-0.3947,0,0,0.0196,0,-0.248,0,0.9536,0,-0.2236,0,-0.2523,0,-0.4326,0,0.585,0,0.3961,-0.586,0.1923,0,-0.3019,-0.3054,0,0,0,0,0,0,0.0084,0,0,0,0.0406
"argument",0.478,0,0,0,0,0,0,0,0,0,0,-0.1348,0,-0.1917,-0.5799,0,0,0.4121,0,-0.5628,0,0,0.4604,-0.2674,0,0,0.2343,0,0,-0.2782,0,0,0.0332,0
