"","E_Scblty","E_Assert","E_EnerLev","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","N_Anxty","N_Depr","N_EmoVol","O_IntCur","O_AesSens","O_CrtvImag","argument","angry","E_Scbltylag","E_Assertlag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_IntCurlag","O_AesSenslag","O_CrtvImaglag","argumentlag","angrylag"
"E_Scblty",0,0,0,0,0,0,0,0,0,0.431,0,0,0.1099,0,0,0,0,0.153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_Assert",0,0,0,0,0,0,0.1245,0.1911,0,0.2182,0,0,0,0,0,0,0,0,0.1365,0,0,0,0.1424,0,0,0,0,0,0,0,0,0,0,0
"E_EnerLev",0,0,0,0.1304,0,0,0,0,0,0,0,0,0,0.1089,0,0,0,0,0,0.1235,0.0853,0,0.1312,0,0,0,0,0,0,0,0,0,0,0
"A_Cmpn",0,0,0.461,0,0.6707,0,0.2784,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1862,0,0.3197,0,0,0,0,0,0,0,0.2348,0,0.8906,0
"A_Rspct",0,0,0,0.084,0,0,0,0,0.1201,0,0,0,0,0,0,0,0,0,0,0,0,0.1231,0,0,0,0,0,0,0,0,0,0,0,0
"A_Trust",0,0,0,0,0.1489,0,0,0,0,0.1874,0,0,0,0,0,0,0,0,0,0,0,0,0.1171,0,0,0,0,0,0,0,0,0,0,0
"C_Org",0,0,0,0,0,0,0,0,0,0.2297,0.4142,0,0,0,0,0,0,0,0,0.131,0,0,0,0.146,0,0,0,0,0,0,0,0,0,0
"C_Prdctv",0,0.2648,0,0,0.2305,0,0,0,0.2739,0,0,0,0,0.134,0.1685,0.385,0,0,0,0.142,0,0.2731,0,0,0.1619,0,0,0,0.2034,0,0,0,0.457,0
"C_Rspnbl",0,0.0702,0,0,0,0,0,0,0,0,0,0,0,0,0.0617,0,0.0821,0.0584,0.0737,0,0.0435,0,0,0,0,0.1074,0,0,0.0832,0,0.0592,0,0,0
"N_Anxty",0.0776,0,0,0.0427,0,0,0,0,0,0,0,0,0,0,0.0641,0,0,0,0,0.0613,0,0.092,0.0656,0,0,0.0892,0.111,0.1101,0,0,0,0.0699,0.1974,0
"N_Depr",0,0,0,0,0,0,0,0,0,0,0,0.5929,0,0.3226,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3567,0,0,0,0,0.5013,0
"N_EmoVol",0,0,0,0,0,0,0.1976,0,0,0,0.3089,0,0,0,0,0,0,0.0881,0,0,0.076,0.154,0,0.1552,0.1295,0,0,0.1914,0.1498,0,0,0,0,0.1487
"O_IntCur",0,0,0,0,0,0.1358,0,0,0,0,0,0.165,0,0,0,0,0,0,0,0,0.0917,0,0,0,0,0.1849,0,0,0,0.1009,0,0,0.3734,0
"O_AesSens",0,0,0,0,0.1445,0,0.1252,0,0,0,0,0.1837,0,0,0,0.2451,0,0.0916,0,0,0.0739,0.1574,0,0,0,0.1625,0.1823,0,0.1315,0,0.0967,0.1092,0,0.1374
"O_CrtvImag",0,0.1844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1368,0,0
"angry",0.0457,0,0,0,0.0747,0,0.0557,0.0557,0,0.1122,0,0,0,0,0.0513,0.1542,0,0.0433,0,0.055,0.0413,0.0999,0.0697,0.0944,0,0,0.1108,0,0.0775,0.0403,0,0,0,0.0735
"argument",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0767,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0.1456,0
