"","E_Scblty","E_Assert","E_EnerLev","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","N_Anxty","N_Depr","N_EmoVol","O_IntCur","O_AesSens","O_CrtvImag","argument","angry","E_Scbltylag","E_Assertlag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_IntCurlag","O_AesSenslag","O_CrtvImaglag","argumentlag","angrylag"
"E_Scblty",0,0,0.2909,0,0.0364,0,0,0,0,0,0,0,0,0,0,0,0,0.016,0,0,-0.2335,0,0.1979,0,0,0.2587,0,0,0,0.2213,0,0,0,0.6491
"E_Assert",0,0,0.2997,0,0,0,0,0,0,-0.2127,0,-0.5261,0,0,0,0,0,0.3445,0.2505,0,0,0,0.3072,0,0,0.2862,0.6023,0,0,0,0,0,0,0
"E_EnerLev",0,0,0,0,0,0,0,0,0,-0.2762,0,0,0,0,0.218,0,0,0,0,-0.0189,0,0,0,0,0,0,0,0,0,-0.4224,0,0,0,0
"A_Cmpn",0,0,0,0,0,0,0.2052,-0.2642,0,0,0,0,0,0,0.419,0.2475,0,0,0,0,0.3468,0,0,0,0,0,0,0,0,0,-0.3247,-0.5012,0,0.1863
"A_Rspct",0.4337,0,-0.352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0798,0,0,0,0,-0.3295,0,0.2146,-0.5107,0,0,0,-0.432
"A_Trust",0,0,0,0,0,0,0,0,0,-0.248,0,0,0,0.1678,0,0,0,0,0,0,0,0,-0.0095,0,0,0,0,0,0,0,0,0,0,0
"C_Org",0,0.6776,0,-0.6627,0,0,0,0,1.6489,0,-0.3889,0,0,0,0,0,0,0,0,0,0,0,0,0.082,0,0,0,0,0,0,-0.5598,0,0,0
"C_Prdctv",0,0,0.2551,0,0,0.1565,0,0,0.2313,-0.1808,0,0,0,0.1724,0,0,0.3227,0,0,0,0,0,0,0.5058,-0.3206,0,0,-0.0036,-0.5403,0,-0.305,0,0,0
"C_Rspnbl",0,1.0013,0,-0.0322,0.9223,0,-2.8098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.9033,0,0,0,0,0,0,0,0
"N_Anxty",0,0,0,0,-0.3173,0,0,0,0,0,0.2525,0,0,0,0,0,0,0,0,0,0,0.3443,0,0,0,0,0.0664,0,0,0,0,0,0,0
"N_Depr",0,0,0.2849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3005,0,0,0,0,0,0.047,0,0,0,0.2205,0.5016,0
"N_EmoVol",0,0.812,0,0,0,0,0,0,0.2246,0,0.2099,0,-0.2793,0,-0.2474,0,0,0,0,0.2868,0,0,0,0,0,0,0,0,-0.2317,0,-0.3136,0,0,0
"O_IntCur",0,0,0.2331,0,0,0,0,0,0.1668,0,-0.2736,0,0,0,0,0,0,0,0,0,0,0,-0.2305,0,0.2947,0,0,0,0,0.1379,0,0,0,0
"O_AesSens",0,-0.2907,0,0.4081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4773,0,0,0,0,0.2135,0,0,0,0,0,0.3312,0,0,0.3872
"O_CrtvImag",0,0,0,0,0.2818,0,0,0,0,0,0.1171,0,0.3105,0,0,0,0,0,-0.3754,0,0,-0.3202,0,0.3106,0,0,0,0,0,0,0,0.2324,0,0.1911
"angry",-0.4043,0.1854,0.2745,0.0492,0,0,-0.0368,-0.0739,0.073,0,0,-0.0394,-0.3264,-0.0245,0,0.0669,0,0,0.2582,-0.1077,-0.1932,0,-0.1446,0.1358,0.3549,0.0685,0,0.8183,0.0441,0,0.0553,0,0,0.0986
"argument",0,0,0.1469,0,0,0,0.203,0,0,0,0,-0.2256,-0.1652,0,0,0,0,0.5681,0,0,-0.3151,0.4243,0,0,0,0,0,0,0,0.455,0,0,0.0663,0
