"","E_Scblty","E_Assert","E_EnerLev","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","N_Anxty","N_Depr","N_EmoVol","O_IntCur","O_AesSens","O_CrtvImag","argument","angry","E_Scbltylag","E_Assertlag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_IntCurlag","O_AesSenslag","O_CrtvImaglag","argumentlag","angrylag"
"E_Scblty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_Assert",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0021,0,0,0,0,0,-0.2142,0,0,-0.2139,0,0,0,0,0,0
"E_EnerLev",0,0,0,0,-0.3153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Cmpn",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Rspct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.022,0,0,0,0,0,0,0,0,0,0,0,0
"A_Trust",0.2067,0,0,0,0,0,0,0,0,0,0,0.1881,0,0,0,0,-0.6909,0,0,0.3191,0,0.2343,-0.1505,0,0,0.2375,0,0,0,0,0,0,0,0
"C_Org",0,0,0,0,0,0,0,-0.1676,0.3623,0,0,0,0,0,0,0,0,0,0.2093,0,0,0,0,-0.1389,0,0,0,0,0,0,0,0,0,0
"C_Prdctv",0,0,0.1871,0.1971,0,0,0,0,0,0,0,0,0,-0.3395,0,0,0,0,0,0,0,0,0,0,0.0742,0,0,0,0,0,0,0,0,0.2398
"C_Rspnbl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1517,0,0,0,0,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2284,0,-0.0238,0,0,0,0,0,0,0
"N_Depr",0,0,0,0,0,0,-0.2806,0,0,0,0,0,0,0,0,0,0.2568,0,0.2225,0,0,0,0,0,0.2261,0,0,-0.0256,0,0,0,0,0,0
"N_EmoVol",0,0,0,0,0,0,-0.1981,0,0,0,0,0,0,0,0,0.1916,0,0,0,0,0,0,0,0,0,0,0,0,-0.052,0,0,0,0,0
"O_IntCur",0,0,0,0,-0.1683,0,0,0,0,0.2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2251,0,0,0,0.0341,0,0,0,0
"O_AesSens",0,0,0,0,0,0,0,0,0,0.2873,0,0,0,0,0,0,0,0,0.2153,0,0,0,0,0,0,0,0,0,0,0,0.0656,0,0,0
"O_CrtvImag",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1888,0,0,0,0,0,0,-0.159,0,0
"angry",0,0,0,0,0,0.5153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3014,-0.4819,0,0,0,0,0,0.308
"argument",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2361,0,0,0,0,0,0.2054,0,0,0,0,0,-0.06,0
